lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
ZSCAN21	-0.065	0.115	0.295	0.211	11.388	0.077	0.092	0.024	47.312	1.898	0.994	1	7
DCAF8	-0.035	0.057	0.149	0.223	2.348	0.672	0.047	0	0	1	0.995	1	5
PP7080	-0.109	0.179	0.468	0.223	0.345	0.557	0.147	0	0	1	0.995	1	2
F2RL1	-0.343	-0.131	0.08	0.223	9.745	0.136	0.108	0.026	38.429	1.624	0.996	1	7
KLHL18	-0.01	0.017	0.045	0.223	8.726	0.463	0.014	0	0	1	0.996	1	10
PLEKHF2	-0.077	0.126	0.329	0.223	2.098	0.835	0.104	0	0	1	0.996	1	6
SIDT1	-0.047	0.076	0.199	0.223	20.889	0.007	0.063	0.014	61.703	2.611	0.996	1	9
SORCS3	-0.053	-0.02	0.012	0.223	8.249	0.509	0.017	0	0	1	0.996	1	10
TTYH2	-0.025	0.042	0.109	0.224	6.046	0.811	0.034	0	0	1	0.996	1	11
ADORA2B	-0.035	0.057	0.149	0.226	18.07	0.054	0.047	0.007	44.661	1.807	0.997	1	11
ALG8	-0.008	0.013	0.033	0.225	3.463	0.902	0.01	0	0	1	0.997	1	9
AMELX	-0.167	-0.064	0.039	0.224	0.871	0.929	0.053	0	0	1	0.997	1	5
BMS1P5	-0.174	0.283	0.739	0.225	10.066	0.007	0.233	0.128	80.131	5.033	0.997	1	3
BNIP1	-0.06	-0.023	0.014	0.224	6.523	0.77	0.019	0	0	1	0.997	1	11
C13orf8	-0.057	-0.022	0.013	0.225	2.287	0.319	0.018	0	12.566	1.144	0.997	1	3
C1QC	-0.066	0.107	0.281	0.226	10.374	0.168	0.089	0.018	32.526	1.482	0.997	1	8
C2orf17	-0.068	-0.026	0.016	0.224	2.912	0.233	0.021	0	31.329	1.456	0.997	1	3
CCNO	-0.026	0.042	0.11	0.224	4.762	0.446	0.035	0	0	1	0.997	1	6
CCT6A	-0.07	-0.027	0.017	0.226	5.788	0.671	0.022	0	0	1	0.997	1	9
CHUK	-0.041	-0.016	0.01	0.224	7.433	0.684	0.013	0	0	1	0.997	1	11
CLDN22	-0.035	0.057	0.15	0.226	3.445	0.486	0.047	0	0	1	0.997	1	5
ERBB2	-0.03	0.05	0.13	0.224	15.013	0.059	0.041	0.005	46.714	1.877	0.997	1	9
EXOSC8	-0.011	0.017	0.045	0.225	9.847	0.454	0.014	0	0	1	0.997	1	11
FCAR	-0.046	0.074	0.194	0.226	20.069	0.01	0.061	0.013	60.138	2.509	0.997	1	9
FKBP4	-0.023	0.038	0.1	0.225	11.076	0.197	0.031	0.002	27.77	1.384	0.997	1	9
FRS2	-0.029	0.047	0.122	0.225	5.291	0.624	0.038	0	0	1	0.997	1	8
FUT7	-0.308	-0.118	0.073	0.226	2.873	0.72	0.097	0	0	1	0.997	1	6
GRHL1	-0.108	-0.041	0.025	0.226	4.851	0.563	0.034	0	0	1	0.997	1	7
HLA-DOA	-0.052	0.085	0.222	0.224	2.554	0.635	0.07	0	0	1	0.997	1	5
HOXA11-AS	-0.025	0.041	0.107	0.226	0.303	0.582	0.034	0	0	1	0.997	1	2
HSDL2	-0.02	0.032	0.084	0.224	4.416	0.927	0.026	0	0	1	0.997	1	11
IPO7	-0.062	0.099	0.26	0.226	12.871	0.075	0.082	0.021	45.615	1.839	0.997	1	8
KRT71	-0.149	-0.057	0.035	0.225	7.029	0.218	0.047	0.004	28.868	1.406	0.997	1	6
KY	-0.043	-0.016	0.01	0.225	12.733	0.239	0.014	0	21.467	1.273	0.997	1	11
LGALSL	-0.33	-0.126	0.078	0.225	1.23	0.873	0.104	0	0	1	0.997	1	5
LIPC-AS1	-0.309	-0.118	0.073	0.226	0.091	0.763	0.097	0	0	1	0.997	1	2
LOC100505985	-0.026	0.043	0.111	0.224	0.025	0.873	0.035	0	0	1	0.997	1	2
LOC100506236	-0.646	-0.247	0.152	0.224	5.108	0.024	0.203	0.068	80.422	5.108	0.997	1	2
LOC340529	-0.081	-0.031	0.019	0.226	3.069	0.381	0.025	0	2.236	1.023	0.997	1	4
MAPK14	-0.057	0.093	0.242	0.225	6.174	0.52	0.076	0	0	1	0.997	1	8
MATR3	-0.015	0.024	0.064	0.225	6.932	0.732	0.02	0	0	1	0.997	1	11
MELTF	-0.258	-0.098	0.061	0.225	3.123	0.373	0.081	0.001	3.927	1.041	0.997	1	4
MGC27382	-0.049	-0.019	0.011	0.225	0.269	0.604	0.015	0	0	1	0.997	1	2
NFAM1	-0.02	0.033	0.087	0.226	6.939	0.731	0.027	0	0	1	0.997	1	11
NLRC5	-0.231	-0.088	0.054	0.224	4.045	0.543	0.073	0	0	1	0.997	1	6
NSUN5P2	-1.168	-0.446	0.275	0.225	0.003	0.957	0.368	0	0	1	0.997	1	2
OR11A1	-1.099	-0.42	0.258	0.225	8.704	0.013	0.346	0.262	77.023	4.352	0.997	1	3
OTUD3	-0.036	0.059	0.154	0.225	5.062	0.536	0.049	0	0	1	0.997	1	7
PBRM1	-0.037	0.061	0.159	0.225	2.725	0.909	0.05	0	0	1	0.997	1	8
PDE3A	-0.211	-0.081	0.05	0.226	7.63	0.106	0.067	0.009	47.575	1.907	0.997	1	5
PPARG	-0.019	0.031	0.081	0.225	14.477	0.152	0.026	0.002	30.926	1.448	0.997	1	11
PRPF31	-0.01	0.016	0.041	0.226	7.81	0.647	0.013	0	0	1	0.997	1	11
PYDC2	-0.028	0.045	0.118	0.224	0.448	0.93	0.037	0	0	1	0.997	1	4
RHD	-0.279	-0.107	0.065	0.224	3.208	0.524	0.088	0	0	1	0.997	1	5
RN7SL172P	-0.094	0.153	0.4	0.224	0.007	0.931	0.126	0	0	1	0.997	1	2
RP11-529I10.4	-0.093	-0.036	0.022	0.224	1.507	0.681	0.029	0	0	1	0.997	1	4
RPH3AL	-0.126	-0.048	0.03	0.224	5.609	0.468	0.04	0	0	1	0.997	1	7
SERPINE2	-0.019	0.03	0.079	0.224	10.466	0.234	0.025	0.001	23.561	1.308	0.997	1	9
SERPING1	-0.024	0.04	0.104	0.225	2.638	0.916	0.033	0	0	1	0.997	1	8
SHB	-0.29	-0.111	0.068	0.225	11.375	0.044	0.091	0.022	56.046	2.275	0.997	1	6
SORBS3	-0.015	0.025	0.065	0.225	8.506	0.58	0.021	0	0	1	0.997	1	11
TANK	-0.046	0.074	0.193	0.226	8.564	0.285	0.061	0.005	18.267	1.223	0.997	1	8
TAS2R40	-0.74	-0.283	0.174	0.225	13.04	0.001	0.233	0.129	84.663	6.52	0.997	1	3
THRSP	-0.041	0.066	0.174	0.226	7.458	0.281	0.055	0.004	19.546	1.243	0.997	1	7
TLCD1	-0.026	0.042	0.109	0.224	3.98	0.679	0.034	0	0	1	0.997	1	7
TMEM16H	-0.097	-0.037	0.023	0.224	3.112	0.211	0.03	0.001	35.743	1.556	0.997	1	3
TMEM26	-0.009	0.015	0.038	0.225	2.836	0.586	0.012	0	0	1	0.997	1	5
TNFRSF17	-0.234	0.382	0.998	0.225	4.644	0.326	0.314	0.069	13.867	1.161	0.997	1	5
TUSC2	-0.057	-0.022	0.013	0.225	5.072	0.886	0.018	0	0	1	0.997	1	11
UBE2G1	-0.13	-0.05	0.031	0.225	22.109	0.015	0.041	0.007	54.769	2.211	0.997	1	11
UBP1	-0.043	-0.016	0.01	0.224	6.425	0.778	0.013	0	0	1	0.997	1	11
UNC93A	-0.022	0.036	0.093	0.226	3.732	0.589	0.029	0	0	1	0.997	1	6
VENTXP1	-0.034	0.055	0.144	0.225	1.64	0.44	0.045	0	0	1	0.997	1	3
XTP3TPA	-0.082	-0.031	0.019	0.225	1.079	0.583	0.026	0	0	1	0.997	1	3
ZNRF1	-0.198	-0.076	0.046	0.224	3.761	0.584	0.062	0	0	1	0.997	1	6
ABCG5	-0.039	0.064	0.167	0.226	0.867	0.648	0.053	0	0	1	0.998	1	3
ACTA1	-0.089	-0.034	0.021	0.228	8.017	0.237	0.028	0.001	25.155	1.336	0.998	1	7
ARL17B	-0.186	-0.071	0.044	0.226	5.27	0.51	0.059	0	0	1	0.998	1	7
BHMT2	-0.048	0.077	0.201	0.227	10.014	0.075	0.063	0.011	50.068	2.003	0.998	1	6
C18orf63	-0.05	0.08	0.21	0.227	1.514	0.469	0.066	0	0	1	0.998	1	3
C1orf2	-0.066	-0.025	0.016	0.227	0.076	0.963	0.021	0	0	1	0.998	1	3
C5AR1	-0.21	-0.08	0.05	0.227	7.392	0.389	0.066	0.002	5.299	1.056	0.998	1	8
CLDN18	-0.099	-0.038	0.024	0.227	3.516	0.742	0.031	0	0	1	0.998	1	7
ELAVL4	-0.106	-0.04	0.025	0.227	9.078	0.169	0.034	0.002	33.91	1.513	0.998	1	7
GLIDR	-0.107	0.172	0.451	0.227	0.065	0.798	0.142	0	0	1	0.998	1	2
KLP1	-0.049	-0.019	0.012	0.227	0.26	0.878	0.015	0	0	1	0.998	1	3
KRTAP4-5	-0.123	-0.047	0.029	0.227	3.469	0.483	0.039	0	0	1	0.998	1	5
KRTAP5-AS1	-0.153	-0.058	0.036	0.226	0.018	0.894	0.048	0	0	1	0.998	1	2
MARC1	-0.12	0.193	0.506	0.228	0.205	0.902	0.16	0	0	1	0.998	1	3
MRPL45	-0.092	-0.035	0.022	0.228	4.791	0.852	0.029	0	0	1	0.998	1	10
NKAIN1	-0.093	-0.036	0.022	0.227	4.321	0.504	0.029	0	0	1	0.998	1	6
NR1H4	-0.211	-0.08	0.05	0.227	2.701	0.259	0.066	0.005	25.966	1.351	0.998	1	3
OR14C36	-0.074	0.12	0.314	0.227	0.559	0.455	0.099	0	0	1	0.998	1	2
PILRA	-0.014	0.023	0.061	0.227	11.967	0.287	0.019	0.001	16.44	1.197	0.998	1	11
PRKCA	-0.024	0.038	0.1	0.226	13.738	0.089	0.032	0.003	41.768	1.717	0.998	1	9
PURG	-0.056	-0.021	0.013	0.227	10.571	0.227	0.018	0.001	24.32	1.321	0.998	1	9
RNF149	-0.095	0.152	0.4	0.228	3.43	0.489	0.126	0	0	1	0.998	1	5
SAPCD1	-0.293	-0.112	0.069	0.227	0.095	0.954	0.092	0	0	1	0.998	1	3
SELENOO	-0.222	-0.085	0.053	0.228	0.975	0.807	0.07	0	0	1	0.998	1	4
SFRS5	-0.05	-0.019	0.012	0.227	1.056	0.788	0.016	0	0	1	0.998	1	4
SLC16A10	-0.016	0.026	0.069	0.228	2.317	0.94	0.022	0	0	1	0.998	1	8
SLC2A1	-0.083	-0.032	0.02	0.227	7.019	0.427	0.026	0	0.274	1.003	0.998	1	8
SPINK14	-0.282	-0.107	0.067	0.227	0.077	0.781	0.089	0	0	1	0.998	1	2
TAAR3	-0.023	0.037	0.096	0.227	0.452	0.798	0.03	0	0	1	0.998	1	3
TBX21	-0.032	0.051	0.133	0.227	15.062	0.13	0.042	0.005	33.608	1.506	0.998	1	11
UHRF1	-0.104	0.168	0.441	0.226	13.638	0.034	0.139	0.064	56.004	2.273	0.998	1	7
ACAN	-0.13	-0.049	0.031	0.229	2.178	0.703	0.041	0	0	1	0.999	1	5
ARMC2	-0.139	-0.053	0.033	0.229	1.215	0.991	0.044	0	0	1	0.999	1	8
ATRNL1	-0.061	-0.023	0.015	0.228	20.123	0.01	0.019	0.001	60.245	2.515	0.999	1	9
BPIFA3	-0.328	-0.125	0.078	0.228	4.376	0.112	0.103	0.016	54.295	2.188	0.999	1	3
CCDC39	-0.092	-0.035	0.022	0.229	1.794	0.877	0.029	0	0	1	0.999	1	6
CDC37L1	-0.074	0.118	0.311	0.229	16.1	0.024	0.098	0.035	56.522	2.3	0.999	1	8
CSNK1G2	-0.022	0.036	0.093	0.228	10.391	0.239	0.029	0.002	23.007	1.299	0.999	1	9
GAD1	-0.129	-0.049	0.031	0.229	11.593	0.115	0.041	0.004	39.617	1.656	0.999	1	8
GBP3	-0.045	0.071	0.188	0.229	4.26	0.642	0.059	0	0	1	0.999	1	7
GYPA	-0.362	-0.138	0.087	0.229	12.194	0.058	0.114	0.04	50.795	2.032	0.999	1	7
INSL6	-0.014	0.023	0.059	0.228	4.755	0.446	0.019	0	0	1	0.999	1	6
ITGAD	-0.011	0.018	0.047	0.229	2.357	0.67	0.015	0	0	1	0.999	1	5
LCE5A	-0.302	-0.115	0.072	0.228	10.229	0.037	0.095	0.025	60.895	2.557	0.999	1	5
LOC100128239	-0.072	0.114	0.299	0.229	2.484	0.115	0.095	0.011	59.748	2.484	0.999	1	2
LOC105373346	-0.352	-0.134	0.084	0.229	0.826	0.363	0.111	0	0	1	0.999	1	2
LOC105373496	-1.49	-0.567	0.356	0.229	1.417	0.234	0.471	0.155	29.427	1.417	0.999	1	2
LOC389705	-0.206	0.327	0.86	0.229	0.205	0.651	0.272	0	0	1	0.999	1	2
LY6G5B	-0.441	-0.168	0.105	0.229	3.794	0.285	0.139	0.018	20.936	1.265	0.999	1	4
ME3	-0.117	-0.045	0.028	0.229	10.89	0.143	0.037	0.003	35.723	1.556	0.999	1	8
MGC16824	-0.014	0.022	0.059	0.229	4.073	0.13	0.019	0.001	50.9	2.037	0.999	1	3
MIR320B1	-0.49	-0.186	0.117	0.228	0.009	0.925	0.155	0	0	1	0.999	1	2
MMP2	-0.34	-0.129	0.081	0.229	7.2	0.126	0.107	0.022	44.447	1.8	0.999	1	5
MYOZ3	-0.145	-0.055	0.035	0.229	23.435	0.003	0.046	0.01	65.863	2.929	0.999	1	9
MZT2B	-0.386	-0.147	0.092	0.229	2.067	0.559	0.122	0	0	1	0.999	1	4
OR51A4	-0.908	-0.345	0.217	0.229	3.724	0.054	0.287	0.128	73.15	3.724	0.999	1	2
OSGEP	-0.056	-0.021	0.013	0.229	7.024	0.635	0.018	0	0	1	0.999	1	10
PI3	-1.142	-0.434	0.273	0.229	14.726	0.012	0.361	0.424	66.047	2.945	0.999	1	6
PNP	-0.054	0.086	0.225	0.229	6.941	0.225	0.071	0.008	27.962	1.388	0.999	1	6
RIMS3	-0.065	-0.025	0.015	0.229	7.692	0.659	0.02	0	0	1	0.999	1	11
RPL4	-0.014	0.022	0.058	0.228	10.863	0.21	0.018	0.001	26.357	1.358	0.999	1	9
SNORD11	-0.1	0.159	0.418	0.228	1.985	0.576	0.132	0	0	1	0.999	1	4
VPS24	-0.243	-0.093	0.058	0.228	6.437	0.092	0.077	0.012	53.397	2.146	0.999	1	4
ZMYM4	-0.048	-0.018	0.011	0.228	4.543	0.716	0.015	0	0	1	0.999	1	8
ZNF596	-0.044	0.07	0.183	0.229	4.481	0.612	0.058	0	0	1	0.999	1	7
2'-PDE	-0.023	0.005	0.033	0.73	0.718	0.698	0.014	0	0	1	1	1	3
A1BG-AS1	-0.235	-0.061	0.113	0.493	1.521	0.677	0.089	0	0	1	1	1	4
A1CF	-0.069	0.026	0.122	0.593	7.017	0.135	0.049	0.005	42.992	1.754	1	1	5
A2LD1	-0.648	-0.227	0.194	0.29	0.041	0.839	0.215	0	0	1	1	1	2
A2M	-0.031	0.006	0.042	0.767	9.989	0.441	0.019	0	0	1	1	1	11
A2M-AS1	-0.306	-0.097	0.113	0.365	0.4	0.819	0.107	0	0	1	1	1	3
A2ML1	-0.238	-0.016	0.206	0.888	11.932	0.063	0.113	0.037	49.717	1.989	1	1	7
A2MP1	-0.139	0.125	0.39	0.353	6.008	0.014	0.135	0.031	83.355	6.008	1	1	2
A3GALT2	-0.466	-0.139	0.188	0.404	0.01	0.92	0.167	0	0	1	1	1	2
A4GNT	-0.036	0.008	0.052	0.726	0.819	0.845	0.022	0	0	1	1	1	4
AA06	-0.157	0.065	0.286	0.566	2.445	0.118	0.113	0.015	59.097	2.445	1	1	2
AAA1	-0.225	0.015	0.255	0.904	1.696	0.193	0.122	0.015	41.031	1.696	1	1	2
AAAS	-0.189	-0.021	0.148	0.809	5.022	0.413	0.086	0	0.444	1.004	1	1	6
AACS	-0.072	0.001	0.073	0.985	17.125	0.072	0.037	0.004	41.604	1.712	1	1	11
AACSP1	-0.203	-0.023	0.156	0.8	4.922	0.027	0.092	0.014	79.683	4.922	1	1	2
AADAC	-0.124	-0.012	0.1	0.832	5.181	0.269	0.057	0.004	22.791	1.295	1	1	5
AADACL2	-0.119	-0.027	0.066	0.57	7.581	0.181	0.047	0.004	34.046	1.516	1	1	6
AAK1	-0.267	-0.066	0.135	0.518	23.009	0.001	0.103	0.043	73.923	3.835	1	1	7
AAMP	-0.032	0.026	0.084	0.384	12.43	0.133	0.03	0.002	35.641	1.554	1	1	9
AANAT	-0.015	0.016	0.048	0.31	1.309	0.971	0.016	0	0	1	1	1	7
AARD	-0.512	0.013	0.539	0.96	14.641	0.001	0.268	0.18	86.34	7.321	1	1	3
AARS	-0.062	-0.018	0.026	0.414	15.228	0.019	0.022	0.001	60.598	2.538	1	1	7
AARS1	-0.378	-0.058	0.261	0.72	7.248	0.027	0.163	0.049	72.407	3.624	1	1	3
AARS2	-0.191	0.035	0.262	0.759	5.648	0.227	0.116	0.019	29.176	1.412	1	1	5
AARSL	-0.016	0.011	0.038	0.432	1.228	0.541	0.014	0	0	1	1	1	3
AASDH	-0.045	-0.014	0.017	0.379	6.715	0.752	0.016	0	0	1	1	1	11
AASS	-0.053	0.081	0.216	0.236	8.07	0.233	0.069	0.008	25.652	1.345	1	1	7
AATBC	-0.607	-0.16	0.288	0.485	0.879	0.349	0.228	0	0	1	1	1	2
AATK	-0.047	0.001	0.049	0.967	4.846	0.901	0.024	0	0	1	1	1	11
ABAT	-0.045	-0.008	0.03	0.684	10.374	0.321	0.019	0	13.245	1.153	1	1	10
ABCA10	-0.312	-0.027	0.258	0.851	5.243	0.263	0.145	0.025	23.707	1.311	1	1	5
ABCA11P	-0.252	-0.05	0.152	0.626	3.468	0.325	0.103	0.006	13.504	1.156	1	1	4
ABCA12	-0.082	0.046	0.174	0.478	4.952	0.175	0.065	0.007	39.415	1.651	1	1	4
ABCA13	-0.041	0.003	0.048	0.885	5.007	0.415	0.023	0	0.145	1.001	1	1	6
ABCA17P	-0.126	-0.045	0.035	0.268	1.403	0.496	0.041	0	0	1	1	1	3
ABCA2	-0.04	0.021	0.081	0.501	8.392	0.396	0.031	0	4.668	1.049	1	1	9
ABCA4	-0.113	0.056	0.225	0.517	4.045	0.132	0.086	0.012	50.553	2.022	1	1	3
ABCA7	-0.002	0	0.002	0.999	3.819	0.873	0.001	0	0	1	1	1	9
ABCA8	-0.025	0	0.026	0.982	1.497	0.683	0.013	0	0	1	1	1	4
ABCA9	-0.106	-0.019	0.067	0.658	1.519	0.823	0.044	0	0	1	1	1	5
ABCB1	-0.096	-0.014	0.067	0.731	22.917	0.003	0.041	0.006	65.092	2.865	1	1	9
ABCB11	-0.21	0.038	0.286	0.762	6.167	0.187	0.127	0.029	35.143	1.542	1	1	5
ABCB4	-0.29	-0.006	0.278	0.967	0.554	0.968	0.145	0	0	1	1	1	5
ABCB5	-0.033	-0.002	0.03	0.919	2.781	0.595	0.016	0	0	1	1	1	5
ABCB6	-0.056	0.003	0.062	0.92	9.126	0.167	0.03	0.002	34.253	1.521	1	1	7
ABCB7	-0.023	0.034	0.091	0.249	2.697	0.952	0.029	0	0	1	1	1	9
ABCB9	-0.142	-0.05	0.041	0.282	21.883	0.005	0.047	0.008	63.443	2.735	1	1	9
ABCC1	-0.315	-0.05	0.214	0.709	14.611	0.012	0.135	0.063	65.778	2.922	1	1	6
ABCC10	-0.074	-0.01	0.054	0.763	12.345	0.136	0.033	0.002	35.196	1.543	1	1	9
ABCC11	-0.145	-0.036	0.073	0.518	4.707	0.319	0.056	0.003	15.022	1.177	1	1	5
ABCC12	-0.031	-0.001	0.029	0.963	10.076	0.121	0.015	0	40.451	1.679	1	1	7
ABCC2	-0.035	0.025	0.085	0.409	3.853	0.426	0.031	0	0	1	1	1	5
ABCC3	-0.358	-0.117	0.124	0.34	6.988	0.221	0.123	0.026	28.454	1.398	1	1	6
ABCC4	-0.211	-0.055	0.101	0.492	2.304	0.806	0.08	0	0	1	1	1	6
ABCC5	-0.061	0.028	0.118	0.534	16.146	0.04	0.046	0.006	50.453	2.018	1	1	9
ABCC5-AS1	-0.09	0.112	0.315	0.276	0.059	0.809	0.103	0	0	1	1	1	2
ABCC6	-0.054	-0.013	0.028	0.525	2.102	0.954	0.021	0	0	1	1	1	8
ABCC6P1	-0.033	0.005	0.044	0.78	0.47	0.791	0.02	0	0	1	1	1	3
ABCC9	-0.035	-0.009	0.017	0.487	1.784	0.619	0.013	0	0	1	1	1	4
ABCD2	-0.111	0.073	0.257	0.438	1.111	0.893	0.094	0	0	1	1	1	5
ABCD3	-0.269	-0.084	0.1	0.371	0.536	0.991	0.094	0	0	1	1	1	6
ABCE1	-0.053	-0.017	0.02	0.378	8.989	0.343	0.019	0	11.003	1.124	1	1	9
ABCF1	-0.072	-0.016	0.04	0.584	17.958	0.012	0.029	0.002	61.021	2.565	1	1	8
ABCF2	-0.067	-0.019	0.029	0.445	15.174	0.056	0.024	0.002	47.28	1.897	1	1	9
ABCF3	-0.078	-0.015	0.049	0.651	16.61	0.034	0.032	0.003	51.837	2.076	1	1	9
ABCG1	-0.023	0.018	0.059	0.395	9.527	0.3	0.021	0.001	16.027	1.191	1	1	9
ABCG8	-0.128	-0.032	0.064	0.518	0.662	0.882	0.049	0	0	1	1	1	4
ABHD11	-0.259	-0.004	0.251	0.975	6.925	0.14	0.13	0.033	42.238	1.731	1	1	5
ABHD12B	-0.128	-0.011	0.105	0.849	14.565	0.024	0.059	0.012	58.804	2.427	1	1	7
ABHD14A-ACY1	-0.26	-0.059	0.143	0.569	0.928	0.629	0.103	0	0	1	1	1	3
ABHD14B	-0.123	0.078	0.278	0.449	12.674	0.049	0.103	0.034	52.659	2.112	1	1	7
ABHD15	-0.119	0.122	0.362	0.321	13.121	0.041	0.123	0.052	54.273	2.187	1	1	7
ABHD16A	-0.078	0.114	0.307	0.244	1.619	0.445	0.098	0	0	1	1	1	3
ABHD16B	-0.028	-0.003	0.023	0.844	3.878	0.567	0.013	0	0	1	1	1	6
ABHD17A	-0.202	0.089	0.381	0.548	3.071	0.381	0.149	0.003	2.306	1.024	1	1	4
ABHD17B	-0.067	0.082	0.23	0.28	2.86	0.414	0.076	0	0	1	1	1	4
ABHD17C	-1.075	0.529	2.133	0.518	2.144	0.143	0.818	0.913	53.357	2.144	1	1	2
ABHD3	-0.003	0	0.003	0.989	9.478	0.394	0.001	0	5.04	1.053	1	1	10
ABHD4	-0.169	-0.036	0.098	0.602	3.164	0.788	0.068	0	0	1	1	1	7
ABHD5	-0.109	-0.001	0.106	0.979	3.448	0.751	0.055	0	0	1	1	1	7
ABHD6	-0.012	0.017	0.047	0.248	10.278	0.416	0.015	0	2.708	1.028	1	1	11
ABHD7	-0.088	-0.013	0.061	0.724	5.162	0.16	0.038	0.002	41.88	1.721	1	1	4
ABI1	-0.017	0.028	0.073	0.23	14.132	0.118	0.023	0.001	36.316	1.57	1	1	10
ABI2	-0.045	0.001	0.047	0.962	9.124	0.52	0.024	0	0	1	1	1	11
ABI3	-0.171	0.016	0.202	0.869	4.945	0.423	0.095	0	0	1	1	1	6
ABI3BP	-0.004	0	0.004	0.993	4.296	0.637	0.002	0	0	1	1	1	7
ABITRAM	-0.24	-0.007	0.227	0.956	0.14	0.708	0.119	0	0	1	1	1	2
ABL2	-0.127	-0.028	0.071	0.584	6.568	0.475	0.05	0	0	1	1	1	8
ABLIM1	-0.056	-0.01	0.035	0.657	8.661	0.372	0.023	0	7.629	1.083	1	1	9
ABLIM3	-0.029	0.04	0.109	0.256	10.045	0.186	0.035	0.002	30.316	1.435	1	1	8
ABP1	-0.541	-0.085	0.371	0.715	1.224	0.269	0.233	0.022	18.294	1.224	1	1	2
ABR	-0.047	-0.013	0.021	0.46	12.754	0.174	0.017	0.001	29.431	1.417	1	1	10
ABRA	-0.132	-0.049	0.034	0.247	6.577	0.254	0.042	0.003	23.976	1.315	1	1	6
ABRACL	-0.106	0.025	0.157	0.704	5.999	0.306	0.067	0.005	16.653	1.2	1	1	6
ABRAXAS2	-0.567	-0.142	0.282	0.51	0.009	0.926	0.216	0	0	1	1	1	2
ABT1	-0.161	-0.051	0.06	0.371	5.638	0.465	0.056	0	0	1	1	1	7
ABTB3	-0.198	-0.072	0.053	0.259	1.75	0.626	0.064	0	0	1	1	1	4
AC005224.2	-0.227	0.009	0.246	0.939	0.051	0.821	0.121	0	0	1	1	1	2
AC005785.2	-0.084	-0.014	0.057	0.703	0.728	0.394	0.036	0	0	1	1	1	2
AC009120.6	-0.255	0.074	0.404	0.659	0.452	0.501	0.168	0	0	1	1	1	2
AC017104.6	-0.058	0.029	0.116	0.511	0.221	0.638	0.044	0	0	1	1	1	2
AC078883.3	-0.023	0.015	0.052	0.441	0.368	0.544	0.019	0	0	1	1	1	2
AC083843.1	-0.284	-0.024	0.235	0.854	0.045	0.832	0.132	0	0	1	1	1	2
AC083949.1	-0.707	-0.038	0.631	0.911	2.057	0.152	0.342	0.133	51.385	2.057	1	1	2
ACAA1	-0.046	0.005	0.055	0.856	17.309	0.044	0.026	0.002	48.005	1.923	1	1	10
ACACA	-0.018	0.005	0.029	0.643	9.321	0.408	0.012	0	3.443	1.036	1	1	10
ACACB	-0.1	0.003	0.105	0.961	15.314	0.083	0.052	0.008	41.229	1.702	1	1	10
ACAD10	-0.056	0.008	0.072	0.809	15.783	0.046	0.033	0.003	49.312	1.973	1	1	9
ACAD8	-0.056	-0.02	0.017	0.296	8.708	0.368	0.019	0	8.132	1.089	1	1	9
ACAD9	-0.044	-0.015	0.013	0.295	7.659	0.467	0.015	0	0	1	1	1	9
ACADL	-0.082	0.051	0.183	0.454	3.189	0.203	0.068	0.006	37.286	1.595	1	1	3
ACADM	-0.015	0.012	0.039	0.396	3.754	0.879	0.014	0	0	1	1	1	9
ACADS	-0.243	-0.059	0.125	0.529	0.847	0.974	0.094	0	0	1	1	1	6
ACADSB	-0.08	0.127	0.335	0.23	2.136	0.711	0.106	0	0	1	1	1	5
ACADVL	-0.071	0.005	0.082	0.89	11.428	0.121	0.039	0.004	38.745	1.633	1	1	8
ACAP1	-0.241	-0.057	0.126	0.539	7.998	0.156	0.093	0.017	37.487	1.6	1	1	6
ACAP2	-0.509	-0.061	0.386	0.788	20.587	0	0.228	0.204	80.571	5.147	1	1	5
ACAP3	-0.369	-0.068	0.234	0.66	8.615	0.125	0.154	0.053	41.963	1.723	1	1	6
ACAT1	-0.044	-0.008	0.027	0.654	8.807	0.551	0.018	0	0	1	1	1	11
ACAT2	-0.105	0.086	0.277	0.378	12.847	0.076	0.097	0.033	45.513	1.835	1	1	8
ACBD3	-0.059	-0.016	0.028	0.474	14.096	0.169	0.022	0.001	29.06	1.41	1	1	11
ACBD6	-0.086	0.005	0.096	0.914	20.736	0.014	0.046	0.007	56.596	2.304	1	1	10
ACBD7	-0.148	-0.024	0.1	0.707	15.096	0.02	0.063	0.013	60.255	2.516	1	1	7
ACCN1	-0.122	-0.041	0.04	0.319	8.999	0.061	0.041	0.004	55.551	2.25	1	1	5
ACCN2	-0.052	-0.015	0.023	0.441	2.685	0.612	0.019	0	0	1	1	1	5
ACCN3	-0.04	-0.013	0.014	0.349	4.839	0.304	0.014	0	17.333	1.21	1	1	5
ACCN4	-0.984	-0.266	0.453	0.469	3.245	0.072	0.367	0.195	69.185	3.245	1	1	2
ACCN5	-0.164	0.04	0.244	0.7	0.634	0.426	0.104	0	0	1	1	1	2
ACD	-0.068	-0.012	0.045	0.689	22.036	0.015	0.029	0.003	54.62	2.204	1	1	11
ACE	-0.059	0.09	0.24	0.236	11.681	0.112	0.076	0.013	40.074	1.669	1	1	8
ACE2	-0.062	-0.007	0.049	0.811	4.096	0.536	0.028	0	0	1	1	1	6
