lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
SOCS2	-0.103	-0.046	0.011	0.114	2.492	0.477	0.029	0	0	1	0.477	1	4
SUPT16H	-0.068	-0.03	0.007	0.114	2.994	0.224	0.019	0	33.194	1.497	0.477	1	3
TNIK	-0.01	0.041	0.092	0.114	0.836	0.658	0.026	0	0	1	0.477	1	3
ZSWIM4	-0.094	-0.042	0.01	0.114	1.087	0.78	0.027	0	0	1	0.477	1	4
RBJ	-0.058	-0.026	0.006	0.115	0.074	0.964	0.017	0	0	1	0.478	1	3
C7orf25	-0.069	-0.031	0.008	0.115	2.278	0.517	0.02	0	0	1	0.479	1	4
IRX1	-0.008	0.033	0.074	0.115	0.012	1	0.021	0	0	1	0.479	1	4
KIAA1370	-0.075	-0.033	0.008	0.115	0.213	0.899	0.021	0	0	1	0.48	1	3
HSD11B1L	-0.07	-0.031	0.008	0.116	0.956	0.62	0.02	0	0	1	0.481	1	3
RG9MTD1	-0.108	-0.048	0.012	0.116	2.892	0.235	0.03	0.001	30.85	1.446	0.481	1	3
DRG1	-0.057	-0.025	0.006	0.116	0.129	0.988	0.016	0	0	1	0.482	1	4
EBNA1BP2	-0.077	-0.034	0.008	0.116	1.392	0.707	0.022	0	0	1	0.482	1	4
HNRPA0	-0.098	-0.044	0.011	0.116	0.915	0.633	0.028	0	0	1	0.482	1	3
KCNIP4	-0.128	-0.057	0.014	0.116	2.991	0.393	0.036	0	0	1	0.482	1	4
KIAA1967	-0.039	-0.017	0.004	0.116	1.583	0.453	0.011	0	0	1	0.482	1	3
MGC2654	-0.054	-0.024	0.006	0.116	1.846	0.397	0.015	0	0	1	0.482	1	3
NOPE	-0.014	0.055	0.123	0.117	1.201	0.549	0.035	0	0	1	0.482	1	3
PDIK1L	-0.074	-0.033	0.008	0.116	0.855	0.652	0.021	0	0	1	0.482	1	3
PICALM	-0.01	0.04	0.089	0.117	0.378	0.945	0.025	0	0	1	0.482	1	4
RAD50	-0.097	-0.043	0.011	0.117	0.912	0.823	0.028	0	0	1	0.482	1	4
RAMP2	-0.083	-0.037	0.009	0.117	2.417	0.49	0.023	0	0	1	0.482	1	4
RFC4	-0.068	-0.03	0.007	0.116	0.19	0.979	0.019	0	0	1	0.482	1	4
SENP3	-0.008	0.032	0.072	0.117	0.233	0.89	0.02	0	0	1	0.482	1	3
SON	-0.039	-0.017	0.004	0.117	0.355	0.949	0.011	0	0	1	0.482	1	4
LGI3	-0.085	-0.038	0.009	0.117	0.228	0.973	0.024	0	0	1	0.483	1	4
NUDCD1	-0.008	0.031	0.069	0.117	0.746	0.862	0.02	0	0	1	0.483	1	4
PAPOLA	-0.012	0.047	0.106	0.117	0.947	0.814	0.03	0	0	1	0.483	1	4
UBXD5	-0.056	-0.025	0.006	0.117	1.79	0.409	0.016	0	0	1	0.483	1	3
C3orf18	-0.057	-0.025	0.006	0.118	1.38	0.71	0.016	0	0	1	0.484	1	4
CHD1	-0.009	0.034	0.077	0.117	1.447	0.485	0.022	0	0	1	0.484	1	3
DUS2L	-0.078	-0.035	0.009	0.118	4.402	0.111	0.022	0.001	54.565	2.201	0.484	1	3
GEMIN4	-0.061	-0.027	0.007	0.118	0.345	0.951	0.017	0	0	1	0.484	1	4
LEF1	-0.083	-0.037	0.009	0.118	0.455	0.929	0.024	0	0	1	0.484	1	4
POLR3GL	-0.006	0.022	0.049	0.118	0.467	0.926	0.014	0	0	1	0.484	1	4
PPHLN1	-0.04	-0.018	0.005	0.118	1.316	0.725	0.011	0	0	1	0.484	1	4
TCF12	-0.016	0.063	0.141	0.118	1.621	0.655	0.04	0	0	1	0.484	1	4
VAPA	-0.016	0.063	0.143	0.118	0.171	0.918	0.04	0	0	1	0.484	1	3
C1QBP	-0.076	-0.033	0.009	0.118	0.567	0.904	0.021	0	0	1	0.485	1	4
EGFL9	-0.111	-0.049	0.013	0.118	2.498	0.287	0.032	0.001	19.93	1.249	0.485	1	3
LOC388135	-0.078	-0.034	0.009	0.118	0.695	0.707	0.022	0	0	1	0.485	1	3
RPS16	-0.005	0.02	0.044	0.118	6.875	0.076	0.013	0	56.36	2.292	0.485	1	4
SBDSP	-0.011	0.044	0.1	0.118	0.798	0.671	0.028	0	0	1	0.485	1	3
SETD8	-0.006	0.025	0.057	0.119	2.07	0.355	0.016	0	3.373	1.035	0.485	1	3
TNC	-0.01	0.038	0.087	0.118	2.016	0.569	0.025	0	0	1	0.485	1	4
ZNF291	-0.006	0.025	0.056	0.118	1.951	0.377	0.016	0	0	1	0.485	1	3
ACTN2	-0.071	-0.032	0.008	0.119	0.292	0.864	0.02	0	0	1	0.486	1	3
KIAA0644	-0.144	-0.064	0.016	0.119	2.448	0.294	0.041	0.001	18.288	1.224	0.486	1	3
ADCK2	-0.007	0.025	0.058	0.12	1.455	0.693	0.016	0	0	1	0.487	1	4
ASCC2	-0.011	0.041	0.093	0.12	2.121	0.346	0.027	0	5.688	1.06	0.487	1	3
CALM3	-0.026	-0.011	0.003	0.12	2.36	0.501	0.007	0	0	1	0.487	1	4
CCT3	-0.005	0.02	0.045	0.12	1.302	0.729	0.013	0	0	1	0.487	1	4
CCT6A	-0.08	-0.036	0.009	0.12	0.161	0.984	0.023	0	0	1	0.487	1	4
IRF2BP2	-0.005	0.021	0.047	0.119	0.143	0.931	0.013	0	0	1	0.487	1	3
NME3	-0.006	0.024	0.054	0.119	2.561	0.464	0.015	0	0	1	0.487	1	4
NPC1	-0.014	0.055	0.125	0.119	0.177	0.915	0.036	0	0	1	0.487	1	3
RPAIN	-0.045	-0.02	0.005	0.12	0.077	0.962	0.013	0	0	1	0.487	1	3
SAMD1	-0.006	0.025	0.056	0.12	0.805	0.669	0.016	0	0	1	0.487	1	3
SLC2A3	-0.054	-0.024	0.006	0.12	3.072	0.381	0.015	0	2.346	1.024	0.487	1	4
TRAF3IP1	-0.055	-0.024	0.006	0.119	0.487	0.784	0.016	0	0	1	0.487	1	3
TRIM3	-0.063	-0.028	0.007	0.12	0.094	0.954	0.018	0	0	1	0.487	1	3
TRIP12	-0.006	0.023	0.051	0.12	0.222	0.974	0.015	0	0	1	0.487	1	4
ZDHHC17	-0.08	-0.036	0.009	0.12	4.876	0.181	0.023	0.001	38.475	1.625	0.487	1	4
ZNF650	-0.087	-0.038	0.01	0.12	1.7	0.427	0.025	0	0	1	0.487	1	3
C7orf21	-0.006	0.024	0.055	0.12	0.274	0.872	0.016	0	0	1	0.488	1	3
C10orf56	-0.018	0.068	0.154	0.121	0.187	0.911	0.044	0	0	1	0.489	1	3
POLR2C	-0.036	-0.016	0.004	0.121	1.247	0.742	0.01	0	0	1	0.489	1	4
TSPYL5	-0.109	-0.048	0.013	0.121	3.763	0.288	0.031	0.001	20.276	1.254	0.489	1	4
UBC	-0.021	-0.009	0.002	0.121	0.561	0.905	0.006	0	0	1	0.489	1	4
STUB1	-0.059	-0.026	0.007	0.121	1.837	0.607	0.017	0	0	1	0.49	1	4
TM2D3	-0.074	-0.033	0.009	0.121	0.902	0.825	0.021	0	0	1	0.49	1	4
NSF	-0.118	-0.052	0.014	0.122	3.999	0.262	0.034	0.001	24.98	1.333	0.492	1	4
ABHD2	-0.011	0.039	0.089	0.122	2.241	0.524	0.025	0	0	1	0.493	1	4
CNNM1	-0.089	-0.039	0.01	0.122	1.508	0.68	0.025	0	0	1	0.493	1	4
DNAJA3	-0.038	-0.017	0.004	0.122	0.283	0.963	0.011	0	0	1	0.493	1	4
FLJ20186	-0.104	-0.046	0.012	0.122	0.157	0.924	0.03	0	0	1	0.493	1	3
GFER	-0.013	0.049	0.11	0.122	1.447	0.485	0.031	0	0	1	0.493	1	3
LOC349236	-0.02	0.076	0.173	0.122	0.246	0.884	0.049	0	0	1	0.493	1	3
PICK1	-0.062	-0.027	0.007	0.122	0.673	0.88	0.018	0	0	1	0.493	1	4
PRDX1	-0.005	0.02	0.045	0.122	0.34	0.844	0.013	0	0	1	0.493	1	3
RP1-32F7.2	-0.062	-0.027	0.007	0.122	1.064	0.587	0.018	0	0	1	0.493	1	3
TMEM14A	-0.161	-0.071	0.019	0.122	1.043	0.594	0.046	0	0	1	0.493	1	3
CADPS2	-0.088	-0.039	0.011	0.123	3.455	0.178	0.025	0.001	42.121	1.728	0.494	1	3
CDC7	-0.073	-0.032	0.009	0.123	0.009	0.995	0.021	0	0	1	0.494	1	3
GOPC	-0.063	-0.028	0.007	0.123	3.348	0.341	0.018	0	10.386	1.116	0.494	1	4
KNS2	-0.062	-0.027	0.007	0.123	2.389	0.303	0.018	0	16.292	1.195	0.494	1	3
PLEKHM1	-0.008	0.029	0.067	0.123	1.42	0.701	0.019	0	0	1	0.494	1	4
RCCD1	-0.081	-0.036	0.01	0.123	0.577	0.902	0.023	0	0	1	0.494	1	4
RNF31	-0.064	-0.028	0.008	0.123	0.792	0.851	0.018	0	0	1	0.494	1	4
ACRC	-0.012	0.044	0.101	0.124	0.543	0.762	0.029	0	0	1	0.495	1	3
CYP4X1	-0.093	-0.041	0.011	0.124	0.716	0.869	0.027	0	0	1	0.495	1	4
LARP1	-0.065	-0.028	0.008	0.123	0.732	0.866	0.018	0	0	1	0.495	1	4
MMP24	-0.066	-0.029	0.008	0.123	0.834	0.841	0.019	0	0	1	0.495	1	4
NAT5	-0.089	-0.039	0.011	0.124	0.432	0.806	0.025	0	0	1	0.495	1	3
PAX6	-0.01	0.038	0.086	0.124	0.166	0.921	0.024	0	0	1	0.495	1	3
PMS2L5	-0.08	-0.035	0.01	0.124	0.891	0.64	0.023	0	0	1	0.495	1	3
ZFYVE19	-0.045	-0.02	0.005	0.124	0.644	0.886	0.013	0	0	1	0.495	1	4
ATP5F1	-0.118	-0.052	0.014	0.124	0.537	0.764	0.034	0	0	1	0.496	1	3
BCAT1	-0.105	-0.046	0.013	0.124	2.296	0.513	0.03	0	0	1	0.496	1	4
BNIP3L	-0.092	-0.041	0.011	0.124	0.62	0.733	0.026	0	0	1	0.496	1	3
ETV2	-0.012	0.045	0.101	0.125	2.011	0.366	0.029	0	0.527	1.005	0.496	1	3
MEG3	-0.142	-0.062	0.017	0.125	3.878	0.275	0.041	0.002	22.646	1.293	0.496	1	4
NRD1	-0.055	-0.024	0.007	0.124	3.737	0.154	0.016	0	46.484	1.869	0.496	1	3
NRXN3	-0.068	-0.03	0.008	0.124	1.698	0.637	0.019	0	0	1	0.496	1	4
SMARCE1	-0.008	0.027	0.062	0.124	1.864	0.601	0.018	0	0	1	0.496	1	4
WWC1	-0.011	0.039	0.09	0.124	1.568	0.457	0.026	0	0	1	0.496	1	3
ZNF329	-0.088	-0.039	0.011	0.124	2.76	0.43	0.025	0	0	1	0.496	1	4
TDP1	-0.01	0.035	0.08	0.125	2.088	0.554	0.023	0	0	1	0.498	1	4
CPEB4	-0.022	0.079	0.181	0.125	0.054	0.973	0.052	0	0	1	0.499	1	3
GPC5	-0.212	-0.093	0.026	0.125	3.824	0.281	0.061	0.003	21.546	1.275	0.499	1	4
MRPL32	-0.067	-0.029	0.008	0.125	0.885	0.829	0.019	0	0	1	0.499	1	4
MYL6	-0.005	0.017	0.038	0.126	1.159	0.763	0.011	0	0	1	0.499	1	4
NLK	-0.106	-0.046	0.013	0.125	1.581	0.664	0.03	0	0	1	0.499	1	4
OLFM1	-0.046	-0.02	0.006	0.126	0.922	0.82	0.013	0	0	1	0.499	1	4
PKM2	-0.058	-0.026	0.007	0.125	2.392	0.302	0.017	0	16.403	1.196	0.499	1	3
TCEAL3	-0.042	-0.018	0.005	0.126	0.169	0.919	0.012	0	0	1	0.499	1	3
ZNF721	-0.007	0.026	0.06	0.126	1.056	0.788	0.017	0	0	1	0.499	1	4
ACTL6B	-0.122	-0.054	0.015	0.126	5.629	0.131	0.035	0.002	46.701	1.876	0.5	1	4
IKBKG	-0.05	-0.022	0.006	0.126	1.258	0.533	0.014	0	0	1	0.5	1	3
RAD23A	-0.036	-0.016	0.004	0.126	2.089	0.554	0.01	0	0	1	0.5	1	4
RPS24	-0.067	-0.029	0.008	0.126	0.124	0.94	0.019	0	0	1	0.5	1	3
TTLL12	-0.067	-0.029	0.008	0.126	0.529	0.912	0.019	0	0	1	0.5	1	4
BMPR2	-0.06	-0.026	0.007	0.127	2.036	0.565	0.017	0	0	1	0.501	1	4
BTBD10	-0.113	-0.05	0.014	0.127	1.149	0.765	0.032	0	0	1	0.501	1	4
C20orf117	-0.015	0.053	0.121	0.126	2.037	0.361	0.035	0	1.816	1.018	0.501	1	3
CHMP1B	-0.093	-0.041	0.012	0.127	0.418	0.812	0.027	0	0	1	0.501	1	3
MANBA	-0.007	0.025	0.058	0.127	1.34	0.512	0.017	0	0	1	0.501	1	3
TCEAL6	-0.138	-0.06	0.017	0.126	1.441	0.486	0.04	0	0	1	0.501	1	3
LOC653709	-0.12	-0.053	0.015	0.127	0.054	0.973	0.034	0	0	1	0.502	1	3
UBXD1	-0.053	-0.023	0.007	0.127	0.394	0.821	0.015	0	0	1	0.503	1	3
ABCA3	-0.079	-0.034	0.01	0.128	5.894	0.117	0.023	0.001	49.103	1.965	0.504	1	4
ARL3	-0.065	-0.028	0.008	0.128	1.153	0.764	0.019	0	0	1	0.504	1	4
ATG7	-0.055	-0.024	0.007	0.128	2.088	0.554	0.016	0	0	1	0.504	1	4
CGRRF1	-0.065	-0.028	0.008	0.128	2.81	0.422	0.019	0	0	1	0.504	1	4
FAM38A	-0.017	0.058	0.133	0.128	0.158	0.924	0.038	0	0	1	0.504	1	3
GPRASP2	-0.12	-0.053	0.015	0.128	6.021	0.111	0.035	0.002	50.175	2.007	0.504	1	4
GSTA4	-0.17	-0.074	0.021	0.128	7.777	0.051	0.049	0.005	61.424	2.592	0.504	1	4
HNRPK	-0.094	-0.041	0.012	0.128	0.45	0.799	0.027	0	0	1	0.504	1	3
MERTK	-0.02	0.069	0.157	0.128	0.715	0.87	0.045	0	0	1	0.504	1	4
SUHW2	-0.098	-0.043	0.012	0.128	0.025	0.987	0.028	0	0	1	0.504	1	3
TSSC4	-0.008	0.027	0.061	0.128	0.718	0.698	0.017	0	0	1	0.504	1	3
UVRAG	-0.064	-0.028	0.008	0.128	0.212	0.976	0.018	0	0	1	0.504	1	4
ANKRD28	-0.006	0.022	0.049	0.129	0.068	0.995	0.014	0	0	1	0.505	1	4
AP2A1	-0.051	-0.022	0.006	0.129	0.224	0.974	0.015	0	0	1	0.506	1	4
ARPC1A	-0.04	-0.017	0.005	0.129	2.644	0.45	0.011	0	0	1	0.506	1	4
C13orf21	-0.061	-0.027	0.008	0.129	0.591	0.744	0.018	0	0	1	0.506	1	3
CIAPIN1	-0.082	-0.036	0.01	0.129	3.398	0.334	0.024	0	11.724	1.133	0.506	1	4
CREG1	-0.01	0.035	0.08	0.129	0.909	0.823	0.023	0	0	1	0.506	1	4
DNAJB1	-0.021	0.071	0.164	0.129	1.142	0.767	0.047	0	0	1	0.506	1	4
FCGRT	-0.012	0.042	0.096	0.129	0.832	0.842	0.028	0	0	1	0.506	1	4
LBH	-0.171	-0.075	0.022	0.129	7.714	0.052	0.049	0.006	61.112	2.571	0.506	1	4
NPAL3	-0.006	0.022	0.051	0.129	0.855	0.652	0.015	0	0	1	0.506	1	3
PDPN	-0.016	0.054	0.124	0.129	1.174	0.759	0.036	0	0	1	0.506	1	4
PPP2R5D	-0.057	-0.025	0.007	0.129	1.692	0.639	0.016	0	0	1	0.506	1	4
TDRD6	-0.01	0.033	0.075	0.129	1.778	0.62	0.022	0	0	1	0.506	1	4
COX11	-0.126	-0.055	0.016	0.13	0.146	0.93	0.036	0	0	1	0.507	1	3
DIP	-0.06	-0.026	0.008	0.13	0.293	0.864	0.017	0	0	1	0.507	1	3
LGI4	-0.011	0.037	0.084	0.13	1.563	0.668	0.024	0	0	1	0.507	1	4
LOC400986	-0.022	0.076	0.175	0.13	0.021	0.989	0.05	0	0	1	0.507	1	3
MRPL16	-0.078	-0.034	0.01	0.13	3.07	0.215	0.022	0.001	34.845	1.535	0.507	1	3
OGFOD1	-0.049	-0.021	0.006	0.13	0.977	0.614	0.014	0	0	1	0.507	1	3
PAIP1	-0.068	-0.029	0.009	0.13	0.214	0.975	0.019	0	0	1	0.507	1	4
VPS37B	-0.01	0.035	0.08	0.13	0.08	0.961	0.023	0	0	1	0.507	1	3
C20orf22	-0.094	-0.041	0.012	0.131	0.941	0.625	0.027	0	0	1	0.508	1	3
CGI-96	-0.013	0.042	0.097	0.131	0.12	0.942	0.028	0	0	1	0.508	1	3
CLCN3	-0.007	0.022	0.05	0.131	2.722	0.256	0.014	0	26.523	1.361	0.508	1	3
DTX3	-0.05	-0.022	0.007	0.131	1.073	0.585	0.014	0	0	1	0.508	1	3
FASN	-0.104	-0.045	0.014	0.131	4.927	0.177	0.03	0.001	39.107	1.642	0.508	1	4
GNB2L1	-0.005	0.017	0.039	0.131	4.07	0.131	0.011	0	50.86	2.035	0.508	1	3
LOC285074	-0.124	-0.054	0.016	0.131	0.177	0.915	0.036	0	0	1	0.508	1	3
MAPK13	-0.145	-0.063	0.019	0.131	9.129	0.028	0.042	0.004	67.137	3.043	0.508	1	4
MINPP1	-0.071	-0.031	0.009	0.131	0.276	0.871	0.021	0	0	1	0.508	1	3
NAG18	-0.029	-0.013	0.004	0.13	0.166	0.92	0.008	0	0	1	0.508	1	3
PIP5K2C	-0.07	-0.031	0.009	0.131	0.287	0.866	0.02	0	0	1	0.508	1	3
PPARGC1B	-0.087	-0.038	0.011	0.131	0.721	0.868	0.025	0	0	1	0.508	1	4
RPL26	-0.011	0.036	0.083	0.131	1.649	0.648	0.024	0	0	1	0.508	1	4
SBF2	-0.011	0.038	0.087	0.131	5.053	0.08	0.025	0.001	60.416	2.526	0.508	1	3
SUGT1	-0.012	0.041	0.094	0.131	0.624	0.732	0.027	0	0	1	0.508	1	3
ZCSL3	-0.06	-0.026	0.008	0.131	0.583	0.747	0.017	0	0	1	0.508	1	3
C20orf35	-0.008	0.027	0.062	0.132	0.863	0.649	0.018	0	0	1	0.509	1	3
C8orf32	-0.07	-0.031	0.009	0.132	0.904	0.636	0.02	0	0	1	0.509	1	3
DYNC1I2	-0.009	0.03	0.069	0.132	0.423	0.935	0.02	0	0	1	0.509	1	4
ERCC5	-0.011	0.036	0.083	0.132	1.004	0.8	0.024	0	0	1	0.509	1	4
FLJ33790	-0.073	-0.032	0.01	0.132	0.698	0.705	0.021	0	0	1	0.509	1	3
GLRX5	-0.041	-0.018	0.005	0.132	0.482	0.786	0.012	0	0	1	0.509	1	3
GTF2E1	-0.057	-0.025	0.007	0.132	1.829	0.609	0.016	0	0	1	0.509	1	4
KIAA0690	-0.08	-0.035	0.011	0.132	0.05	0.975	0.023	0	0	1	0.509	1	3
LOC90826	-0.067	-0.029	0.009	0.132	3.472	0.176	0.019	0	42.394	1.736	0.509	1	3
LRRN1	-0.01	0.032	0.073	0.132	1.549	0.671	0.021	0	0	1	0.509	1	4
NLGN3	-0.021	0.071	0.164	0.132	8.777	0.032	0.047	0.005	65.819	2.926	0.509	1	4
NPTXR	-0.102	-0.044	0.013	0.132	1.388	0.708	0.029	0	0	1	0.509	1	4
UCKL1	-0.063	-0.027	0.008	0.132	0.799	0.85	0.018	0	0	1	0.509	1	4
ARFGEF1	-0.079	-0.034	0.01	0.133	1.013	0.798	0.023	0	0	1	0.51	1	4
BAG5	-0.038	-0.017	0.005	0.132	2.789	0.425	0.011	0	0	1	0.51	1	4
FN5	-0.009	0.031	0.071	0.133	0.034	0.983	0.02	0	0	1	0.51	1	3
KLK7	-0.153	-0.066	0.02	0.133	0.695	0.874	0.044	0	0	1	0.51	1	4
MAP7	-0.013	0.042	0.096	0.132	0.673	0.88	0.028	0	0	1	0.51	1	4
RAB1A	-0.037	-0.016	0.005	0.133	1.537	0.674	0.011	0	0	1	0.51	1	4
ARHGDIB	-0.02	0.064	0.149	0.133	2.164	0.539	0.043	0	0	1	0.511	1	4
DNAJA1	-0.013	0.044	0.1	0.133	0.334	0.954	0.029	0	0	1	0.511	1	4
RNPEP	-0.007	0.022	0.05	0.133	0.887	0.829	0.014	0	0	1	0.511	1	4
RSNL2	-0.08	-0.035	0.011	0.133	0.184	0.912	0.023	0	0	1	0.511	1	3
BCKDK	-0.057	-0.025	0.008	0.134	0.217	0.975	0.016	0	0	1	0.512	1	4
C20orf103	-0.027	0.087	0.201	0.134	3.737	0.154	0.058	0.005	46.486	1.869	0.512	1	3
CNP	-0.024	0.078	0.18	0.134	0.324	0.955	0.052	0	0	1	0.512	1	4
HSPA14	-0.056	-0.024	0.007	0.134	0.242	0.886	0.016	0	0	1	0.512	1	3
HSPA1L	-0.012	0.038	0.088	0.133	1.427	0.49	0.025	0	0	1	0.512	1	3
KLF2	-0.146	-0.063	0.019	0.134	1.49	0.685	0.042	0	0	1	0.512	1	4
MGC10911	-0.106	-0.046	0.014	0.134	3.428	0.18	0.031	0.001	41.655	1.714	0.512	1	3
PROX1	-0.017	0.055	0.126	0.134	0.615	0.893	0.037	0	0	1	0.512	1	4
RALGDS	-0.017	0.055	0.127	0.134	3.91	0.271	0.037	0.001	23.266	1.303	0.512	1	4
RIP	-0.104	-0.045	0.014	0.134	0.395	0.821	0.03	0	0	1	0.512	1	3
SORL1	-0.051	-0.022	0.007	0.134	1.573	0.666	0.015	0	0	1	0.512	1	4
STK19	-0.007	0.022	0.05	0.134	0.92	0.631	0.014	0	0	1	0.512	1	3
TRIM41	-0.008	0.025	0.057	0.134	1.536	0.674	0.016	0	0	1	0.512	1	4
DGAT1	-0.05	-0.022	0.007	0.134	2.553	0.466	0.014	0	0	1	0.513	1	4
PXMP3	-0.01	0.031	0.072	0.134	0.152	0.927	0.021	0	0	1	0.513	1	3
ARRDC2	-0.02	0.063	0.145	0.135	1.722	0.632	0.042	0	0	1	0.515	1	4
ATP6AP2	-0.063	-0.027	0.009	0.135	0.713	0.87	0.018	0	0	1	0.515	1	4
BBS1	-0.061	-0.027	0.008	0.136	0.743	0.863	0.018	0	0	1	0.515	1	4
CDK10	-0.011	0.036	0.084	0.136	1.733	0.42	0.024	0	0	1	0.515	1	3
CEP63	-0.054	-0.023	0.007	0.136	2.42	0.49	0.016	0	0	1	0.515	1	4
HADHA	-0.011	0.035	0.081	0.136	1.348	0.718	0.023	0	0	1	0.515	1	4
MAPK1	-0.09	-0.039	0.012	0.136	3.613	0.306	0.026	0	16.96	1.204	0.515	1	4
MRPS15	-0.032	-0.014	0.004	0.135	2.003	0.572	0.009	0	0	1	0.515	1	4
NFU1	-0.13	-0.056	0.018	0.136	1.149	0.765	0.038	0	0	1	0.515	1	4
PGRMC2	-0.006	0.02	0.046	0.135	1.651	0.648	0.013	0	0	1	0.515	1	4
PIGF	-0.009	0.028	0.066	0.136	1.735	0.629	0.019	0	0	1	0.515	1	4
RAB3IP	-0.091	-0.039	0.012	0.135	0.298	0.862	0.026	0	0	1	0.515	1	3
SERTAD1	-0.018	0.058	0.134	0.136	3.052	0.384	0.039	0	1.717	1.017	0.515	1	4
SPIN	-0.014	0.046	0.106	0.136	4.773	0.092	0.031	0.002	58.095	2.386	0.515	1	3
ST3GAL5	-0.059	-0.026	0.008	0.136	0.543	0.762	0.017	0	0	1	0.515	1	3
XKR8	-0.009	0.028	0.065	0.136	1.175	0.556	0.019	0	0	1	0.515	1	3
ABCB1	-0.105	-0.045	0.015	0.138	8.016	0.046	0.031	0.002	62.576	2.672	0.516	1	4
ADAT1	-0.055	-0.024	0.008	0.137	1.932	0.587	0.016	0	0	1	0.516	1	4
ADPRHL1	-0.14	-0.06	0.019	0.137	10.144	0.017	0.041	0.004	70.425	3.381	0.516	1	4
ARMCX2	-0.064	-0.028	0.009	0.138	0.86	0.651	0.019	0	0	1	0.516	1	3
ATAD3A	-0.06	-0.026	0.008	0.137	1.559	0.669	0.017	0	0	1	0.516	1	4
C1orf85	-0.064	-0.028	0.009	0.137	0.755	0.685	0.019	0	0	1	0.516	1	3
CBS	-0.102	-0.044	0.014	0.137	0.041	0.979	0.03	0	0	1	0.516	1	3
CD59	-0.011	0.036	0.082	0.138	0.739	0.864	0.024	0	0	1	0.516	1	4
CTSB	-0.007	0.022	0.05	0.137	2.123	0.547	0.015	0	0	1	0.516	1	4
EHD1	-0.012	0.037	0.086	0.137	3.561	0.313	0.025	0	15.748	1.187	0.516	1	4
FARP1	-0.016	0.05	0.115	0.138	0.053	0.997	0.033	0	0	1	0.516	1	4
FXYD1	-0.018	0.057	0.132	0.138	0.415	0.813	0.038	0	0	1	0.516	1	3
KIAA0232	-0.072	-0.031	0.01	0.137	2.742	0.433	0.021	0	0	1	0.516	1	4
LAPTM4B	-0.101	-0.044	0.014	0.137	0.24	0.971	0.029	0	0	1	0.516	1	4
LIG4	-0.07	-0.03	0.01	0.136	1.899	0.387	0.02	0	0	1	0.516	1	3
LILRA4	-0.015	0.047	0.108	0.138	3.679	0.298	0.031	0.001	18.457	1.226	0.516	1	4
MBNL1	-0.007	0.022	0.05	0.137	0.991	0.609	0.014	0	0	1	0.516	1	3
MDFI	-0.017	0.053	0.123	0.137	0.674	0.879	0.036	0	0	1	0.516	1	4
MPPE1	-0.017	0.051	0.119	0.138	0.112	0.946	0.035	0	0	1	0.516	1	3
MRPS35	-0.13	-0.056	0.018	0.137	0.261	0.878	0.038	0	0	1	0.516	1	3
MVP	-0.013	0.042	0.096	0.136	1.872	0.599	0.028	0	0	1	0.516	1	4
NEK1	-0.072	-0.031	0.01	0.137	0.496	0.92	0.021	0	0	1	0.516	1	4
NUDT16L1	-0.007	0.023	0.054	0.137	0.112	0.99	0.016	0	0	1	0.516	1	4
PLD3	-0.059	-0.025	0.008	0.137	0.106	0.991	0.017	0	0	1	0.516	1	4
PTPN4	-0.092	-0.04	0.013	0.137	3.785	0.286	0.027	0.001	20.732	1.262	0.516	1	4
RBM17	-0.007	0.023	0.054	0.136	1.091	0.58	0.016	0	0	1	0.516	1	3
RPS6KB2	-0.073	-0.031	0.01	0.136	2.198	0.532	0.021	0	0	1	0.516	1	4
SDHC	-0.006	0.02	0.047	0.137	1.105	0.776	0.014	0	0	1	0.516	1	4
Septin 2	-0.011	0.034	0.079	0.137	0.385	0.825	0.023	0	0	1	0.516	1	3
TSPYL1	-0.121	-0.052	0.016	0.136	2.484	0.478	0.035	0	0	1	0.516	1	4
ZNF471	-0.013	0.041	0.095	0.138	1.862	0.602	0.027	0	0	1	0.516	1	4
ALG9	-0.009	0.026	0.061	0.139	1.986	0.575	0.018	0	0	1	0.517	1	4
ANGPTL4	-0.026	0.079	0.183	0.139	2.598	0.458	0.053	0	0	1	0.517	1	4
ARMC5	-0.006	0.019	0.043	0.139	1.628	0.653	0.013	0	0	1	0.517	1	4
ATP1A3	-0.11	-0.048	0.015	0.139	0.431	0.934	0.032	0	0	1	0.517	1	4
BAMBI	-0.018	0.057	0.133	0.138	2.066	0.356	0.039	0	3.182	1.033	0.517	1	3
C20orf44	-0.054	-0.023	0.008	0.139	0.618	0.734	0.016	0	0	1	0.517	1	3
C3orf28	-0.071	-0.031	0.01	0.139	1.813	0.404	0.021	0	0	1	0.517	1	3
CAP2	-0.078	-0.034	0.011	0.139	1.55	0.671	0.023	0	0	1	0.517	1	4
CRIP1	-0.131	-0.056	0.018	0.139	4.589	0.205	0.038	0.002	34.62	1.53	0.517	1	4
PAQR7	-0.01	0.032	0.074	0.139	1.129	0.77	0.021	0	0	1	0.517	1	4
PIK3R2	-0.008	0.025	0.058	0.139	4.207	0.24	0.017	0	28.695	1.402	0.517	1	4
TNNI3K	-0.109	-0.047	0.015	0.138	0.507	0.917	0.032	0	0	1	0.517	1	4
