lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
TM2D3	-0.066	-0.024	0.017	0.246	0.807	0.848	0.021	0	0	1	0.919	1	4
TM4SF1	-0.19	-0.081	0.028	0.145	2.859	0.414	0.056	0	0	1	0.919	1	4
TM9SF2	-0.058	-0.023	0.012	0.2	0.74	0.864	0.018	0	0	1	0.919	1	4
TMCO5	-0.021	0.041	0.103	0.191	0.009	0.995	0.032	0	0	1	0.919	1	3
TMEM126A	-0.107	-0.041	0.024	0.213	0.946	0.814	0.033	0	0	1	0.919	1	4
TMEM14B	-0.099	-0.039	0.021	0.203	0.124	0.989	0.031	0	0	1	0.919	1	4
TMEM183B	-0.05	-0.019	0.012	0.238	0.741	0.69	0.016	0	0	1	0.919	1	3
TMEM22	-0.115	-0.046	0.024	0.199	4.923	0.085	0.036	0.002	59.375	2.462	0.919	1	3
TMEM49	-0.054	-0.022	0.009	0.168	0.557	0.757	0.016	0	0	1	0.919	1	3
TMEM55B	-0.061	-0.024	0.012	0.188	0.398	0.82	0.019	0	0	1	0.919	1	3
TMEM66	-0.046	-0.018	0.01	0.2	2.513	0.285	0.014	0	20.422	1.257	0.919	1	3
TMEM70	-0.058	-0.023	0.012	0.193	0.519	0.915	0.018	0	0	1	0.919	1	4
TNFSF14	-0.025	0.04	0.105	0.225	0.771	0.856	0.033	0	0	1	0.919	1	4
TNFSF5IP1	-0.067	-0.026	0.014	0.206	0.027	0.987	0.021	0	0	1	0.919	1	3
TNNI3K	-0.104	-0.042	0.02	0.185	0.227	0.973	0.032	0	0	1	0.919	1	4
TNRC6B	-0.02	0.03	0.08	0.236	3.105	0.376	0.026	0	3.387	1.035	0.919	1	4
TNS3	-0.02	0.038	0.095	0.197	0.267	0.966	0.029	0	0	1	0.919	1	4
TOB1	-0.022	0.041	0.104	0.199	2.081	0.353	0.032	0	3.886	1.04	0.919	1	3
TOPBP1	-0.043	-0.016	0.01	0.228	3.025	0.388	0.014	0	0.839	1.008	0.919	1	4
TOR3A	-0.012	0.021	0.053	0.21	0.404	0.939	0.016	0	0	1	0.919	1	4
TPST1	-0.018	0.03	0.077	0.223	0.1	0.951	0.024	0	0	1	0.919	1	3
TRAPPC2	-0.049	-0.019	0.011	0.218	2.36	0.501	0.015	0	0	1	0.919	1	4
TRAPPC6A	-0.013	0.024	0.061	0.201	0.201	0.904	0.019	0	0	1	0.919	1	3
TRAPPC6B	-0.063	-0.025	0.013	0.195	2.198	0.532	0.019	0	0	1	0.919	1	4
TRIM26	-0.06	-0.024	0.012	0.189	0.051	0.975	0.018	0	0	1	0.919	1	3
TRIM37	-0.147	-0.058	0.031	0.202	2.04	0.564	0.045	0	0	1	0.919	1	4
TRIM44	-0.041	-0.017	0.007	0.168	1.808	0.405	0.012	0	0	1	0.919	1	3
TRIM46	-0.072	-0.029	0.015	0.196	0.402	0.94	0.022	0	0	1	0.919	1	4
TRIM9	-0.043	-0.018	0.006	0.143	0.262	0.967	0.013	0	0	1	0.919	1	4
TRIP11	-0.008	0.023	0.054	0.145	0.688	0.876	0.016	0	0	1	0.919	1	4
TROVE2	-0.021	0.032	0.085	0.234	0.513	0.774	0.027	0	0	1	0.919	1	3
TRPM4	-0.053	-0.021	0.011	0.201	0.402	0.94	0.016	0	0	1	0.919	1	4
TSC2	-0.064	-0.025	0.013	0.194	0.293	0.961	0.02	0	0	1	0.919	1	4
TSEN2	-0.071	-0.029	0.012	0.169	0.929	0.628	0.021	0	0	1	0.919	1	3
TSEN34	-0.007	0.014	0.035	0.202	0.813	0.846	0.011	0	0	1	0.919	1	4
TSFM	-0.101	-0.043	0.015	0.15	0.851	0.837	0.03	0	0	1	0.919	1	4
TSNAX	-0.108	-0.04	0.027	0.242	3.57	0.312	0.034	0.001	15.962	1.19	0.919	1	4
TSPYL1	-0.118	-0.05	0.019	0.154	2.055	0.561	0.035	0	0	1	0.919	1	4
TSSC4	-0.009	0.026	0.06	0.144	0.775	0.679	0.017	0	0	1	0.919	1	3
TUBA6	-0.082	-0.032	0.018	0.211	0.061	0.97	0.026	0	0	1	0.919	1	3
TUBGCP6	-0.015	0.033	0.081	0.175	0.967	0.809	0.024	0	0	1	0.919	1	4
TWIST1	-0.055	-0.022	0.012	0.211	0.067	0.967	0.017	0	0	1	0.919	1	3
TWISTNB	-0.059	-0.024	0.01	0.166	0.306	0.858	0.018	0	0	1	0.919	1	3
TYK2	-0.015	0.037	0.089	0.165	2.807	0.422	0.027	0	0	1	0.919	1	4
TYRO3	-0.014	0.026	0.066	0.208	0.75	0.861	0.021	0	0	1	0.919	1	4
UBAP1	-0.046	-0.019	0.007	0.157	4.019	0.259	0.014	0	25.363	1.34	0.919	1	4
UBE2F	-0.007	0.018	0.042	0.152	0.359	0.949	0.012	0	0	1	0.919	1	4
UBE2G1	-0.068	-0.027	0.014	0.191	1.049	0.789	0.021	0	0	1	0.919	1	4
UBE2L3	-0.011	0.03	0.072	0.154	0.73	0.866	0.021	0	0	1	0.919	1	4
UBE2N	-0.054	-0.021	0.012	0.22	0.544	0.909	0.017	0	0	1	0.919	1	4
UBP1	-0.043	-0.016	0.011	0.237	0.963	0.81	0.014	0	0	1	0.919	1	4
UBQLN4	-0.014	0.031	0.076	0.172	1.093	0.779	0.023	0	0	1	0.919	1	4
UBXD4	-0.02	0.031	0.081	0.239	0.516	0.773	0.026	0	0	1	0.919	1	3
UCRC	-0.132	-0.053	0.026	0.191	1.264	0.532	0.04	0	0	1	0.919	1	3
UGCG	-0.016	0.032	0.081	0.194	1.495	0.683	0.025	0	0	1	0.919	1	4
UNC13A	-0.039	-0.015	0.008	0.205	0.248	0.883	0.012	0	0	1	0.919	1	3
UNC50	-0.048	-0.019	0.01	0.21	0.234	0.972	0.015	0	0	1	0.919	1	4
UNQ739	-0.134	-0.057	0.02	0.149	0.621	0.733	0.039	0	0	1	0.919	1	3
UQCRFS1	-0.103	-0.042	0.02	0.185	0.939	0.625	0.031	0	0	1	0.919	1	3
USP11	-0.058	-0.022	0.014	0.227	0.367	0.947	0.018	0	0	1	0.919	1	4
USP14	-0.065	-0.025	0.015	0.213	1.752	0.417	0.02	0	0	1	0.919	1	3
USP38	-0.012	0.024	0.059	0.191	0.57	0.752	0.018	0	0	1	0.919	1	3
UTP14C	-0.052	-0.02	0.012	0.226	2.168	0.538	0.016	0	0	1	0.919	1	4
VAMP1	-0.127	-0.049	0.029	0.219	0.191	0.979	0.04	0	0	1	0.919	1	4
VAMP2	-0.044	-0.018	0.008	0.165	0.366	0.947	0.013	0	0	1	0.919	1	4
VAMP4	-0.06	-0.022	0.015	0.241	0.271	0.965	0.019	0	0	1	0.919	1	4
VAPB	-0.026	0.061	0.147	0.169	4.025	0.259	0.044	0.002	25.465	1.342	0.919	1	4
VARS	-0.044	-0.018	0.007	0.162	1.659	0.436	0.013	0	0	1	0.919	1	3
VAT1	-0.013	0.031	0.074	0.165	0.63	0.73	0.022	0	0	1	0.919	1	3
VPS35	-0.075	-0.031	0.012	0.154	0.92	0.821	0.022	0	0	1	0.919	1	4
WBP11	-0.036	-0.015	0.006	0.154	1.205	0.547	0.011	0	0	1	0.919	1	3
WDFY1	-0.018	0.037	0.093	0.184	2.135	0.545	0.028	0	0	1	0.919	1	4
WDFY3	-0.013	0.028	0.068	0.185	0.075	0.963	0.021	0	0	1	0.919	1	3
WDR1	-0.007	0.021	0.048	0.145	1.351	0.717	0.014	0	0	1	0.919	1	4
WDR36	-0.061	-0.026	0.009	0.147	1.099	0.577	0.018	0	0	1	0.919	1	3
WIPI1	-0.047	-0.018	0.01	0.203	1.481	0.687	0.015	0	0	1	0.919	1	4
WIPI2	-0.014	0.034	0.082	0.169	0.342	0.843	0.025	0	0	1	0.919	1	3
WRNIP1	-0.045	-0.017	0.01	0.215	0.415	0.812	0.014	0	0	1	0.919	1	3
XBP1	-0.096	-0.038	0.02	0.202	0.184	0.98	0.03	0	0	1	0.919	1	4
XKR8	-0.014	0.023	0.06	0.225	0.58	0.748	0.019	0	0	1	0.919	1	3
YBX1	-0.013	0.038	0.09	0.147	0.388	0.943	0.026	0	0	1	0.919	1	4
YTHDF1	-0.012	0.024	0.06	0.191	0.243	0.97	0.018	0	0	1	0.919	1	4
YTHDF2	-0.053	-0.022	0.008	0.146	2.082	0.353	0.015	0	3.926	1.041	0.919	1	3
ZBTB3	-0.014	0.024	0.062	0.217	0.156	0.984	0.019	0	0	1	0.919	1	4
ZDHHC13	-0.062	-0.024	0.013	0.208	0.503	0.918	0.019	0	0	1	0.919	1	4
ZDHHC22	-0.012	0.032	0.077	0.152	0.746	0.862	0.023	0	0	1	0.919	1	4
ZDHHC6	-0.037	-0.014	0.009	0.22	2.181	0.536	0.012	0	0	1	0.919	1	4
ZFAND3	-0.009	0.021	0.051	0.179	1.574	0.665	0.015	0	0	1	0.919	1	4
ZFP90	-0.008	0.017	0.043	0.175	0.427	0.935	0.013	0	0	1	0.919	1	4
ZMAT5	-0.011	0.017	0.044	0.23	0.477	0.924	0.014	0	0	1	0.919	1	4
ZMPSTE24	-0.009	0.018	0.045	0.192	0.242	0.971	0.014	0	0	1	0.919	1	4
ZNF133	-0.013	0.029	0.072	0.174	1.597	0.45	0.022	0	0	1	0.919	1	3
ZNF134	-0.043	-0.016	0.01	0.218	1.073	0.784	0.013	0	0	1	0.919	1	4
ZNF148	-0.022	0.032	0.085	0.245	2.982	0.394	0.027	0	0	1	0.919	1	4
ZNF160	-0.014	0.029	0.073	0.187	0.873	0.832	0.022	0	0	1	0.919	1	4
ZNF195	-0.044	-0.017	0.01	0.217	1.487	0.685	0.014	0	0	1	0.919	1	4
ZNF204	-0.091	-0.038	0.016	0.166	0.519	0.772	0.027	0	0	1	0.919	1	3
ZNF213	-0.052	-0.022	0.008	0.15	2.133	0.545	0.015	0	0	1	0.919	1	4
ZNF304	-0.011	0.029	0.069	0.156	2.843	0.417	0.021	0	0	1	0.919	1	4
ZNF320	-0.013	0.023	0.059	0.211	0.262	0.967	0.018	0	0	1	0.919	1	4
ZNF329	-0.082	-0.033	0.016	0.19	1.353	0.717	0.025	0	0	1	0.919	1	4
ZNF462	-0.019	0.045	0.109	0.172	0.037	0.982	0.033	0	0	1	0.919	1	3
ZNF521	-0.016	0.026	0.068	0.231	0.629	0.73	0.022	0	0	1	0.919	1	3
ZNF536	-0.012	0.023	0.058	0.196	0.176	0.981	0.018	0	0	1	0.919	1	4
ZNF644	-0.017	0.026	0.069	0.235	1.793	0.617	0.022	0	0	1	0.919	1	4
ZNF680	-0.016	0.026	0.069	0.23	0.383	0.826	0.022	0	0	1	0.919	1	3
ZNF684	-0.059	-0.022	0.014	0.231	0.484	0.922	0.019	0	0	1	0.919	1	4
ZNF692	-0.021	0.052	0.125	0.163	1.166	0.761	0.037	0	0	1	0.919	1	4
ZNF767	-0.022	0.037	0.095	0.223	0.16	0.923	0.03	0	0	1	0.919	1	3
ZNHIT3	-0.101	-0.039	0.024	0.227	0.672	0.714	0.032	0	0	1	0.919	1	3
ZWINT	-0.021	0.037	0.095	0.208	1.875	0.392	0.03	0	0	1	0.919	1	3
ZZZ3	-0.021	0.035	0.09	0.218	0.49	0.921	0.028	0	0	1	0.919	1	4
CCNY	-0.015	0.022	0.058	0.248	2.077	0.354	0.019	0	3.721	1.039	0.922	1	3
OR2H2	-0.019	0.027	0.074	0.247	0.082	0.96	0.024	0	0	1	0.922	1	3
VPS45A	-0.036	-0.013	0.009	0.248	2.21	0.331	0.012	0	9.488	1.105	0.922	1	3
ABHD2	-0.021	0.029	0.079	0.252	1.381	0.71	0.025	0	0	1	0.924	1	4
AFTPH	-0.014	0.02	0.054	0.251	1.581	0.664	0.017	0	0	1	0.924	1	4
AMY1A	-0.11	-0.041	0.029	0.249	0.723	0.697	0.035	0	0	1	0.924	1	3
ANAPC13	-0.048	-0.018	0.013	0.256	1.144	0.766	0.016	0	0	1	0.924	1	4
ARMC8	-0.099	-0.037	0.026	0.253	0.091	0.993	0.032	0	0	1	0.924	1	4
ARMCX2	-0.058	-0.021	0.015	0.256	0.624	0.732	0.019	0	0	1	0.924	1	3
ARPC5	-0.011	0.015	0.042	0.25	0.978	0.613	0.013	0	0	1	0.924	1	3
ATP6AP2	-0.056	-0.021	0.015	0.255	0.968	0.809	0.018	0	0	1	0.924	1	4
ATP6V0D1	-0.145	-0.053	0.038	0.253	5.181	0.159	0.047	0.003	42.101	1.727	0.924	1	4
BCL7B	-0.048	-0.017	0.013	0.258	0.354	0.95	0.015	0	0	1	0.924	1	4
BEX1	-0.053	-0.02	0.014	0.249	1.844	0.605	0.017	0	0	1	0.924	1	4
BHLHB3	-0.108	-0.04	0.029	0.257	0.444	0.801	0.035	0	0	1	0.924	1	3
BPY2IP1	-0.059	-0.022	0.015	0.25	0.111	0.946	0.019	0	0	1	0.924	1	3
BRE	-0.067	-0.025	0.017	0.251	0.387	0.824	0.021	0	0	1	0.924	1	3
C16orf28	-0.019	0.027	0.074	0.253	1.145	0.564	0.024	0	0	1	0.924	1	3
C1QB	-0.063	0.088	0.239	0.253	2.741	0.433	0.077	0	0	1	0.924	1	4
C1QTNF1	-0.159	-0.058	0.043	0.257	3.196	0.202	0.051	0.003	37.426	1.598	0.924	1	3
CCNF	-0.078	-0.029	0.021	0.257	3.14	0.371	0.025	0	4.454	1.047	0.924	1	4
CCT2	-0.084	-0.031	0.022	0.255	0.758	0.859	0.027	0	0	1	0.924	1	4
CD34	-0.116	-0.042	0.031	0.256	1.508	0.47	0.037	0	0	1	0.924	1	3
CD59	-0.02	0.027	0.074	0.256	0.303	0.959	0.024	0	0	1	0.924	1	4
CHCHD7	-0.066	-0.024	0.017	0.253	0.15	0.928	0.021	0	0	1	0.924	1	3
COX7A2	-0.075	-0.028	0.02	0.255	0.366	0.833	0.024	0	0	1	0.924	1	3
CPSF2	-0.013	0.018	0.049	0.252	0.515	0.916	0.016	0	0	1	0.924	1	4
DEDD2	-0.054	-0.02	0.014	0.248	0.497	0.78	0.017	0	0	1	0.924	1	3
DENND4A	-0.017	0.023	0.062	0.255	0.135	0.935	0.02	0	0	1	0.924	1	3
DPP6	-0.065	-0.024	0.017	0.256	1.939	0.585	0.021	0	0	1	0.924	1	4
DYNC2LI1	-0.141	-0.052	0.037	0.251	2.214	0.529	0.045	0	0	1	0.924	1	4
EBP	-0.096	-0.035	0.025	0.253	1.612	0.447	0.031	0	0	1	0.924	1	3
EDG8	-0.056	0.076	0.209	0.257	0.108	0.947	0.067	0	0	1	0.924	1	3
EI24	-0.072	-0.027	0.019	0.254	0.802	0.849	0.023	0	0	1	0.924	1	4
EIF1B	-0.086	-0.032	0.022	0.248	2.814	0.421	0.028	0	0	1	0.924	1	4
FLJ11155	-0.044	0.062	0.167	0.25	0.162	0.922	0.054	0	0	1	0.924	1	3
FLJ14346	-0.027	0.038	0.104	0.251	4.221	0.121	0.033	0.002	52.62	2.111	0.924	1	3
FLJ20512	-0.103	-0.038	0.027	0.25	0.717	0.699	0.033	0	0	1	0.924	1	3
FLJ90013	-0.016	0.022	0.059	0.256	0.02	0.99	0.019	0	0	1	0.924	1	3
FOXJ3	-0.035	-0.013	0.009	0.252	0.783	0.854	0.011	0	0	1	0.924	1	4
GAD1	-0.186	-0.068	0.05	0.257	5.048	0.168	0.06	0.006	40.573	1.683	0.924	1	4
GPS2	-0.011	0.015	0.041	0.255	1.988	0.575	0.013	0	0	1	0.924	1	4
HBXIP	-0.053	-0.02	0.014	0.25	0.256	0.88	0.017	0	0	1	0.924	1	3
HEATR5B	-0.055	-0.02	0.015	0.258	0.712	0.87	0.018	0	0	1	0.924	1	4
HIP1R	-0.021	0.029	0.08	0.255	0.685	0.877	0.026	0	0	1	0.924	1	4
HNT	-0.037	0.051	0.14	0.255	0.426	0.808	0.045	0	0	1	0.924	1	3
HTR6	-0.016	0.022	0.06	0.257	0.937	0.626	0.019	0	0	1	0.924	1	3
IER2	-0.024	0.032	0.088	0.257	0.289	0.962	0.029	0	0	1	0.924	1	4
IGBP1	-0.051	-0.019	0.014	0.255	0.571	0.903	0.016	0	0	1	0.924	1	4
ITGB2	-0.048	0.068	0.183	0.25	1.121	0.571	0.059	0	0	1	0.924	1	3
KIAA0895	-0.082	-0.03	0.022	0.258	0.857	0.651	0.027	0	0	1	0.924	1	3
LARP5	-0.043	-0.016	0.011	0.248	1.159	0.56	0.014	0	0	1	0.924	1	3
LOC374395	-0.017	0.023	0.063	0.253	0.175	0.916	0.02	0	0	1	0.924	1	3
LOC440926	-0.086	-0.032	0.023	0.255	0.485	0.785	0.028	0	0	1	0.924	1	3
LOC56901	-0.1	-0.037	0.026	0.251	1.551	0.461	0.032	0	0	1	0.924	1	3
MAP2K4	-0.058	-0.021	0.015	0.255	2.627	0.453	0.019	0	0	1	0.924	1	4
METAP1	-0.063	-0.023	0.016	0.249	0.489	0.921	0.02	0	0	1	0.924	1	4
MICAL2	-0.061	-0.023	0.016	0.25	0.8	0.849	0.02	0	0	1	0.924	1	4
MRPL12	-0.071	-0.026	0.019	0.254	0.832	0.842	0.023	0	0	1	0.924	1	4
MRPL22	-0.058	-0.021	0.015	0.251	0.215	0.975	0.019	0	0	1	0.924	1	4
MRPL48	-0.068	-0.025	0.018	0.25	0.577	0.902	0.022	0	0	1	0.924	1	4
MRPS7	-0.075	-0.028	0.02	0.253	1.708	0.635	0.024	0	0	1	0.924	1	4
MTP18	-0.08	-0.029	0.021	0.252	1.138	0.566	0.026	0	0	1	0.924	1	3
NDUFB2	-0.067	-0.024	0.018	0.256	0.476	0.924	0.022	0	0	1	0.924	1	4
NGEF	-0.156	-0.057	0.041	0.253	6.665	0.083	0.05	0.005	54.99	2.222	0.924	1	4
NME5	-0.117	-0.043	0.031	0.253	0.994	0.803	0.038	0	0	1	0.924	1	4
NMNAT2	-0.053	-0.02	0.014	0.254	0.848	0.838	0.017	0	0	1	0.924	1	4
NOTCH3	-0.098	-0.036	0.026	0.255	1.758	0.624	0.032	0	0	1	0.924	1	4
NUP88	-0.009	0.012	0.033	0.253	0.723	0.868	0.011	0	0	1	0.924	1	4
PCSK1N	-0.089	-0.033	0.024	0.256	0.41	0.938	0.029	0	0	1	0.924	1	4
PIK3R2	-0.011	0.015	0.04	0.252	2.404	0.493	0.013	0	0	1	0.924	1	4
PPP2R2B	-0.056	-0.021	0.015	0.254	0.859	0.651	0.018	0	0	1	0.924	1	3
PPP3CA	-0.125	-0.046	0.033	0.252	4.845	0.183	0.04	0.002	38.084	1.615	0.924	1	4
PTPRU	-0.018	0.026	0.07	0.25	0.3	0.96	0.022	0	0	1	0.924	1	4
RAN	-0.127	-0.047	0.033	0.253	0.585	0.9	0.041	0	0	1	0.924	1	4
RARRES3	-0.041	0.058	0.157	0.252	0.433	0.805	0.05	0	0	1	0.924	1	3
SELI	-0.069	-0.025	0.018	0.253	0.731	0.694	0.022	0	0	1	0.924	1	3
SLC25A14	-0.051	-0.019	0.013	0.253	0.56	0.906	0.016	0	0	1	0.924	1	4
SLC6A15	-0.087	-0.032	0.023	0.252	0.182	0.98	0.028	0	0	1	0.924	1	4
SNRK	-0.047	-0.017	0.012	0.25	0.801	0.849	0.015	0	0	1	0.924	1	4
SSH2	-0.017	0.024	0.065	0.249	2.275	0.517	0.021	0	0	1	0.924	1	4
ST3GAL5	-0.053	-0.02	0.014	0.255	0.104	0.949	0.017	0	0	1	0.924	1	3
ST7	-0.066	-0.024	0.017	0.255	0.047	0.997	0.021	0	0	1	0.924	1	4
TA-PP2C	-0.084	-0.031	0.022	0.256	0.127	0.938	0.027	0	0	1	0.924	1	3
TACC1	-0.038	-0.014	0.01	0.253	0.481	0.923	0.012	0	0	1	0.924	1	4
TBC1D24	-0.022	0.03	0.082	0.256	1.019	0.797	0.026	0	0	1	0.924	1	4
TIMM22	-0.016	0.023	0.061	0.25	1.697	0.638	0.02	0	0	1	0.924	1	4
TINF2	-0.018	0.026	0.07	0.251	4.726	0.193	0.023	0.001	36.524	1.575	0.924	1	4
TRPV1	-0.023	0.032	0.086	0.25	1.589	0.662	0.028	0	0	1	0.924	1	4
TTLL3	-0.023	0.032	0.088	0.253	2.15	0.542	0.028	0	0	1	0.924	1	4
TXNDC	-0.061	-0.022	0.016	0.256	1.842	0.398	0.02	0	0	1	0.924	1	3
TYROBP	-0.052	0.073	0.198	0.251	1.313	0.519	0.064	0	0	1	0.924	1	3
UBE2G2	-0.06	-0.022	0.016	0.255	0.994	0.803	0.02	0	0	1	0.924	1	4
VLDLR	-0.093	-0.035	0.024	0.248	1.5	0.682	0.03	0	0	1	0.924	1	4
WBP1	-0.012	0.016	0.044	0.251	1.789	0.617	0.014	0	0	1	0.924	1	4
XAB1	-0.052	-0.019	0.014	0.256	1.254	0.534	0.017	0	0	1	0.924	1	3
ZA20D2	-0.038	-0.014	0.01	0.256	1.392	0.499	0.012	0	0	1	0.924	1	3
ZDHHC3	-0.098	-0.036	0.026	0.255	2.154	0.541	0.032	0	0	1	0.924	1	4
ZHX1	-0.033	-0.012	0.008	0.251	1.331	0.722	0.01	0	0	1	0.924	1	4
ZNF493	-0.018	0.025	0.069	0.257	0.236	0.972	0.022	0	0	1	0.924	1	4
AK3	-0.018	0.025	0.067	0.261	0.071	0.995	0.022	0	0	1	0.925	1	4
APTX	-0.01	0.014	0.039	0.258	1.216	0.749	0.013	0	0	1	0.925	1	4
ARNT	-0.014	0.019	0.051	0.26	1.304	0.728	0.017	0	0	1	0.925	1	4
ATP8B2	-0.053	-0.019	0.014	0.259	1.362	0.714	0.017	0	0	1	0.925	1	4
C1orf57	-0.075	-0.027	0.02	0.26	2.25	0.325	0.024	0	11.123	1.125	0.925	1	3
C9orf21	-0.014	0.019	0.051	0.26	0.809	0.667	0.016	0	0	1	0.925	1	3
CCDC25	-0.037	-0.013	0.01	0.259	2.564	0.464	0.012	0	0	1	0.925	1	4
CHD4	-0.019	0.025	0.069	0.26	0.464	0.793	0.022	0	0	1	0.925	1	3
CLTB	-0.069	-0.025	0.019	0.261	0.444	0.801	0.022	0	0	1	0.925	1	3
CPNE6	-0.106	-0.039	0.029	0.259	1.752	0.625	0.034	0	0	1	0.925	1	4
CSF1R	-0.046	0.062	0.169	0.26	0.833	0.659	0.055	0	0	1	0.925	1	3
EXOSC3	-0.058	-0.021	0.016	0.26	0.348	0.951	0.019	0	0	1	0.925	1	4
FASN	-0.082	-0.03	0.022	0.258	4.054	0.256	0.027	0.001	25.992	1.351	0.925	1	4
GPM6A	-0.14	-0.051	0.038	0.259	0.334	0.953	0.045	0	0	1	0.925	1	4
HINT2	-0.064	-0.023	0.017	0.259	2.51	0.473	0.021	0	0	1	0.925	1	4
KIF5B	-0.018	0.024	0.065	0.26	0.596	0.742	0.021	0	0	1	0.925	1	3
LGP2	-0.059	-0.022	0.016	0.26	1.863	0.394	0.019	0	0	1	0.925	1	3
LSM10	-0.039	-0.014	0.01	0.259	0.215	0.975	0.013	0	0	1	0.925	1	4
MDC1	-0.012	0.016	0.044	0.26	0.337	0.845	0.014	0	0	1	0.925	1	3
MRPL34	-0.069	-0.025	0.019	0.261	0.038	0.981	0.022	0	0	1	0.925	1	3
NLK	-0.093	-0.034	0.025	0.258	1.631	0.652	0.03	0	0	1	0.925	1	4
PLA2G2D	-0.033	0.044	0.121	0.26	0.405	0.816	0.039	0	0	1	0.925	1	3
RAF1	-0.017	0.023	0.063	0.259	1.991	0.574	0.021	0	0	1	0.925	1	4
SLC12A5	-0.045	-0.016	0.012	0.259	0.182	0.98	0.015	0	0	1	0.925	1	4
SYAP1	-0.022	0.029	0.08	0.26	0.539	0.91	0.026	0	0	1	0.925	1	4
WIF1	-0.181	-0.066	0.049	0.258	4.697	0.195	0.059	0.006	36.132	1.566	0.925	1	4
ZMAT3	-0.011	0.015	0.04	0.259	0.992	0.803	0.013	0	0	1	0.925	1	4
ZNF622	-0.03	-0.011	0.008	0.26	2.305	0.511	0.01	0	0	1	0.925	1	4
ZNF721	-0.014	0.019	0.053	0.259	0.345	0.951	0.017	0	0	1	0.925	1	4
ACRC	-0.024	0.032	0.089	0.266	0.317	0.853	0.029	0	0	1	0.926	1	3
ADORA3	-0.03	0.04	0.11	0.264	0.04	0.98	0.036	0	0	1	0.926	1	3
AP3D1	-0.04	-0.015	0.011	0.263	0.434	0.805	0.013	0	0	1	0.926	1	3
ARHGDIG	-0.086	-0.031	0.023	0.264	0.757	0.685	0.028	0	0	1	0.926	1	3
ATXN2	-0.011	0.015	0.04	0.264	0.726	0.696	0.013	0	0	1	0.926	1	3
BTAF1	-0.017	0.023	0.063	0.265	0.587	0.746	0.02	0	0	1	0.926	1	3
C21orf2	-0.018	0.024	0.065	0.265	0.469	0.791	0.021	0	0	1	0.926	1	3
C8orf1	-0.081	-0.029	0.022	0.265	0.016	0.992	0.026	0	0	1	0.926	1	3
C9orf5	-0.047	-0.017	0.013	0.267	0.436	0.804	0.015	0	0	1	0.926	1	3
CLEC11A	-0.018	0.025	0.067	0.263	0.807	0.668	0.022	0	0	1	0.926	1	3
CMPK	-0.053	-0.019	0.015	0.265	0.545	0.762	0.017	0	0	1	0.926	1	3
COX6B1	-0.06	-0.022	0.016	0.263	0.443	0.931	0.02	0	0	1	0.926	1	4
COX6C	-0.035	-0.013	0.01	0.267	0.124	0.94	0.012	0	0	1	0.926	1	3
CXorf40B	-0.117	-0.042	0.032	0.263	0.584	0.747	0.038	0	0	1	0.926	1	3
CYB5R3	-0.011	0.015	0.04	0.262	2.482	0.478	0.013	0	0	1	0.926	1	4
DDX18	-0.058	-0.021	0.016	0.262	0.126	0.939	0.019	0	0	1	0.926	1	3
DGCR14	-0.058	-0.021	0.016	0.265	1.025	0.599	0.019	0	0	1	0.926	1	3
DUSP23	-0.018	0.023	0.065	0.266	0.716	0.869	0.021	0	0	1	0.926	1	4
EHD3	-0.061	-0.022	0.017	0.265	1.333	0.721	0.02	0	0	1	0.926	1	4
FAM38A	-0.032	0.043	0.117	0.265	0.081	0.96	0.038	0	0	1	0.926	1	3
FCHO2	-0.023	0.03	0.083	0.263	0.601	0.896	0.027	0	0	1	0.926	1	4
FVT1	-0.014	0.019	0.052	0.264	0.101	0.951	0.017	0	0	1	0.926	1	3
GPX7	-0.014	0.019	0.052	0.262	1.355	0.716	0.017	0	0	1	0.926	1	4
HARS2	-0.089	-0.032	0.024	0.264	0.719	0.698	0.029	0	0	1	0.926	1	3
IGF2BP2	-0.03	0.04	0.11	0.265	0.74	0.691	0.036	0	0	1	0.926	1	3
IGSF4	-0.033	0.044	0.12	0.263	0.609	0.737	0.039	0	0	1	0.926	1	3
ING3	-0.08	-0.029	0.022	0.266	0.612	0.894	0.026	0	0	1	0.926	1	4
KARCA1	-0.081	-0.029	0.022	0.265	0.09	0.956	0.026	0	0	1	0.926	1	3
LOC56902	-0.016	0.021	0.058	0.263	0.396	0.82	0.019	0	0	1	0.926	1	3
MAFG	-0.071	-0.026	0.02	0.266	1.286	0.732	0.023	0	0	1	0.926	1	4
MGC33212	-0.135	-0.049	0.037	0.264	1.637	0.441	0.044	0	0	1	0.926	1	3
MTHFD2L	-0.019	0.024	0.067	0.265	0.662	0.718	0.022	0	0	1	0.926	1	3
NAPE-PLD	-0.061	-0.022	0.017	0.263	0.031	0.984	0.02	0	0	1	0.926	1	3
NARG1	-0.055	-0.02	0.015	0.261	2.459	0.292	0.018	0	18.659	1.229	0.926	1	3
NDFIP2	-0.066	-0.024	0.018	0.262	3.253	0.354	0.021	0	7.771	1.084	0.926	1	4
NDUFB11	-0.046	-0.017	0.013	0.263	0.844	0.656	0.015	0	0	1	0.926	1	3
NFU1	-0.116	-0.042	0.032	0.266	0.728	0.867	0.038	0	0	1	0.926	1	4
