lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
C14orf124	-0.002	0	0.002	0.991	0.292	0.864	0.001	0	0	1	1	1	3
C14orf129	-0.086	-0.032	0.022	0.249	0.787	0.675	0.028	0	0	1	1	1	3
C14orf130	-0.06	-0.028	0.003	0.079	1.474	0.479	0.016	0	0	1	1	1	3
C14orf131	-0.006	0.025	0.055	0.112	1.753	0.416	0.015	0	0	1	1	1	3
C14orf133	-0.035	0.002	0.039	0.915	1.992	0.369	0.019	0	0	1	1	1	3
C14orf135	-0.053	-0.023	0.007	0.14	0.169	0.919	0.015	0	0	1	1	1	3
C14orf138	-0.12	-0.044	0.032	0.255	1.116	0.572	0.039	0	0	1	1	1	3
C14orf142	-0.088	-0.037	0.015	0.162	3.073	0.215	0.026	0.001	34.919	1.537	1	1	3
C14orf147	-0.056	-0.021	0.014	0.239	0.043	0.979	0.018	0	0	1	1	1	3
C14orf152	-0.015	0.039	0.092	0.156	1.326	0.515	0.027	0	0	1	1	1	3
C14orf153	-0.044	0.003	0.05	0.896	0.093	0.955	0.024	0	0	1	1	1	3
C14orf156	-0.049	-0.008	0.034	0.719	0.426	0.808	0.021	0	0	1	1	1	3
C14orf159	-0.041	-0.003	0.035	0.881	0.44	0.802	0.019	0	0	1	1	1	3
C14orf166	-0.073	-0.027	0.018	0.24	0.811	0.667	0.023	0	0	1	1	1	3
C14orf169	-0.001	0.033	0.068	0.059	0.602	0.74	0.018	0	0	1	1	1	3
C14orf172	-0.014	0.019	0.052	0.254	1.408	0.494	0.017	0	0	1	1	1	3
C14orf173	-0.01	0.042	0.093	0.114	0.106	0.949	0.026	0	0	1	1	1	3
C14orf2	-0.071	-0.021	0.03	0.424	0.018	0.991	0.026	0	0	1	1	1	3
C14orf24	-0.042	-0.003	0.035	0.861	0.35	0.839	0.02	0	0	1	1	1	3
C14orf28	-0.014	0.039	0.092	0.151	1.706	0.426	0.027	0	0	1	1	1	3
C14orf32	-0.056	-0.019	0.019	0.332	0.614	0.736	0.019	0	0	1	1	1	3
C14orf4	-0.037	0.005	0.046	0.827	0.176	0.916	0.021	0	0	1	1	1	3
C14orf43	-0.03	-0.011	0.008	0.268	2.262	0.323	0.01	0	11.573	1.131	1	1	3
C14orf79	-0.019	0.025	0.068	0.265	0.083	0.96	0.022	0	0	1	1	1	3
C14orf80	-0.025	0.007	0.039	0.681	0.052	0.974	0.016	0	0	1	1	1	3
C14orf85	-0.033	0.004	0.04	0.846	0.166	0.92	0.019	0	0	1	1	1	3
C14orf92	-0.019	0.003	0.026	0.789	0.507	0.776	0.011	0	0	1	1	1	3
C14orf93	-0.002	0	0.002	0.985	0.174	0.917	0.001	0	0	1	1	1	3
C14orf94	-0.037	0.027	0.09	0.407	3.672	0.159	0.032	0.001	45.528	1.836	1	1	3
C15orf15	-0.032	-0.014	0.005	0.157	0.338	0.845	0.01	0	0	1	1	1	3
C15orf17	-0.044	-0.016	0.012	0.262	0.344	0.842	0.014	0	0	1	1	1	3
C15orf24	-0.054	-0.026	0.001	0.063	0.326	0.85	0.014	0	0	1	1	1	3
C15orf27	-0.065	-0.023	0.019	0.283	2.028	0.363	0.022	0	1.396	1.014	1	1	3
C15orf29	-0.016	0.029	0.073	0.205	0.076	0.963	0.023	0	0	1	1	1	3
C15orf38	-0.024	0.017	0.059	0.42	0.623	0.732	0.021	0	0	1	1	1	3
C15orf40	-0.043	-0.008	0.027	0.654	1.101	0.777	0.018	0	0	1	1	1	4
C15orf41	-0.002	0	0.002	0.978	0.528	0.768	0.001	0	0	1	1	1	3
C16orf24	-0.049	-0.006	0.037	0.784	1.914	0.384	0.022	0	0	1	1	1	3
C16orf28	-0.026	0.021	0.068	0.376	1.28	0.527	0.024	0	0	1	1	1	3
C16orf33	-0.051	-0.015	0.021	0.406	0.344	0.842	0.018	0	0	1	1	1	3
C16orf35	-0.028	0.009	0.046	0.621	0.58	0.748	0.019	0	0	1	1	1	3
C16orf45	-0.043	-0.014	0.016	0.361	0.485	0.785	0.015	0	0	1	1	1	3
C16orf48	-0.028	0.013	0.054	0.528	1.115	0.573	0.021	0	0	1	1	1	3
C16orf5	-0.036	0.026	0.088	0.411	0.676	0.713	0.032	0	0	1	1	1	3
C16orf53	-0.026	0.007	0.041	0.663	0.983	0.612	0.017	0	0	1	1	1	3
C16orf56	-0.022	0.017	0.056	0.388	0.76	0.684	0.02	0	0	1	1	1	3
C16orf57	-0.002	0.024	0.05	0.075	1.107	0.575	0.013	0	0	1	1	1	3
C16orf58	-0.009	0.018	0.046	0.194	2.28	0.32	0.014	0	12.287	1.14	1	1	3
C16orf61	-0.015	-0.001	0.013	0.882	1.318	0.517	0.007	0	0	1	1	1	3
C16orf63	-0.022	-0.003	0.016	0.779	0.528	0.768	0.01	0	0	1	1	1	3
C16orf7	-0.016	0.014	0.045	0.36	0.094	0.954	0.016	0	0	1	1	1	3
C16orf80	-0.039	-0.006	0.028	0.736	1.332	0.514	0.017	0	0	1	1	1	3
C16orf9	-0.006	0.046	0.099	0.086	0.433	0.805	0.027	0	0	1	1	1	3
C17orf25	-0.016	0.01	0.036	0.447	1.428	0.49	0.013	0	0	1	1	1	3
C17orf28	-0.056	0.005	0.066	0.866	4.539	0.103	0.031	0.002	55.941	2.27	1	1	3
C17orf32	-0.054	-0.017	0.02	0.374	0.113	0.945	0.019	0	0	1	1	1	3
C17orf37	-0.057	-0.016	0.026	0.464	7.767	0.021	0.021	0.001	74.251	3.884	1	1	3
C17orf39	-0.028	-0.001	0.026	0.943	0.07	0.966	0.014	0	0	1	1	1	3
C17orf40	-0.015	0.011	0.038	0.4	0.498	0.78	0.014	0	0	1	1	1	3
C17orf45	-0.016	0.007	0.03	0.551	0.398	0.819	0.012	0	0	1	1	1	3
C17orf47	-0.047	0.012	0.07	0.698	1.45	0.484	0.03	0	0	1	1	1	3
C17orf49	-0.03	0	0.03	0.997	0.638	0.888	0.015	0	0	1	1	1	4
C17orf58	-0.05	-0.009	0.033	0.674	0.322	0.851	0.021	0	0	1	1	1	3
C17orf62	-0.024	0.011	0.047	0.538	0.213	0.899	0.018	0	0	1	1	1	3
C17orf63	-0.05	-0.013	0.024	0.499	0.497	0.78	0.019	0	0	1	1	1	3
C17orf68	-0.016	0.031	0.077	0.198	0.418	0.812	0.024	0	0	1	1	1	3
C17orf69	-0.042	-0.004	0.033	0.817	0.099	0.952	0.019	0	0	1	1	1	3
C17orf70	0.006	0.057	0.107	0.03	0.009	0.995	0.026	0	0	1	1	1	3
C17orf71	-0.05	-0.009	0.032	0.662	0.548	0.76	0.021	0	0	1	1	1	3
C17orf79	-0.079	-0.033	0.013	0.154	0.808	0.668	0.023	0	0	1	1	1	3
C17orf81	-0.042	-0.012	0.018	0.45	0.241	0.886	0.015	0	0	1	1	1	3
C17orf85	-0.024	0.014	0.053	0.465	0.634	0.728	0.02	0	0	1	1	1	3
C18orf10	-0.184	-0.057	0.07	0.377	0.907	0.635	0.065	0	0	1	1	1	3
C18orf21	-0.041	-0.003	0.035	0.882	1.672	0.433	0.019	0	0	1	1	1	3
C18orf37	-0.038	-0.015	0.009	0.234	0.094	0.954	0.012	0	0	1	1	1	3
C18orf45	-0.004	0	0.004	0.991	0.1	0.951	0.002	0	0	1	1	1	3
C18orf51	-0.079	-0.009	0.06	0.798	0.954	0.621	0.036	0	0	1	1	1	3
C18orf55	-0.045	-0.021	0.003	0.085	0.755	0.685	0.012	0	0	1	1	1	3
C18orf56	-0.068	0.053	0.174	0.388	0.141	0.932	0.062	0	0	1	1	1	3
C18orf8	-0.047	-0.013	0.022	0.467	0.184	0.912	0.018	0	0	1	1	1	3
C19orf10	-0.061	-0.002	0.057	0.951	1.397	0.497	0.03	0	0	1	1	1	3
C19orf12	-0.043	0.005	0.053	0.832	0.439	0.803	0.024	0	0	1	1	1	3
C19orf2	-0.003	0.023	0.049	0.089	0.052	0.975	0.013	0	0	1	1	1	3
C19orf22	-0.032	0.009	0.051	0.663	0.784	0.676	0.021	0	0	1	1	1	3
C19orf24	-0.004	0	0.004	0.996	0.036	0.982	0.002	0	0	1	1	1	3
C19orf25	-0.002	0	0.002	0.991	0.243	0.97	0.001	0	0	1	1	1	4
C19orf26	-0.029	0.04	0.109	0.257	0.514	0.774	0.035	0	0	1	1	1	3
C19orf28	-0.004	0	0.004	0.988	0.034	0.983	0.002	0	0	1	1	1	3
C19orf29	-0.016	0.005	0.025	0.662	0.179	0.914	0.01	0	0	1	1	1	3
C19orf30	-0.126	-0.035	0.056	0.449	0.62	0.734	0.047	0	0	1	1	1	3
C19orf31	-0.008	0.011	0.03	0.266	0.504	0.777	0.01	0	0	1	1	1	3
C19orf37	-0.071	-0.03	0.011	0.152	0.499	0.779	0.021	0	0	1	1	1	3
C19orf6	-0.021	0.007	0.035	0.623	1.003	0.606	0.014	0	0	1	1	1	3
C19orf7	-0.036	0.001	0.038	0.964	0.71	0.701	0.019	0	0	1	1	1	3
C1GALT1C1	-0.071	-0.008	0.054	0.797	0.032	0.984	0.032	0	0	1	1	1	3
C1orf102	-0.004	0	0.004	0.973	0.8	0.67	0.002	0	0	1	1	1	3
C1orf107	-0.004	0	0.004	0.952	0.672	0.715	0.002	0	0	1	1	1	3
C1orf108	-0.112	-0.023	0.066	0.616	0.078	0.962	0.045	0	0	1	1	1	3
C1orf109	-0.054	-0.003	0.047	0.893	0.462	0.794	0.026	0	0	1	1	1	3
C1orf115	-0.06	-0.011	0.037	0.642	0.139	0.987	0.025	0	0	1	1	1	4
C1orf119	-0.026	0.005	0.037	0.747	0.705	0.703	0.016	0	0	1	1	1	3
C1orf121	-0.04	-0.004	0.032	0.815	0.456	0.796	0.018	0	0	1	1	1	3
C1orf122	-0.027	0.014	0.055	0.499	0.836	0.658	0.021	0	0	1	1	1	3
C1orf123	-0.023	0.001	0.026	0.922	0.446	0.8	0.013	0	0	1	1	1	3
C1orf127	-0.005	0	0.005	0.945	6.348	0.096	0.002	0	52.743	2.116	1	1	4
C1orf128	-0.056	-0.006	0.043	0.799	0.706	0.702	0.025	0	0	1	1	1	3
C1orf131	-0.072	-0.035	0.003	0.071	3.473	0.324	0.019	0	13.62	1.158	1	1	4
C1orf142	-0.039	0	0.038	0.986	0.117	0.943	0.02	0	0	1	1	1	3
C1orf144	-0.043	0.005	0.054	0.83	0.381	0.826	0.025	0	0	1	1	1	3
C1orf149	-0.093	-0.028	0.037	0.398	0.741	0.69	0.033	0	0	1	1	1	3
C1orf160	0.002	0.039	0.076	0.037	0.228	0.892	0.019	0	0	1	1	1	3
C1orf162	-0.034	0.058	0.15	0.22	2.028	0.567	0.047	0	0	1	1	1	4
C1orf163	-0.048	-0.012	0.024	0.512	2.919	0.232	0.018	0	31.495	1.46	1	1	3
C1orf164	-0.008	0.018	0.044	0.187	0.635	0.728	0.013	0	0	1	1	1	3
C1orf165	-0.004	0	0.004	0.961	0.934	0.627	0.002	0	0	1	1	1	3
C1orf166	-0.013	0.01	0.034	0.403	0.574	0.751	0.012	0	0	1	1	1	3
C1orf173	-0.101	-0.042	0.017	0.164	0.969	0.616	0.03	0	0	1	1	1	3
C1orf176	-0.041	0.014	0.069	0.617	0.035	0.983	0.028	0	0	1	1	1	3
C1orf181	-0.027	0.007	0.041	0.68	0.754	0.686	0.017	0	0	1	1	1	3
C1orf183	-0.004	0	0.004	0.978	1.043	0.594	0.002	0	0	1	1	1	3
C1orf19	-0.017	0.026	0.068	0.236	2.034	0.362	0.022	0	1.694	1.017	1	1	3
C1orf190	-0.002	0	0.002	0.975	0.734	0.693	0.001	0	0	1	1	1	3
C1orf198	-0.059	0.031	0.12	0.5	0.704	0.872	0.046	0	0	1	1	1	4
C1orf2	-0.038	0.003	0.043	0.902	0.28	0.869	0.021	0	0	1	1	1	3
C1orf25	-0.026	0.012	0.05	0.535	0.722	0.697	0.019	0	0	1	1	1	3
C1orf26	-0.015	0.027	0.069	0.212	0.661	0.718	0.021	0	0	1	1	1	3
C1orf31	-0.069	-0.028	0.012	0.168	0.636	0.728	0.021	0	0	1	1	1	3
C1orf33	-0.034	0.007	0.047	0.748	0.893	0.64	0.021	0	0	1	1	1	3
C1orf35	-0.036	-0.004	0.029	0.82	0.099	0.992	0.017	0	0	1	1	1	4
C1orf37	-0.049	-0.018	0.013	0.254	0.999	0.607	0.016	0	0	1	1	1	3
C1orf41	-0.099	-0.031	0.038	0.38	0.907	0.635	0.035	0	0	1	1	1	3
C1orf43	-0.07	-0.028	0.014	0.197	0.443	0.931	0.022	0	0	1	1	1	4
C1orf48	-0.029	0.02	0.07	0.421	0.03	0.985	0.025	0	0	1	1	1	3
C1orf50	-0.038	-0.01	0.018	0.48	0.33	0.954	0.014	0	0	1	1	1	4
C1orf52	-0.056	0	0.056	0.994	8.486	0.014	0.029	0.002	76.432	4.243	1	1	3
C1orf53	-0.094	-0.027	0.041	0.442	6.927	0.074	0.035	0.002	56.693	2.309	1	1	4
C1orf54	-0.094	-0.033	0.028	0.283	0.211	0.976	0.031	0	0	1	1	1	4
C1orf55	-0.071	-0.03	0.011	0.149	0.018	0.991	0.021	0	0	1	1	1	3
C1orf56	-0.003	0	0.003	0.946	3.891	0.273	0.002	0	22.899	1.297	1	1	4
C1orf57	-0.074	-0.029	0.015	0.2	1.296	0.523	0.023	0	0	1	1	1	3
C1orf59	-0.074	-0.014	0.047	0.656	0.579	0.749	0.031	0	0	1	1	1	3
C1orf60	-0.014	0.02	0.054	0.241	0.199	0.905	0.017	0	0	1	1	1	3
C1orf61	-0.067	-0.023	0.022	0.317	0.576	0.75	0.023	0	0	1	1	1	3
C1orf63	0.002	0.055	0.108	0.042	0.081	0.96	0.027	0	0	1	1	1	3
C1orf64	-0.186	-0.061	0.064	0.34	2.463	0.292	0.064	0.002	18.789	1.231	1	1	3
C1orf66	-0.063	-0.024	0.014	0.208	2.06	0.357	0.019	0	2.915	1.03	1	1	3
C1orf71	-0.041	0.016	0.072	0.585	0.516	0.773	0.029	0	0	1	1	1	3
C1orf74	-0.023	0.016	0.054	0.418	1.657	0.646	0.02	0	0	1	1	1	4
C1orf77	-0.046	-0.013	0.019	0.43	0.365	0.833	0.017	0	0	1	1	1	3
C1orf82	-0.038	0.002	0.042	0.93	0.435	0.804	0.02	0	0	1	1	1	3
C1orf85	-0.036	0.001	0.038	0.95	0.467	0.792	0.019	0	0	1	1	1	3
C1orf86	-0.044	0.01	0.065	0.708	0.833	0.659	0.028	0	0	1	1	1	3
C1orf88	0.003	0.044	0.084	0.034	1.435	0.488	0.021	0	0	1	1	1	3
C1orf96	-0.072	-0.026	0.021	0.28	1.13	0.568	0.024	0	0	1	1	1	3
C1QB	-0.139	0.012	0.163	0.877	1.571	0.666	0.077	0	0	1	1	1	4
C1QBP	-0.074	-0.032	0.01	0.139	1.81	0.613	0.021	0	0	1	1	1	4
C1QC	-0.109	0.031	0.171	0.665	0.668	0.716	0.071	0	0	1	1	1	3
C1QDC1	-0.018	0.02	0.057	0.3	0.207	0.902	0.019	0	0	1	1	1	3
C1QL1	-0.004	0	0.004	0.931	1.529	0.676	0.002	0	0	1	1	1	4
C1QTNF1	-0.18	-0.082	0.017	0.103	3.046	0.218	0.05	0.003	34.33	1.523	1	1	3
C1QTNF4	-0.167	-0.06	0.047	0.269	1.277	0.735	0.054	0	0	1	1	1	4
C1QTNF5	-0.069	-0.003	0.064	0.938	0.699	0.873	0.034	0	0	1	1	1	4
C1S	-0.004	0	0.004	0.954	2.606	0.457	0.002	0	0	1	1	1	4
C20orf100	-0.063	-0.011	0.041	0.675	1.505	0.471	0.027	0	0	1	1	1	3
C20orf102	-0.041	0.009	0.058	0.725	0.056	0.972	0.025	0	0	1	1	1	3
C20orf103	-0.027	0.071	0.169	0.154	2.762	0.251	0.05	0.002	27.59	1.381	1	1	3
C20orf108	-0.005	0.031	0.067	0.095	1.511	0.47	0.018	0	0	1	1	1	3
C20orf11	-0.021	0.016	0.053	0.407	0.504	0.777	0.019	0	0	1	1	1	3
C20orf111	-0.054	-0.01	0.035	0.67	0.093	0.955	0.023	0	0	1	1	1	3
C20orf116	-0.061	-0.005	0.052	0.868	0.429	0.807	0.029	0	0	1	1	1	3
C20orf117	-0.036	0.031	0.098	0.363	1.955	0.376	0.034	0	0	1	1	1	3
C20orf121	-0.089	-0.024	0.041	0.469	4.397	0.111	0.033	0.002	54.516	2.199	1	1	3
C20orf149	-0.008	0.034	0.076	0.112	0.002	0.999	0.022	0	0	1	1	1	3
C20orf155	-0.068	-0.015	0.038	0.57	0.427	0.808	0.027	0	0	1	1	1	3
C20orf160	-0.057	-0.01	0.038	0.692	0.624	0.732	0.024	0	0	1	1	1	3
C20orf161	-0.057	-0.012	0.032	0.591	0.093	0.955	0.023	0	0	1	1	1	3
C20orf177	-0.064	-0.022	0.021	0.321	0.249	0.883	0.022	0	0	1	1	1	3
C20orf19	-0.022	0.009	0.041	0.571	0.244	0.885	0.016	0	0	1	1	1	3
C20orf191	-0.042	-0.011	0.02	0.49	1.397	0.497	0.016	0	0	1	1	1	3
C20orf20	-0.032	0.005	0.042	0.791	0.233	0.89	0.019	0	0	1	1	1	3
C20orf22	-0.111	-0.058	-0.005	0.031	0.449	0.799	0.027	0	0	1	1	1	3
C20orf23	-0.004	0	0.004	0.982	0.122	0.941	0.002	0	0	1	1	1	3
C20orf24	-0.072	-0.025	0.023	0.31	0.179	0.914	0.024	0	0	1	1	1	3
C20orf27	-0.037	0.004	0.046	0.844	0.342	0.843	0.021	0	0	1	1	1	3
C20orf28	-0.004	0	0.004	0.952	1.195	0.55	0.002	0	0	1	1	1	3
C20orf29	-0.032	0.002	0.036	0.913	0.14	0.932	0.017	0	0	1	1	1	3
C20orf3	-0.039	-0.008	0.022	0.587	0.032	0.984	0.015	0	0	1	1	1	3
C20orf30	-0.053	-0.019	0.016	0.286	0.61	0.737	0.018	0	0	1	1	1	3
C20orf31	-0.033	0.003	0.038	0.878	0.399	0.819	0.018	0	0	1	1	1	3
C20orf35	-0.03	0.005	0.04	0.788	0.097	0.953	0.018	0	0	1	1	1	3
C20orf39	-0.045	0.001	0.047	0.973	1.396	0.497	0.024	0	0	1	1	1	3
C20orf4	-0.038	-0.015	0.009	0.225	0.662	0.718	0.012	0	0	1	1	1	3
C20orf43	0.001	0.02	0.038	0.04	0.112	0.946	0.01	0	0	1	1	1	3
C20orf44	-0.034	-0.003	0.028	0.83	0.195	0.907	0.016	0	0	1	1	1	3
C20orf45	-0.059	-0.016	0.027	0.468	1.055	0.59	0.022	0	0	1	1	1	3
C20orf46	-0.042	0.034	0.11	0.378	2.964	0.227	0.039	0.001	32.53	1.482	1	1	3
C20orf52	-0.02	0.007	0.034	0.628	0.123	0.941	0.014	0	0	1	1	1	3
C20orf58	-0.009	0.06	0.128	0.087	0.953	0.621	0.035	0	0	1	1	1	3
C20orf67	-0.002	0	0.002	0.995	0.018	0.991	0.001	0	0	1	1	1	3
C20orf7	-0.064	-0.013	0.037	0.608	0.32	0.852	0.026	0	0	1	1	1	3
C20orf72	-0.035	0.003	0.042	0.871	0.245	0.885	0.02	0	0	1	1	1	3
C20orf94	-0.022	0.059	0.139	0.156	1.293	0.524	0.041	0	0	1	1	1	3
C20orf98	-0.053	-0.015	0.023	0.44	0.054	0.974	0.019	0	0	1	1	1	3
C21orf2	-0.015	0.026	0.068	0.218	0.419	0.811	0.021	0	0	1	1	1	3
C21orf24	-0.015	0.001	0.016	0.926	0.953	0.621	0.008	0	0	1	1	1	3
C21orf25	-0.027	0.04	0.107	0.243	0.158	0.924	0.034	0	0	1	1	1	3
C21orf33	-0.064	-0.021	0.021	0.322	0.267	0.875	0.022	0	0	1	1	1	3
C21orf34	-0.041	0.007	0.055	0.782	0.138	0.933	0.024	0	0	1	1	1	3
C21orf51	-0.049	-0.015	0.018	0.374	0.062	0.969	0.017	0	0	1	1	1	3
C21orf59	-0.017	0.015	0.048	0.349	1.261	0.532	0.017	0	0	1	1	1	3
C21orf6	-0.052	-0.021	0.011	0.194	0.217	0.897	0.016	0	0	1	1	1	3
C21orf63	-0.034	0.009	0.052	0.676	0.711	0.701	0.022	0	0	1	1	1	3
C21orf66	-0.019	0.016	0.051	0.382	0.018	0.991	0.018	0	0	1	1	1	3
C21orf67	-0.024	0.001	0.027	0.924	2.386	0.303	0.013	0	16.167	1.193	1	1	3
C21orf70	-0.004	0	0.004	0.951	0.612	0.736	0.002	0	0	1	1	1	3
C22orf13	-0.06	-0.004	0.051	0.884	5.833	0.054	0.028	0.002	65.712	2.916	1	1	3
C22orf16	-0.034	0	0.033	0.978	0.339	0.844	0.017	0	0	1	1	1	3
C22orf25	-0.004	0	0.004	0.941	0.603	0.74	0.002	0	0	1	1	1	3
C22orf5	-0.015	0.016	0.047	0.315	0.346	0.841	0.016	0	0	1	1	1	3
C22orf9	-0.004	0	0.004	0.968	0.291	0.865	0.002	0	0	1	1	1	3
C2orf11	-0.061	0.024	0.109	0.587	0.1	0.951	0.043	0	0	1	1	1	3
C2orf17	-0.041	-0.008	0.025	0.642	1.081	0.583	0.017	0	0	1	1	1	3
C2orf24	-0.008	0.025	0.057	0.139	0.308	0.857	0.017	0	0	1	1	1	3
C2orf25	-0.124	-0.058	0.008	0.085	0.848	0.655	0.034	0	0	1	1	1	3
C2orf26	-0.042	0.014	0.07	0.618	0.158	0.924	0.029	0	0	1	1	1	3
C2orf28	-0.034	0.004	0.042	0.838	0.596	0.742	0.02	0	0	1	1	1	3
C2orf3	-0.002	0	0.002	0.994	0.083	0.959	0.001	0	0	1	1	1	3
C2orf30	-0.033	0.003	0.038	0.876	0.81	0.667	0.018	0	0	1	1	1	3
C2orf32	-0.113	-0.043	0.027	0.231	0.672	0.715	0.036	0	0	1	1	1	3
C2orf33	-0.296	-0.07	0.156	0.545	0.079	0.961	0.115	0	0	1	1	1	3
C2orf34	-0.069	-0.013	0.042	0.636	0.091	0.956	0.028	0	0	1	1	1	3
C2orf4	-0.071	-0.032	0.007	0.11	0.179	0.914	0.02	0	0	1	1	1	3
C2orf7	-0.026	0.006	0.037	0.724	0.417	0.812	0.016	0	0	1	1	1	3
C3orf1	-0.004	0	0.004	0.974	1.23	0.541	0.002	0	0	1	1	1	3
C3orf10	-0.124	-0.051	0.023	0.178	0.342	0.843	0.038	0	0	1	1	1	3
C3orf14	-0.109	-0.034	0.041	0.37	0.582	0.747	0.038	0	0	1	1	1	3
C3orf15	-0.004	0.029	0.062	0.089	0.37	0.831	0.017	0	0	1	1	1	3
C3orf17	-0.029	-0.007	0.015	0.547	0.181	0.914	0.011	0	0	1	1	1	3
C3orf18	-0.027	0.005	0.036	0.775	0.117	0.99	0.016	0	0	1	1	1	4
C3orf19	-0.01	0.035	0.08	0.129	0.759	0.684	0.023	0	0	1	1	1	3
C3orf21	-0.046	-0.004	0.038	0.865	0.014	0.993	0.021	0	0	1	1	1	3
C3orf23	-0.051	-0.017	0.017	0.322	2.556	0.279	0.017	0	21.76	1.278	1	1	3
C3orf26	-0.078	-0.019	0.041	0.542	0.65	0.722	0.031	0	0	1	1	1	3
C3orf28	-0.038	0.003	0.044	0.893	1.094	0.579	0.021	0	0	1	1	1	3
C3orf29	-0.016	0.013	0.042	0.389	0.498	0.78	0.015	0	0	1	1	1	3
C3orf31	-0.077	-0.031	0.015	0.184	0.522	0.77	0.023	0	0	1	1	1	3
C3orf34	-0.024	-0.003	0.017	0.738	0.851	0.653	0.01	0	0	1	1	1	3
C3orf37	-0.018	0.011	0.04	0.454	0.387	0.824	0.015	0	0	1	1	1	3
C3orf40	-0.063	-0.016	0.031	0.503	0.246	0.884	0.024	0	0	1	1	1	3
C3orf54	-0.033	0.009	0.052	0.666	0.535	0.765	0.022	0	0	1	1	1	3
C3orf58	-0.031	0.008	0.047	0.685	0.449	0.799	0.02	0	0	1	1	1	3
C3orf59	-0.041	0.003	0.047	0.886	1.073	0.585	0.022	0	0	1	1	1	3
C3orf60	-0.011	0.008	0.027	0.421	0.603	0.74	0.01	0	0	1	1	1	3
C3orf62	-0.002	0	0.002	0.981	0.615	0.893	0.001	0	0	1	1	1	4
C3orf9	-0.021	0.005	0.031	0.717	0.347	0.841	0.013	0	0	1	1	1	3
C4orf14	-0.068	-0.028	0.013	0.185	0.524	0.77	0.021	0	0	1	1	1	3
C4orf18	-0.09	-0.038	0.014	0.152	0.468	0.791	0.027	0	0	1	1	1	3
C4orf34	-0.006	0.022	0.051	0.128	0.708	0.702	0.015	0	0	1	1	1	3
C4orf8	-0.054	-0.006	0.042	0.795	2.883	0.237	0.025	0.001	30.62	1.441	1	1	3
C4orf9	-0.033	0.013	0.059	0.589	1.347	0.51	0.023	0	0	1	1	1	3
C5orf14	-0.075	-0.033	0.01	0.131	0.209	0.901	0.022	0	0	1	1	1	3
C5orf15	-0.009	0.018	0.045	0.202	1.065	0.786	0.014	0	0	1	1	1	4
C5orf16	-0.107	-0.03	0.047	0.449	0.496	0.78	0.039	0	0	1	1	1	3
C5orf21	-0.016	0.005	0.026	0.668	0.593	0.743	0.011	0	0	1	1	1	3
C5orf28	-0.037	0.005	0.047	0.813	0.003	0.998	0.021	0	0	1	1	1	3
C5orf4	-0.038	0.033	0.105	0.361	0.64	0.726	0.037	0	0	1	1	1	3
C5orf5	-0.046	-0.009	0.028	0.645	1.056	0.59	0.019	0	0	1	1	1	3
C6orf1	-0.064	-0.015	0.034	0.558	0.061	0.97	0.025	0	0	1	1	1	3
C6orf106	-0.016	0.029	0.074	0.202	0.348	0.84	0.023	0	0	1	1	1	3
C6orf108	0.002	0.043	0.084	0.039	0.903	0.637	0.021	0	0	1	1	1	3
C6orf111	-0.045	-0.012	0.022	0.495	1.686	0.43	0.017	0	0	1	1	1	3
C6orf113	-0.03	0	0.029	0.975	0.722	0.697	0.015	0	0	1	1	1	3
C6orf117	-0.14	-0.065	0.011	0.094	0.718	0.698	0.039	0	0	1	1	1	3
C6orf120	-0.122	-0.055	0.013	0.113	0.939	0.816	0.035	0	0	1	1	1	4
C6orf125	-0.043	-0.014	0.015	0.335	0.658	0.72	0.015	0	0	1	1	1	3
C6orf129	-0.054	-0.008	0.037	0.725	1.481	0.477	0.023	0	0	1	1	1	3
C6orf130	-0.034	0.005	0.044	0.8	0.174	0.917	0.02	0	0	1	1	1	3
C6orf136	-0.021	0.005	0.03	0.719	0.337	0.845	0.013	0	0	1	1	1	3
C6orf139	-0.002	0	0.002	0.947	1.86	0.394	0.001	0	0	1	1	1	3
C6orf142	-0.004	0	0.004	0.984	0.165	0.921	0.002	0	0	1	1	1	3
C6orf148	-0.068	-0.01	0.048	0.741	0.209	0.901	0.03	0	0	1	1	1	3
C6orf149	-0.001	0.034	0.068	0.057	0.517	0.772	0.018	0	0	1	1	1	3
C6orf151	-0.002	0	0.002	0.976	1.43	0.489	0.001	0	0	1	1	1	3
C6orf153	-0.04	0.002	0.044	0.912	3.619	0.164	0.021	0.001	44.734	1.809	1	1	3
C6orf154	-0.004	0	0.004	0.975	0.557	0.757	0.002	0	0	1	1	1	3
C6orf159	-0.091	-0.017	0.057	0.656	0.706	0.703	0.038	0	0	1	1	1	3
C6orf162	-0.041	-0.006	0.03	0.758	0.091	0.956	0.018	0	0	1	1	1	3
C6orf166	-0.098	-0.038	0.022	0.214	0.276	0.871	0.031	0	0	1	1	1	3
C6orf168	-0.094	-0.037	0.02	0.207	0.244	0.885	0.029	0	0	1	1	1	3
C6orf170	-0.052	0.014	0.08	0.674	0.233	0.89	0.034	0	0	1	1	1	3
C6orf173	-0.004	0	0.004	0.955	1.153	0.562	0.002	0	0	1	1	1	3
C6orf190	-0.004	0	0.004	0.975	0.544	0.762	0.002	0	0	1	1	1	3
