lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
GLI4	-0.015	0.011	0.037	0.413	5.328	0.62	0.013	0	0	1	1	1	8
GLIDR	-0.184	0.094	0.373	0.507	0.133	0.716	0.142	0	0	1	1	1	2
GLIPR1	-0.206	-0.017	0.172	0.862	9.75	0.203	0.096	0.021	28.203	1.393	1	1	8
GLIPR1L1	-0.052	-0.001	0.05	0.967	2.632	0.757	0.026	0	0	1	1	1	6
GLIPR1L2	-0.173	0.038	0.248	0.727	2.985	0.56	0.108	0	0	1	1	1	5
GLIPR2	-0.097	0.012	0.12	0.835	3.73	0.81	0.055	0	0	1	1	1	8
GLIS1	-0.148	-0.076	-0.004	0.038	2.107	0.834	0.037	0	0	1	1	1	6
GLIS2	-0.067	-0.034	-0.001	0.044	2.107	0.954	0.017	0	0	1	1	1	8
GLIS3	-0.004	0	0.005	0.858	8.456	0.584	0.002	0	0	1	1	1	11
GLIS3-AS1	-0.174	0.074	0.322	0.557	7.352	0.061	0.126	0.031	59.193	2.451	1	1	4
GLMN	-0.061	-0.024	0.012	0.192	4.877	0.675	0.019	0	0	1	1	1	8
GLMP	-0.183	-0.062	0.06	0.318	1.639	0.802	0.062	0	0	1	1	1	5
GLO1	-0.092	-0.019	0.053	0.606	16.632	0.055	0.037	0.004	45.888	1.848	1	1	10
GLOD4	-0.079	0.055	0.188	0.42	1.3	0.988	0.068	0	0	1	1	1	8
GLOD5	-0.069	-0.035	-0.001	0.045	0.83	0.975	0.017	0	0	1	1	1	6
GLP1R	-0.098	-0.011	0.075	0.798	2.793	0.732	0.044	0	0	1	1	1	6
GLP2R	-0.065	0.01	0.085	0.798	0.667	0.955	0.038	0	0	1	1	1	5
GLRA1	-0.042	-0.011	0.02	0.481	0.29	0.865	0.016	0	0	1	1	1	3
GLRA2	-0.047	-0.002	0.044	0.944	4.424	0.62	0.023	0	0	1	1	1	7
GLRA3	-0.063	-0.02	0.024	0.375	0.018	0.991	0.022	0	0	1	1	1	3
GLRA4	-0.219	0.04	0.299	0.763	0.007	0.935	0.132	0	0	1	1	1	2
GLRB	-0.08	-0.034	0.012	0.15	6.438	0.376	0.024	0	6.797	1.073	1	1	7
GLRX	-0.134	-0.038	0.058	0.439	16.296	0.061	0.049	0.008	44.77	1.811	1	1	10
GLRX2	-0.082	-0.04	0.001	0.058	4.14	0.941	0.021	0	0	1	1	1	11
GLRX3	-0.098	0.001	0.099	0.99	4.232	0.753	0.05	0	0	1	1	1	8
GLRX5	-0.035	-0.012	0.011	0.312	6.043	0.736	0.012	0	0	1	1	1	10
GLS	-0.059	-0.018	0.022	0.369	11.11	0.349	0.02	0	9.989	1.111	1	1	11
GLS2	-0.083	-0.046	-0.009	0.014	0.748	0.999	0.019	0	0	1	1	1	9
GLT1D1	-0.004	0	0.004	0.948	5.321	0.869	0.002	0	0	1	1	1	11
GLT25D1	-0.017	0.026	0.069	0.238	0.164	0.997	0.022	0	0	1	1	1	5
GLT25D2	-0.013	0.031	0.076	0.163	1.035	0.904	0.023	0	0	1	1	1	5
GLT6D1	-0.093	0.006	0.104	0.911	0.959	0.916	0.05	0	0	1	1	1	5
GLT8D1	-0.035	0.002	0.04	0.908	10.969	0.278	0.019	0.001	17.95	1.219	1	1	10
GLT8D2	-0.004	0	0.004	0.975	4.255	0.894	0.002	0	0	1	1	1	10
GLTP	-0.009	0.043	0.096	0.108	7.022	0.723	0.027	0	0	1	1	1	11
GLTPD1	-0.286	0.152	0.591	0.495	1.484	0.223	0.224	0.044	32.622	1.484	1	1	2
GLTPD2	-0.073	0	0.073	0.996	0.81	0.976	0.037	0	0	1	1	1	6
GLTSCR1	-0.036	0.001	0.037	0.967	2.228	0.817	0.019	0	0	1	1	1	6
GLTSCR2	-0.024	0.001	0.027	0.913	1.501	0.913	0.013	0	0	1	1	1	6
GLUD1	-0.04	0.012	0.065	0.649	11.219	0.341	0.027	0.001	10.866	1.122	1	1	11
GLUD2	-0.063	0.041	0.146	0.435	2.519	0.866	0.053	0	0	1	1	1	7
GLUL	-0.155	-0.013	0.129	0.858	5.917	0.433	0.073	0	0	1	1	1	7
GLULP4	-0.45	-0.089	0.272	0.63	0.003	0.957	0.184	0	0	1	1	1	2
GLYAT	-0.085	-0.024	0.038	0.447	2.923	0.571	0.031	0	0	1	1	1	5
GLYATL1	-0.073	-0.013	0.047	0.681	2.406	0.661	0.031	0	0	1	1	1	5
GLYATL2	-0.177	-0.002	0.173	0.981	11.113	0.025	0.089	0.022	64.007	2.778	1	1	5
GLYATL3	-0.147	-0.012	0.123	0.858	1.066	0.785	0.069	0	0	1	1	1	4
GLYCAM1	-0.127	0.095	0.318	0.4	0.883	0.643	0.113	0	0	1	1	1	3
GLYCTK	-0.125	-0.033	0.06	0.49	5.697	0.576	0.047	0	0	1	1	1	8
GLYR1	-0.063	0.023	0.11	0.598	2.517	0.867	0.044	0	0	1	1	1	7
GM2A	-0.054	0.032	0.117	0.465	6.113	0.527	0.044	0	0	1	1	1	8
GM632	-0.02	0.012	0.044	0.476	0.875	0.645	0.016	0	0	1	1	1	3
GMCL1	-0.041	0.003	0.046	0.9	2.93	0.939	0.022	0	0	1	1	1	9
GMDS	-0.042	0.018	0.078	0.553	11.702	0.165	0.031	0.002	31.634	1.463	1	1	9
GMDS-DT	-1.921	-0.471	0.978	0.524	1.573	0.21	0.74	0.62	36.414	1.573	1	1	2
GMEB1	-0.002	0.016	0.033	0.079	4.942	0.895	0.009	0	0	1	1	1	11
GMEB2	-0.031	0.016	0.062	0.504	11.386	0.328	0.024	0.001	12.177	1.139	1	1	11
GMFB	-0.023	0.011	0.044	0.536	1.274	0.996	0.017	0	0	1	1	1	9
GMFG	-0.004	0	0.004	0.923	3.235	0.919	0.002	0	0	1	1	1	9
GMIP	-0.138	-0.005	0.128	0.938	2.45	0.931	0.068	0	0	1	1	1	8
GML	-0.11	0.008	0.125	0.9	6.939	0.139	0.06	0.007	42.354	1.735	1	1	5
GMNC	-0.029	0.001	0.03	0.97	3.324	0.65	0.015	0	0	1	1	1	6
GMNN	-0.086	-0.038	0.01	0.122	5.438	0.71	0.025	0	0	1	1	1	9
GMPPA	-0.035	-0.001	0.033	0.961	5.709	0.839	0.017	0	0	1	1	1	11
GMPPB	-0.185	-0.057	0.071	0.384	0.214	1	0.065	0	0	1	1	1	7
GMPR	-0.156	-0.022	0.111	0.742	1.62	0.978	0.068	0	0	1	1	1	8
GMPR2	-0.059	-0.029	0	0.054	3.408	0.97	0.015	0	0	1	1	1	11
GMPS	-0.057	0.069	0.194	0.285	6.712	0.459	0.064	0	0	1	1	1	8
GNA11	-0.022	0.019	0.059	0.364	3.546	0.896	0.021	0	0	1	1	1	9
GNA12	-0.029	0.036	0.102	0.28	9.45	0.397	0.033	0.001	4.76	1.05	1	1	10
GNA13	-0.046	0.022	0.089	0.53	3.102	0.928	0.034	0	0	1	1	1	9
GNA14	-0.02	0.022	0.064	0.308	1.685	0.64	0.021	0	0	1	1	1	4
GNA14-AS1	-0.04	0.004	0.049	0.851	0.537	0.464	0.023	0	0	1	1	1	2
GNA15	-0.004	0	0.004	0.963	6.143	0.631	0.002	0	0	1	1	1	9
GNAI1	-0.042	0.001	0.043	0.97	2.759	0.906	0.022	0	0	1	1	1	8
GNAI2	0	0.04	0.081	0.053	5.4	0.714	0.021	0	0	1	1	1	9
GNAI3	-0.023	0.034	0.09	0.245	3.026	0.883	0.029	0	0	1	1	1	8
GNAL	-0.234	-0.078	0.079	0.333	5.465	0.243	0.08	0.01	26.81	1.366	1	1	5
GNAO1	-0.049	0.002	0.053	0.934	11.635	0.113	0.026	0.002	39.834	1.662	1	1	8
GNAQ	-0.11	-0.027	0.056	0.523	2.553	0.959	0.042	0	0	1	1	1	9
GNAS	-0.019	-0.006	0.006	0.321	1.42	0.999	0.006	0	0	1	1	1	11
GNAS-AS1	-0.093	-0.014	0.064	0.722	0.104	0.748	0.04	0	0	1	1	1	2
GNASAS	-0.489	-0.005	0.479	0.983	2.381	0.123	0.247	0.079	57.995	2.381	1	1	2
GNAT1	-0.039	0.017	0.074	0.547	0.706	0.703	0.029	0	0	1	1	1	3
GNAT2	-0.105	0.022	0.15	0.733	5.275	0.26	0.065	0.006	24.175	1.319	1	1	5
GNAT3	-0.061	-0.024	0.012	0.194	0.458	0.498	0.019	0	0	1	1	1	2
GNAZ	-0.049	0.011	0.071	0.725	9.411	0.224	0.031	0.002	25.622	1.344	1	1	8
GNB1	-0.015	-0.001	0.013	0.896	6.021	0.537	0.007	0	0	1	1	1	8
GNB1L	-0.004	0	0.004	0.972	2.577	0.958	0.002	0	0	1	1	1	9
GNB2	-0.02	0.011	0.043	0.477	4.223	0.836	0.016	0	0	1	1	1	9
GNB2L1	-0.004	0.011	0.026	0.146	2.453	0.783	0.008	0	0	1	1	1	6
GNB3	-0.256	-0.121	0.013	0.078	2.201	0.699	0.069	0	0	1	1	1	5
GNB4	-0.003	0	0.004	0.963	9.28	0.319	0.002	0	13.79	1.16	1	1	9
GNB5	-0.057	-0.008	0.041	0.757	7.263	0.509	0.025	0	0	1	1	1	9
GNE	-0.07	-0.028	0.014	0.185	9.806	0.366	0.021	0	8.217	1.09	1	1	10
GNG10	-0.127	-0.009	0.108	0.875	11.116	0.134	0.06	0.008	37.025	1.588	1	1	8
GNG11	-0.07	-0.017	0.035	0.523	3.291	0.915	0.027	0	0	1	1	1	9
GNG12	-0.145	-0.057	0.031	0.204	4.544	0.337	0.045	0.002	11.978	1.136	1	1	5
GNG12-AS1	-0.533	-0.091	0.351	0.686	0.38	0.538	0.226	0	0	1	1	1	2
GNG13	-0.002	0	0.002	0.999	0.894	0.989	0.001	0	0	1	1	1	7
GNG2	-0.128	-0.045	0.039	0.294	4.499	0.721	0.043	0	0	1	1	1	8
GNG3	-0.052	-0.017	0.018	0.337	2.384	0.881	0.018	0	0	1	1	1	7
GNG4	-0.018	0.008	0.034	0.527	1.239	0.975	0.013	0	0	1	1	1	7
GNG5	-0.004	0	0.004	0.986	3.872	0.794	0.002	0	0	1	1	1	8
GNG7	-0.033	0	0.033	0.983	5.306	0.724	0.017	0	0	1	1	1	9
GNG8	-0.175	0.053	0.282	0.647	6.618	0.158	0.117	0.023	39.556	1.654	1	1	5
GNGT1	-0.239	-0.025	0.188	0.818	10.137	0.017	0.109	0.026	70.404	3.379	1	1	4
GNGT2	-0.111	0.031	0.174	0.667	2.846	0.724	0.073	0	0	1	1	1	6
GNL1	-0.025	0.015	0.055	0.456	15.218	0.085	0.02	0.001	40.859	1.691	1	1	10
GNL2	-0.039	-0.014	0.011	0.271	2.558	0.979	0.013	0	0	1	1	1	10
GNL3	-0.076	-0.034	0.007	0.107	5.911	0.55	0.021	0	0	1	1	1	8
GNL3L	-0.025	0.028	0.082	0.3	9.973	0.353	0.027	0.001	9.754	1.108	1	1	10
GNL3LP1	-0.266	-0.052	0.161	0.631	0.742	0.389	0.109	0	0	1	1	1	2
GNLY	-0.249	-0.103	0.043	0.167	3.982	0.782	0.075	0	0	1	1	1	8
GNMT	-0.132	-0.049	0.035	0.255	5.124	0.528	0.043	0	0	1	1	1	7
GNN	-0.007	0.015	0.038	0.185	0.216	0.642	0.011	0	0	1	1	1	2
GNPAT	-0.015	0.027	0.068	0.209	14.581	0.148	0.021	0.001	31.418	1.458	1	1	11
GNPDA1	-0.024	0.014	0.051	0.468	12.073	0.28	0.019	0.001	17.169	1.207	1	1	11
GNPDA2	-0.166	0.018	0.202	0.848	1.482	0.983	0.094	0	0	1	1	1	8
GNPNAT1	-0.119	0.039	0.197	0.629	1.31	0.988	0.08	0	0	1	1	1	8
GNPTAB	-0.164	-0.021	0.123	0.778	3.942	0.558	0.073	0	0	1	1	1	6
GNPTG	-0.029	-0.002	0.025	0.886	5.296	0.624	0.014	0	0	1	1	1	8
GNRH1	-0.002	0	0.002	0.98	4.77	0.906	0.001	0	0	1	1	1	11
GNRH2	-0.111	-0.018	0.074	0.697	0.669	0.985	0.047	0	0	1	1	1	6
GNRHR	-0.03	0.001	0.033	0.925	6.033	0.419	0.016	0	0.554	1.006	1	1	7
GNRHR2	-0.115	-0.029	0.057	0.512	3.397	0.639	0.044	0	0	1	1	1	6
GNS	-0.033	-0.001	0.032	0.967	4.31	0.89	0.017	0	0	1	1	1	10
GOLGA1	-0.028	0.005	0.037	0.775	7.151	0.711	0.017	0	0	1	1	1	11
GOLGA2	-0.042	-0.014	0.015	0.345	3.235	0.954	0.014	0	0	1	1	1	10
GOLGA2P2Y	-0.292	-0.036	0.22	0.783	0.052	0.82	0.13	0	0	1	1	1	2
GOLGA2P5	-0.208	-0.078	0.051	0.236	1.877	0.391	0.066	0	0	1	1	1	3
GOLGA3	-0.002	0.02	0.042	0.071	9.248	0.509	0.011	0	0	1	1	1	11
GOLGA4	-0.043	-0.009	0.025	0.612	9.619	0.475	0.017	0	0	1	1	1	11
GOLGA5	-0.091	0.027	0.144	0.657	5.158	0.641	0.06	0	0	1	1	1	8
GOLGA6A	-0.09	-0.012	0.065	0.759	0.164	0.921	0.04	0	0	1	1	1	3
GOLGA6C	-0.206	-0.046	0.115	0.577	0.097	0.756	0.082	0	0	1	1	1	2
GOLGA6L1	-0.09	0.011	0.112	0.833	2.678	0.444	0.052	0	0	1	1	1	4
GOLGA6L10	-0.276	-0.014	0.247	0.914	6.709	0.152	0.133	0.031	40.38	1.677	1	1	5
GOLGA6L4	-0.376	0.016	0.407	0.938	3.013	0.222	0.2	0.05	33.621	1.507	1	1	3
GOLGA6L6	-0.364	-0.156	0.051	0.14	5.054	0.168	0.106	0.018	40.647	1.685	1	1	4
GOLGA6L9	-0.113	0.011	0.135	0.862	3.697	0.449	0.063	0	0	1	1	1	5
GOLGA7	-0.005	0.019	0.042	0.117	7.603	0.668	0.012	0	0	1	1	1	11
GOLGA7B	-0.023	0.147	0.317	0.09	6.111	0.296	0.087	0.008	18.182	1.222	1	1	6
GOLGA8A	-0.071	0.022	0.115	0.648	8.807	0.359	0.047	0.002	9.158	1.101	1	1	9
GOLGA8B	-0.071	-0.004	0.063	0.907	2.114	0.833	0.034	0	0	1	1	1	6
GOLGA8CP	-0.262	0.004	0.269	0.979	0.249	0.618	0.135	0	0	1	1	1	2
GOLGA8E	-0.275	0.024	0.324	0.873	0.606	0.436	0.153	0	0	1	1	1	2
GOLGA8F	-0.438	-0.09	0.257	0.611	0.009	0.924	0.177	0	0	1	1	1	2
GOLGA8H	-0.482	-0.018	0.447	0.941	0.892	0.345	0.237	0	0	1	1	1	2
GOLGA8J	-0.705	-0.18	0.345	0.502	1.039	0.308	0.268	0.015	3.779	1.039	1	1	2
GOLGA8K	-0.208	0.183	0.574	0.358	0.096	0.756	0.2	0	0	1	1	1	2
GOLGA8N	-0.302	0.064	0.43	0.73	4.864	0.182	0.187	0.052	38.322	1.621	1	1	4
GOLGA8O	-0.886	0.378	1.641	0.558	2.851	0.091	0.644	0.586	64.922	2.851	1	1	2
GOLGA8R	-1.015	-0.068	0.879	0.888	0.459	0.498	0.483	0	0	1	1	1	2
GOLGA8T	-0.596	-0.119	0.357	0.623	0.314	0.575	0.243	0	0	1	1	1	2
GOLGB1	-0.025	0.032	0.088	0.27	4.075	0.944	0.029	0	0	1	1	1	11
GOLIM4	0.009	0.111	0.212	0.033	1.403	0.985	0.052	0	0	1	1	1	8
GOLM1	-0.171	0.058	0.286	0.621	20.063	0.005	0.117	0.059	65.11	2.866	1	1	8
GOLM2	-0.243	0.042	0.327	0.771	7.223	0.065	0.145	0.048	58.467	2.408	1	1	4
GOLPH2	-0.03	0.002	0.033	0.92	1.009	0.604	0.016	0	0	1	1	1	3
GOLPH3	-0.066	-0.026	0.014	0.204	6.047	0.811	0.021	0	0	1	1	1	11
GOLPH3L	-0.053	-0.003	0.046	0.893	3.919	0.951	0.025	0	0	1	1	1	11
GOLPH4	-0.124	-0.008	0.109	0.897	1.224	0.747	0.06	0	0	1	1	1	4
GOLT1A	-0.002	0	0.002	0.988	6.193	0.517	0.001	0	0	1	1	1	8
GOLT1B	-0.044	-0.007	0.031	0.726	3.704	0.96	0.019	0	0	1	1	1	11
GON4L	-0.139	0.021	0.181	0.793	4.582	0.333	0.082	0.004	12.693	1.145	1	1	5
GON7	-0.074	0.081	0.236	0.307	5.072	0.167	0.079	0.01	40.855	1.691	1	1	4
GOPC	-0.05	-0.02	0.011	0.214	5.272	0.872	0.016	0	0	1	1	1	11
GORAB	-0.1	0.114	0.328	0.295	1.736	0.784	0.109	0	0	1	1	1	5
GORASP1	-0.003	0.016	0.035	0.1	1.498	0.993	0.01	0	0	1	1	1	9
GORASP2	0.003	0.02	0.038	0.025	8.47	0.389	0.009	0	5.555	1.059	1	1	9
GOSR1	-0.085	0.009	0.102	0.854	6.865	0.443	0.048	0	0	1	1	1	8
GOSR2	-0.049	-0.001	0.048	0.983	4.386	0.928	0.025	0	0	1	1	1	11
GOT1	-0.099	-0.028	0.043	0.437	11.934	0.154	0.036	0.003	32.966	1.492	1	1	9
GOT1-DT	-2.142	-0.469	1.204	0.583	2.087	0.149	0.853	0.976	52.093	2.087	1	1	2
GOT1L1	-0.047	0.009	0.065	0.749	2.378	0.795	0.028	0	0	1	1	1	6
GOT2	-0.045	-0.013	0.02	0.444	1.917	0.983	0.017	0	0	1	1	1	9
GP1BA	-0.216	0.039	0.295	0.763	6.108	0.296	0.13	0.019	18.139	1.222	1	1	6
GP1BB	-0.576	-0.169	0.237	0.414	1.066	0.587	0.207	0	0	1	1	1	3
GP2	-0.123	-0.011	0.101	0.844	5.54	0.236	0.057	0.005	27.799	1.385	1	1	5
GP5	-0.087	0.003	0.094	0.94	1.395	0.925	0.046	0	0	1	1	1	6
GP6	-0.141	-0.022	0.098	0.724	0.978	0.986	0.061	0	0	1	1	1	7
GP9	-0.131	-0.019	0.093	0.736	3.763	0.584	0.057	0	0	1	1	1	6
GPA33	-0.138	-0.001	0.136	0.99	3.801	0.802	0.07	0	0	1	1	1	8
GPAA1	-0.054	-0.015	0.025	0.466	7.097	0.716	0.02	0	0	1	1	1	11
GPALPP1	-0.298	-0.028	0.241	0.836	0.701	0.873	0.138	0	0	1	1	1	4
GPAM	-0.053	-0.002	0.048	0.935	2.229	0.973	0.026	0	0	1	1	1	9
GPANK1	-0.157	-0.052	0.052	0.327	5.104	0.403	0.053	0	2.032	1.021	1	1	6
GPAT2	-0.141	-0.007	0.127	0.919	3.694	0.594	0.068	0	0	1	1	1	6
GPAT3	-0.221	-0.011	0.199	0.92	5.249	0.263	0.107	0.014	23.789	1.312	1	1	5
GPAT4	-0.407	0.082	0.57	0.743	1.471	0.225	0.249	0.042	32.007	1.471	1	1	2
GPATC1	-0.039	-0.005	0.03	0.791	0.12	0.942	0.018	0	0	1	1	1	3
GPATC3	-0.02	0.008	0.036	0.587	1.367	0.505	0.014	0	0	1	1	1	3
GPATCH1	-0.143	-0.029	0.085	0.618	2.971	0.888	0.058	0	0	1	1	1	8
GPATCH11	-0.048	0.061	0.17	0.27	4.888	0.43	0.056	0	0	1	1	1	6
GPATCH2	-0.066	0.047	0.159	0.414	7.89	0.246	0.057	0.005	23.951	1.315	1	1	7
GPATCH2L	-0.01	0.112	0.234	0.073	5.948	0.311	0.062	0.004	15.935	1.19	1	1	6
GPATCH3	-0.115	0.006	0.128	0.92	3.767	0.708	0.062	0	0	1	1	1	7
GPATCH4	-0.068	-0.012	0.045	0.682	4.57	0.918	0.029	0	0	1	1	1	11
GPATCH8	-0.14	-0.007	0.125	0.913	1.619	0.899	0.068	0	0	1	1	1	6
GPBAR1	-0.086	0.026	0.139	0.646	3.319	0.768	0.057	0	0	1	1	1	7
GPBP1	-0.057	-0.018	0.021	0.362	10.098	0.432	0.02	0	0.973	1.01	1	1	11
GPBP1L1	-0.033	0.011	0.055	0.619	3.129	0.959	0.022	0	0	1	1	1	10
GPC1	-0.035	0.005	0.045	0.811	7.413	0.493	0.021	0	0	1	1	1	9
GPC2	-0.071	-0.01	0.051	0.751	11.93	0.29	0.031	0.002	16.175	1.193	1	1	11
GPC3	-0.059	0.036	0.132	0.455	6.729	0.347	0.049	0.003	10.84	1.122	1	1	7
GPC4	-0.004	0	0.004	0.925	3.771	0.926	0.002	0	0	1	1	1	10
GPC5	-0.079	-0.025	0.03	0.375	5.557	0.697	0.028	0	0	1	1	1	9
GPC6	-0.029	0.005	0.039	0.783	5.087	0.748	0.017	0	0	1	1	1	9
GPCPD1	-0.046	0.069	0.185	0.239	5.641	0.465	0.059	0	0	1	1	1	7
GPD1	-0.065	0.089	0.243	0.259	14.486	0.013	0.079	0.022	65.484	2.897	1	1	6
GPD1L	-0.029	0.001	0.032	0.933	4.207	0.897	0.016	0	0	1	1	1	10
GPD2	-0.01	0.084	0.179	0.081	1.494	0.983	0.048	0	0	1	1	1	8
GPER	-0.275	0.098	0.47	0.608	0	0.991	0.19	0	0	1	1	1	2
GPER1	-0.077	-0.014	0.05	0.668	2.465	0.651	0.032	0	0	1	1	1	5
GPHA2	-0.197	0.049	0.294	0.698	12.615	0.027	0.125	0.047	60.365	2.523	1	1	6
GPHB5	-0.091	-0.012	0.067	0.771	2.22	0.818	0.04	0	0	1	1	1	6
GPHN	-0.018	0.012	0.041	0.447	4.21	0.937	0.015	0	0	1	1	1	11
GPI	-0.058	-0.019	0.02	0.348	5.759	0.835	0.02	0	0	1	1	1	11
GPIAP1	-0.063	-0.011	0.041	0.675	0.456	0.796	0.027	0	0	1	1	1	3
GPIHBP1	-0.038	0.002	0.042	0.915	1.819	0.769	0.02	0	0	1	1	1	5
GPKOW	-0.017	0.006	0.028	0.616	9.561	0.48	0.011	0	0	1	1	1	11
GPLD1	-0.002	0	0.002	0.989	6.15	0.725	0.001	0	0	1	1	1	10
GPM6A	-0.075	-0.002	0.071	0.964	5.866	0.662	0.037	0	0	1	1	1	9
GPM6B	-0.038	0.013	0.064	0.619	2.688	0.975	0.026	0	0	1	1	1	10
GPN1	-0.06	0.067	0.193	0.302	7.198	0.409	0.065	0.001	2.746	1.028	1	1	8
GPN2	-0.074	0.017	0.109	0.709	3.863	0.695	0.047	0	0	1	1	1	7
GPN3	-0.179	-0.031	0.117	0.684	5.851	0.44	0.076	0	0	1	1	1	7
GPNMB	-0.004	0	0.004	0.996	3.324	0.973	0.002	0	0	1	1	1	11
GPR1	-0.06	0.025	0.111	0.564	9.258	0.099	0.044	0.005	45.99	1.852	1	1	6
GPR101	-0.08	0.02	0.121	0.69	5.719	0.221	0.051	0.004	30.059	1.43	1	1	5
GPR107	-0.015	0.071	0.156	0.104	2.017	0.959	0.044	0	0	1	1	1	8
GPR108	-0.022	0.01	0.042	0.536	8.573	0.478	0.016	0	0	1	1	1	10
GPR110	-0.014	0.01	0.035	0.401	0.319	0.853	0.012	0	0	1	1	1	3
GPR111	-0.189	-0.067	0.055	0.284	2.686	0.261	0.062	0.005	25.53	1.343	1	1	3
GPR112	-0.039	0.014	0.066	0.606	0.532	0.766	0.027	0	0	1	1	1	3
GPR113	-0.045	-0.004	0.038	0.866	1.361	0.506	0.021	0	0	1	1	1	3
GPR114	-0.175	0.016	0.206	0.873	2.428	0.297	0.097	0.006	17.629	1.214	1	1	3
GPR115	-0.074	-0.01	0.055	0.771	1.391	0.499	0.033	0	0	1	1	1	3
GPR116	-0.061	-0.015	0.03	0.509	6.843	0.233	0.023	0.001	26.936	1.369	1	1	6
GPR119	-0.042	-0.018	0.005	0.123	5.153	0.641	0.012	0	0	1	1	1	8
GPR12	-0.04	-0.001	0.037	0.952	2.793	0.593	0.02	0	0	1	1	1	5
GPR123	-0.132	-0.038	0.056	0.427	2.402	0.301	0.048	0.002	16.721	1.201	1	1	3
GPR124	-0.082	0.051	0.184	0.454	2.256	0.324	0.068	0.003	11.329	1.128	1	1	3
GPR125	-0.074	0.019	0.112	0.689	1.32	0.517	0.047	0	0	1	1	1	3
GPR126	-0.02	0.006	0.032	0.64	0.234	0.889	0.013	0	0	1	1	1	3
GPR128	-0.292	-0.065	0.162	0.575	4.45	0.108	0.116	0.022	55.057	2.225	1	1	3
GPR132	-0.093	0.029	0.151	0.639	5.806	0.445	0.062	0	0	1	1	1	7
GPR133	-0.099	0.01	0.119	0.851	0.183	0.912	0.056	0	0	1	1	1	3
GPR135	-0.122	-0.055	0.012	0.109	4.135	0.764	0.034	0	0	1	1	1	8
GPR137	-0.021	0.006	0.034	0.649	5.194	0.737	0.014	0	0	1	1	1	9
GPR137B	-0.033	0.014	0.062	0.554	5.894	0.75	0.024	0	0	1	1	1	10
GPR137C	-0.039	0.006	0.051	0.785	1.852	0.869	0.023	0	0	1	1	1	6
GPR139	-0.207	-0.073	0.062	0.291	0.721	0.868	0.069	0	0	1	1	1	4
GPR141	-0.2	-0.014	0.173	0.886	2.855	0.827	0.095	0	0	1	1	1	7
GPR142	-0.195	-0.077	0.041	0.202	2.758	0.599	0.06	0	0	1	1	1	5
GPR143	-0.023	0.009	0.041	0.595	2.198	0.901	0.016	0	0	1	1	1	7
GPR144	-0.324	-0.107	0.111	0.337	0.982	0.612	0.111	0	0	1	1	1	3
GPR146	-0.02	0.089	0.197	0.109	4.401	0.623	0.055	0	0	1	1	1	7
GPR148	-0.108	0.026	0.161	0.7	3.436	0.488	0.068	0	0	1	1	1	5
GPR149	-0.137	0.006	0.149	0.93	3.47	0.325	0.073	0.003	13.545	1.157	1	1	4
GPR15	-0.035	0.011	0.057	0.633	4.97	0.664	0.023	0	0	1	1	1	8
GPR150	-0.168	-0.04	0.087	0.535	4.254	0.373	0.065	0.002	5.979	1.064	1	1	5
GPR151	-0.033	0.102	0.238	0.139	2.623	0.453	0.069	0	0	1	1	1	4
GPR152	-0.05	0.108	0.266	0.182	1.084	0.781	0.081	0	0	1	1	1	4
GPR153	-0.051	0.057	0.164	0.299	9.12	0.244	0.055	0.005	23.243	1.303	1	1	8
GPR154	-0.003	0	0.003	0.931	2.783	0.249	0.002	0	28.124	1.391	1	1	3
GPR155	-0.181	-0.073	0.036	0.189	3.706	0.813	0.055	0	0	1	1	1	8
GPR156	-0.048	0.012	0.073	0.692	0.95	0.966	0.031	0	0	1	1	1	6
GPR157	-0.024	0.061	0.147	0.159	4.334	0.632	0.044	0	0	1	1	1	7
GPR158	-0.053	-0.007	0.038	0.751	3.753	0.44	0.023	0	0	1	1	1	5
GPR15LG	-0.21	-0.047	0.116	0.575	3.872	0.144	0.083	0.01	48.348	1.936	1	1	3
GPR160	-0.157	-0.038	0.081	0.53	2.934	0.891	0.061	0	0	1	1	1	8
GPR161	-0.106	-0.025	0.055	0.536	3.981	0.679	0.041	0	0	1	1	1	7
GPR162	-0.037	-0.014	0.008	0.209	5.795	0.76	0.011	0	0	1	1	1	10
GPR17	-0.022	0.006	0.034	0.685	2.138	0.83	0.014	0	0	1	1	1	6
GPR171	-0.256	-0.095	0.066	0.247	4.305	0.635	0.082	0	0	1	1	1	7
GPR172A	-0.036	-0.003	0.03	0.85	0.923	0.921	0.017	0	0	1	1	1	5
GPR172B	-0.232	-0.042	0.149	0.668	0.008	0.929	0.097	0	0	1	1	1	2
GPR173	-0.04	0.011	0.061	0.684	4.486	0.611	0.026	0	0	1	1	1	7
GPR174	-0.089	0.044	0.178	0.514	4.662	0.701	0.068	0	0	1	1	1	8
GPR175	-0.028	0.004	0.036	0.801	0.091	0.993	0.016	0	0	1	1	1	4
GPR176	-0.241	-0.093	0.056	0.222	12.887	0.045	0.076	0.017	53.441	2.148	1	1	7
GPR176-DT	-0.14	0.019	0.178	0.814	0.487	0.485	0.081	0	0	1	1	1	2
GPR177	-0.004	0	0.004	0.974	0.994	0.803	0.002	0	0	1	1	1	4
