lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
C1orf86	-0.037	0.028	0.093	0.392	0.048	0.826	0.033	0	0	1	0.998	1	2
C1orf87	-0.155	-0.015	0.125	0.831	5.349	0.253	0.072	0.007	25.221	1.337	0.998	1	5
C1orf94	-0.155	-0.06	0.035	0.214	2.207	0.531	0.048	0	0	1	0.998	1	4
C1orf95	-0.118	-0.028	0.061	0.536	0.203	0.652	0.046	0	0	1	0.998	1	2
C1QA	-0.41	-0.052	0.306	0.777	2.874	0.579	0.183	0	0	1	0.998	1	5
C1QB	-0.271	0.134	0.539	0.517	1.537	0.82	0.207	0	0	1	0.998	1	5
C1QC	-0.427	-0.173	0.081	0.183	0.711	0.95	0.13	0	0	1	0.998	1	5
C1QL3	-0.172	0.106	0.383	0.456	2.484	0.289	0.142	0.015	19.473	1.242	0.998	1	3
C1QTNF2	-0.129	-0.037	0.055	0.428	6.207	0.184	0.047	0.004	35.553	1.552	0.998	1	5
C1QTNF3	-0.014	0.057	0.128	0.119	1.326	0.857	0.036	0	0	1	0.998	1	5
C1QTNF4	-0.037	0.043	0.124	0.29	5.284	0.259	0.041	0.002	24.298	1.321	0.998	1	5
C1QTNF5	-0.022	0.052	0.125	0.166	3.664	0.453	0.037	0	0	1	0.998	1	5
C1QTNF6	-0.14	-0.054	0.033	0.221	5.191	0.52	0.044	0	0	1	0.998	1	7
C1QTNF7	-0.053	0.007	0.068	0.815	1.274	0.866	0.031	0	0	1	0.998	1	5
C1QTNF8	-0.313	-0.111	0.09	0.28	5.324	0.15	0.103	0.018	43.656	1.775	0.998	1	4
C1QTNF9	-0.066	-0.01	0.046	0.719	3.784	0.436	0.029	0	0	1	0.998	1	5
C1QTNF9B	-0.264	0.024	0.312	0.869	1.11	0.292	0.147	0.008	9.93	1.11	0.998	1	2
C1QTNF9B-AS1	-0.199	-0.062	0.075	0.375	1.463	0.226	0.07	0.005	31.669	1.463	0.998	1	2
C1RL	-0.107	0.076	0.259	0.418	1.97	0.741	0.093	0	0	1	0.998	1	5
C1RL-AS1	-0.218	0.031	0.28	0.807	0.9	0.343	0.127	0	0	1	0.998	1	2
C1S	-0.128	-0.045	0.039	0.295	3.351	0.501	0.043	0	0	1	0.998	1	5
C20orf141	-0.395	-0.138	0.12	0.294	7.665	0.053	0.131	0.041	60.862	2.555	0.998	1	4
C20orf144	-0.165	0.096	0.358	0.471	9.866	0.02	0.133	0.046	69.592	3.289	0.998	1	4
C20orf166-AS1	-0.119	0.206	0.531	0.214	3.619	0.057	0.166	0.043	72.369	3.619	0.998	1	2
C20orf194	-0.054	0.115	0.284	0.181	1.085	0.581	0.086	0	0	1	0.998	1	3
C20orf195	-0.07	0.03	0.129	0.559	0.753	0.385	0.051	0	0	1	0.998	1	2
C20orf196	-0.25	-0.072	0.106	0.427	0.446	0.504	0.091	0	0	1	0.998	1	2
C20orf197	-0.134	0.051	0.236	0.592	1.769	0.413	0.094	0	0	1	0.998	1	3
C20orf202	-0.171	0.089	0.349	0.503	1.849	0.174	0.133	0.021	45.931	1.849	0.998	1	2
C20orf203	-0.049	0.055	0.159	0.301	0.885	0.829	0.053	0	0	1	0.998	1	4
C20orf26	-0.245	-0.056	0.133	0.56	5.148	0.023	0.096	0.015	80.574	5.148	0.998	1	2
C20orf27	-0.044	0.139	0.322	0.136	0.375	0.829	0.093	0	0	1	0.998	1	3
C20orf62	-0.798	-0.238	0.323	0.406	9.079	0.003	0.286	0.147	88.986	9.079	0.998	1	2
C20orf85	-0.048	-0.009	0.03	0.665	0.006	0.937	0.02	0	0	1	0.998	1	2
C20orf96	-0.038	0.01	0.058	0.681	2.348	0.799	0.024	0	0	1	0.998	1	6
C21orf119	-0.177	0.06	0.296	0.621	0.577	0.447	0.121	0	0	1	0.998	1	2
C21orf128	-0.218	-0.034	0.15	0.716	1.64	0.2	0.094	0.011	39.023	1.64	0.998	1	2
C21orf15	-0.31	0.166	0.642	0.494	3.836	0.05	0.243	0.093	73.932	3.836	0.998	1	2
C21orf2	-0.17	-0.017	0.135	0.824	0.012	0.914	0.078	0	0	1	0.998	1	2
C21orf37	-0.17	-0.038	0.093	0.568	0.106	0.745	0.067	0	0	1	0.998	1	2
C21orf58	-0.108	-0.049	0.009	0.1	4.578	0.47	0.03	0	0	1	0.998	1	6
C21orf59	-0.097	0.061	0.22	0.447	0.622	0.43	0.081	0	0	1	0.998	1	2
C21orf62	-0.089	-0.011	0.067	0.786	1.205	0.877	0.04	0	0	1	0.998	1	5
C21orf62-AS1	-2.363	0.692	3.747	0.657	5.214	0.022	1.559	4.032	80.822	5.214	0.998	1	2
C21orf67	-0.094	-0.018	0.058	0.645	0.144	0.704	0.039	0	0	1	0.998	1	2
C21orf88	-0.085	0.068	0.222	0.383	1.721	0.19	0.078	0.007	41.905	1.721	0.998	1	2
C21orf90	-0.079	0.165	0.409	0.185	1.64	0.2	0.124	0.017	39.038	1.64	0.998	1	2
C21orf91	-0.163	0.026	0.214	0.788	6.927	0.226	0.096	0.015	27.819	1.385	0.998	1	6
C21orf91-OT1	-0.141	-0.062	0.017	0.121	0.924	0.63	0.04	0	0	1	0.998	1	3
C22orf15	-0.064	0.088	0.24	0.255	7.727	0.172	0.077	0.011	35.29	1.545	0.998	1	6
C22orf23	-0.028	0.009	0.045	0.642	0.76	0.859	0.019	0	0	1	0.998	1	4
C22orf29	-0.179	-0.017	0.146	0.839	0.87	0.351	0.083	0	0	1	0.998	1	2
C22orf31	-0.198	-0.03	0.139	0.728	0.228	0.633	0.086	0	0	1	0.998	1	2
C22orf34	-0.038	0.104	0.246	0.151	1.698	0.428	0.073	0	0	1	0.998	1	3
C22orf39	-0.157	-0.056	0.045	0.274	0.495	0.992	0.052	0	0	1	0.998	1	6
C22orf42	-0.027	0.026	0.079	0.333	1.842	0.765	0.027	0	0	1	0.998	1	5
C2CD2	-0.273	-0.073	0.126	0.47	11.846	0.065	0.102	0.032	49.349	1.974	0.998	1	7
C2CD2L	-0.016	0.044	0.105	0.151	4.028	0.673	0.031	0	0	1	0.998	1	7
C2CD3	-0.039	0.057	0.153	0.244	5.491	0.483	0.049	0	0	1	0.998	1	7
C2CD4A	-0.04	-0.014	0.012	0.282	1.669	0.796	0.013	0	0	1	0.998	1	5
C2CD4B	-0.066	0.026	0.117	0.582	1.139	0.888	0.047	0	0	1	0.998	1	5
C2CD4C	-0.273	-0.097	0.08	0.282	7.954	0.093	0.09	0.017	49.708	1.988	0.998	1	5
C2CD4D	-0.147	0.011	0.169	0.89	3.094	0.377	0.081	0.001	3.028	1.031	0.998	1	4
C2CD5	-0.296	0.26	0.816	0.36	4.278	0.118	0.284	0.128	53.25	2.139	0.998	1	3
C2orf15	-0.135	0.017	0.168	0.827	3.085	0.379	0.077	0.001	2.741	1.028	0.998	1	4
C2orf16	-0.077	0.012	0.101	0.79	0.992	0.803	0.045	0	0	1	0.998	1	4
C2orf40	0.003	0.105	0.208	0.045	0.418	0.518	0.053	0	0	1	0.998	1	2
C2orf42	-0.146	0.173	0.493	0.287	6.54	0.088	0.163	0.051	54.13	2.18	0.998	1	4
C2orf43	-0.13	0.103	0.336	0.387	0.046	0.831	0.119	0	0	1	0.998	1	2
C2orf44	-0.215	-0.049	0.117	0.563	0.408	0.523	0.085	0	0	1	0.998	1	2
C2orf47	-0.069	0.181	0.43	0.155	0.505	0.477	0.127	0	0	1	0.998	1	2
C2orf49	-0.038	0.158	0.353	0.113	6.387	0.27	0.1	0.013	21.714	1.277	0.998	1	6
C2orf50	-0.198	-0.05	0.099	0.511	7.695	0.103	0.076	0.012	48.017	1.924	0.998	1	5
C2orf54	-0.25	-0.038	0.175	0.727	2.487	0.115	0.108	0.014	59.793	2.487	0.998	1	2
C2orf57	-0.19	-0.046	0.097	0.526	0.031	0.861	0.073	0	0	1	0.998	1	2
C2orf61	-0.031	0.018	0.067	0.477	0.007	0.935	0.025	0	0	1	0.998	1	2
C2orf66	-0.307	-0.124	0.058	0.182	2.828	0.243	0.093	0.008	29.283	1.414	0.998	1	3
C2orf68	-0.044	0.061	0.166	0.253	5.231	0.388	0.054	0.001	4.411	1.046	0.998	1	6
C2orf69	-0.145	0.02	0.185	0.81	1.732	0.885	0.084	0	0	1	0.998	1	6
C2orf70	-0.19	0.047	0.284	0.699	3.574	0.059	0.121	0.023	72.017	3.574	0.998	1	2
C2orf72	-0.11	-0.018	0.074	0.702	0.293	0.961	0.047	0	0	1	0.998	1	4
C2orf73	-0.048	0.017	0.083	0.605	0.822	0.844	0.034	0	0	1	0.998	1	4
C2orf74	-0.031	0.119	0.268	0.12	4.024	0.403	0.076	0	0.603	1.006	0.998	1	5
C2orf76	-0.188	0.16	0.508	0.368	2.598	0.458	0.177	0	0	1	0.998	1	4
C2orf78	-0.131	0.074	0.278	0.48	1.073	0.585	0.104	0	0	1	0.998	1	3
C2orf80	-0.098	0.012	0.121	0.834	4.392	0.222	0.056	0.005	31.701	1.464	0.998	1	4
C2orf81	-0.07	0.029	0.128	0.57	4.362	0.499	0.051	0	0	1	0.998	1	6
C2orf82	-0.395	-0.093	0.208	0.544	3.504	0.061	0.154	0.037	71.458	3.504	0.998	1	2
C2orf83	-0.138	-0.044	0.049	0.354	1.09	0.296	0.048	0.001	8.267	1.09	0.998	1	2
C2orf88	-0.334	-0.144	0.046	0.138	5.723	0.334	0.097	0.008	12.632	1.145	0.998	1	6
C3AR1	-0.141	0.106	0.353	0.401	10.016	0.124	0.126	0.039	40.098	1.669	0.998	1	7
C3orf14	-0.269	-0.05	0.17	0.656	0.438	0.803	0.112	0	0	1	0.998	1	3
C3orf17	-0.086	0.091	0.267	0.313	0.149	0.699	0.09	0	0	1	0.998	1	2
C3orf18	-0.173	-0.042	0.088	0.522	8.56	0.128	0.066	0.009	41.59	1.712	0.998	1	6
C3orf20	-0.096	0.073	0.242	0.397	6.622	0.157	0.086	0.014	39.592	1.655	0.998	1	5
C3orf22	-0.54	-0.098	0.344	0.665	5.113	0.024	0.226	0.085	80.443	5.113	0.998	1	2
C3orf27	-0.397	-0.143	0.112	0.271	0.129	0.719	0.13	0	0	1	0.998	1	2
C3orf30	-0.104	0.009	0.123	0.873	0.067	0.796	0.058	0	0	1	0.998	1	2
C3orf35	-0.149	-0.019	0.111	0.777	0.427	0.514	0.066	0	0	1	0.998	1	2
C3orf36	-0.121	0.015	0.15	0.833	1.307	0.253	0.069	0.004	23.487	1.307	0.998	1	2
C3orf38	0.001	0.21	0.42	0.049	5.422	0.367	0.107	0.005	7.78	1.084	0.998	1	6
C3orf43	-0.116	-0.018	0.081	0.723	0.796	0.372	0.05	0	0	1	0.998	1	2
C3orf52	-0.135	-0.019	0.097	0.746	7.753	0.17	0.059	0.007	35.51	1.551	0.998	1	6
C3orf55	-0.521	-0.14	0.242	0.473	3.736	0.053	0.195	0.059	73.232	3.736	0.998	1	2
C3orf58	-0.043	0.081	0.206	0.201	1.163	0.281	0.063	0.003	13.996	1.163	0.998	1	2
C3orf62	-0.073	0.087	0.247	0.287	4.701	0.453	0.082	0	0	1	0.998	1	6
C3orf65	-0.248	-0.036	0.176	0.741	1.492	0.222	0.108	0.013	32.977	1.492	0.998	1	2
C3orf67	-0.481	-0.209	0.063	0.131	5.579	0.018	0.139	0.032	82.076	5.579	0.998	1	2
C3orf70	-0.042	0.013	0.067	0.652	0.701	0.402	0.028	0	0	1	0.998	1	2
C3orf79	-0.013	0.029	0.071	0.181	0.016	0.898	0.021	0	0	1	0.998	1	2
C3orf80	-0.093	-0.036	0.022	0.226	0.988	0.912	0.029	0	0	1	0.998	1	5
C3orf84	-0.405	-0.131	0.143	0.35	0.26	0.61	0.14	0	0	1	0.998	1	2
C3P1	-0.173	-0.082	0.008	0.075	0.036	0.849	0.046	0	0	1	0.998	1	2
C4A	-0.233	-0.116	0.001	0.053	1.096	0.982	0.06	0	0	1	0.998	1	7
C4BPA	-0.796	0.098	0.992	0.83	3.605	0.307	0.456	0.145	16.774	1.202	0.998	1	4
C4BPB	-0.21	0.063	0.336	0.653	7.91	0.019	0.139	0.041	74.715	3.955	0.998	1	3
C4orf17	-0.202	-0.096	0.01	0.077	3.541	0.316	0.054	0.002	15.275	1.18	0.998	1	4
C4orf19	-0.245	-0.098	0.048	0.188	7.561	0.056	0.075	0.013	60.321	2.52	0.998	1	4
C4orf22	-0.381	-0.088	0.204	0.554	4.455	0.035	0.149	0.036	77.551	4.455	0.998	1	2
C4orf26	-0.025	0.009	0.043	0.608	0.064	0.801	0.017	0	0	1	0.998	1	2
C4orf27	-0.087	0.075	0.237	0.366	0.001	0.981	0.083	0	0	1	0.998	1	2
C4orf29	-0.119	0.129	0.377	0.306	1.509	0.219	0.127	0.011	33.735	1.509	0.998	1	2
C4orf3	-0.13	0.047	0.224	0.6	7.084	0.214	0.09	0.014	29.414	1.417	0.998	1	6
C4orf32	-0.257	-0.029	0.199	0.8	0.152	0.697	0.116	0	0	1	0.998	1	2
C4orf33	-0.104	-0.028	0.048	0.469	3.318	0.651	0.039	0	0	1	0.998	1	6
C4orf36	-0.094	0.032	0.159	0.616	11.756	0.019	0.065	0.011	65.976	2.939	0.998	1	5
C4orf45	-0.183	-0.032	0.119	0.677	1.861	0.173	0.077	0.008	46.261	1.861	0.998	1	2
C4orf46	0.004	0.151	0.298	0.045	2.155	0.827	0.075	0	0	1	0.998	1	6
C4orf50	-0.028	0.195	0.417	0.086	0.067	0.795	0.114	0	0	1	0.998	1	2
C4orf51	-0.391	-0.09	0.211	0.559	9.923	0.019	0.154	0.055	69.768	3.308	0.998	1	4
C4orf6	-0.189	0.101	0.39	0.495	1.978	0.16	0.148	0.029	49.454	1.978	0.998	1	2
C5	-0.141	0.122	0.384	0.363	14.591	0.024	0.134	0.061	58.88	2.432	0.998	1	7
C5AR1	-0.239	-0.075	0.09	0.374	7.391	0.286	0.084	0.009	18.822	1.232	0.998	1	7
C5orf15	-0.069	0.083	0.234	0.285	7.002	0.22	0.077	0.01	28.594	1.4	0.998	1	6
C5orf20	-0.066	0.04	0.147	0.457	0.158	0.691	0.054	0	0	1	0.998	1	2
C5orf27	-0.483	-0.087	0.308	0.664	5.001	0.025	0.202	0.067	80.004	5.001	0.998	1	2
C5orf28	-0.153	0.214	0.582	0.252	1.295	0.255	0.187	0.016	22.782	1.295	0.998	1	2
C5orf30	-0.091	0.113	0.316	0.277	1.117	0.572	0.104	0	0	1	0.998	1	3
C5orf42	-0.353	-0.114	0.125	0.348	3.759	0.053	0.122	0.023	73.399	3.759	0.998	1	2
C5orf45	-0.176	-0.012	0.153	0.889	0.021	0.884	0.084	0	0	1	0.998	1	2
C5orf46	-0.05	0.049	0.148	0.336	0.856	0.836	0.05	0	0	1	0.998	1	4
C5orf47	-0.106	-0.011	0.084	0.821	3.074	0.546	0.048	0	0	1	0.998	1	5
C5orf49	-0.241	-0.075	0.091	0.375	1.782	0.182	0.085	0.009	43.892	1.782	0.998	1	2
C5orf51	-0.097	0.032	0.161	0.63	0.353	0.838	0.066	0	0	1	0.998	1	3
C5orf52	-0.208	0.078	0.365	0.591	6.905	0.032	0.146	0.045	71.037	3.453	0.998	1	3
C5orf55	-0.183	-0.03	0.123	0.7	0.456	0.499	0.078	0	0	1	0.998	1	2
C5orf58	-0.132	-0.02	0.092	0.731	7.164	0.209	0.057	0.006	30.208	1.433	0.998	1	6
C5orf64	-0.17	-0.035	0.1	0.613	1.14	0.286	0.069	0.002	12.243	1.14	0.998	1	2
C5orf66	-0.027	0.081	0.189	0.143	0.118	0.731	0.055	0	0	1	0.998	1	2
C6	-0.196	-0.061	0.075	0.381	6.907	0.141	0.069	0.01	42.087	1.727	0.998	1	5
C6orf1	-0.219	0.119	0.458	0.49	3.208	0.073	0.173	0.043	68.83	3.208	0.998	1	2
C6orf10	-0.05	-0.006	0.038	0.796	0.635	0.426	0.022	0	0	1	0.998	1	2
C6orf118	-0.019	0.029	0.077	0.23	1.404	0.705	0.024	0	0	1	0.998	1	4
C6orf120	-0.024	0.233	0.49	0.075	0.93	0.818	0.131	0	0	1	0.998	1	4
C6orf123	-0.081	-0.037	0.007	0.096	0.846	0.358	0.022	0	0	1	0.998	1	2
C6orf132	-0.262	-0.093	0.077	0.284	12.878	0.012	0.086	0.02	68.94	3.22	0.998	1	5
C6orf136	-0.25	-0.024	0.202	0.835	15.742	0.008	0.115	0.048	68.238	3.148	0.998	1	6
C6orf147	-0.034	0.009	0.051	0.696	0.728	0.394	0.022	0	0	1	0.998	1	2
C6orf15	-0.048	0.102	0.252	0.183	7.519	0.057	0.077	0.014	60.101	2.506	0.998	1	4
C6orf163	-0.151	-0.025	0.1	0.695	2.58	0.764	0.064	0	0	1	0.998	1	6
C6orf164	-0.06	0.013	0.086	0.721	0.292	0.589	0.037	0	0	1	0.998	1	2
C6orf165	-0.272	-0.095	0.083	0.296	1.664	0.197	0.09	0.007	39.898	1.664	0.998	1	2
C6orf195	-0.037	0.194	0.425	0.099	4.106	0.043	0.118	0.021	75.643	4.106	0.998	1	2
C6orf201	-0.071	0.012	0.096	0.769	0.001	0.98	0.043	0	0	1	0.998	1	2
C6orf203	-0.093	0.196	0.486	0.184	0.842	0.657	0.148	0	0	1	0.998	1	3
C6orf211	-0.144	0.17	0.484	0.288	0.223	0.636	0.16	0	0	1	0.998	1	2
C6orf223	-0.446	-0.136	0.174	0.391	7.539	0.006	0.158	0.044	86.735	7.539	0.998	1	2
C6orf226	-0.09	0.04	0.171	0.544	2.038	0.844	0.066	0	0	1	0.998	1	6
C6orf25	-0.042	0.034	0.111	0.382	0.839	0.36	0.039	0	0	1	0.998	1	2
C6orf47	-0.116	0.019	0.153	0.788	8.334	0.139	0.069	0.011	40.002	1.667	0.998	1	6
C6orf48	-0.282	0.086	0.455	0.647	0.021	0.884	0.188	0	0	1	0.998	1	2
C6orf52	-0.54	-0.154	0.232	0.435	7.793	0.005	0.197	0.069	87.168	7.793	0.998	1	2
C6orf57	-0.137	0.204	0.544	0.241	0.959	0.327	0.174	0	0	1	0.998	1	2
C6orf58	-0.017	0.022	0.061	0.259	0.129	0.72	0.02	0	0	1	0.998	1	2
C6orf62	-0.103	0.022	0.147	0.728	5.645	0.342	0.064	0.003	11.424	1.129	0.998	1	6
C6orf89	-0.035	0.065	0.165	0.201	4.147	0.528	0.051	0	0	1	0.998	1	6
C6orf99	-0.021	0.02	0.061	0.341	0.016	0.898	0.021	0	0	1	0.998	1	2
C7	-0.153	-0.061	0.031	0.194	3.344	0.502	0.047	0	0	1	0.998	1	5
C7orf13	-0.027	0.061	0.149	0.171	0.576	0.448	0.045	0	0	1	0.998	1	2
C7orf25	-0.061	0.118	0.297	0.196	0.473	0.789	0.091	0	0	1	0.998	1	3
C7orf31	-0.14	0.029	0.198	0.738	0.326	0.849	0.086	0	0	1	0.998	1	3
C7orf33	-0.12	0.063	0.245	0.501	2.232	0.135	0.093	0.012	55.204	2.232	0.998	1	2
C7orf34	-0.117	-0.046	0.025	0.201	0.001	0.971	0.036	0	0	1	0.998	1	2
C7orf43	-0.358	-0.154	0.05	0.139	0.195	0.658	0.104	0	0	1	0.998	1	2
C7orf49	-0.148	-0.018	0.111	0.78	0.268	0.605	0.066	0	0	1	0.998	1	2
C7orf50	-0.177	-0.059	0.058	0.324	1.886	0.865	0.06	0	0	1	0.998	1	6
C7orf55	-0.104	0.181	0.467	0.213	0.191	0.662	0.146	0	0	1	0.998	1	2
C7orf57	-0.053	0.004	0.061	0.893	0.929	0.818	0.029	0	0	1	0.998	1	4
C7orf60	-0.111	0.119	0.35	0.311	0.038	0.845	0.118	0	0	1	0.998	1	2
C7orf61	-0.165	-0.04	0.085	0.529	0.803	0.669	0.064	0	0	1	0.998	1	3
C7orf62	-0.034	0.037	0.107	0.306	0.093	0.76	0.036	0	0	1	0.998	1	2
C7orf63	-0.082	-0.006	0.07	0.877	0.593	0.441	0.039	0	0	1	0.998	1	2
C7orf69	-0.295	0.185	0.665	0.451	9.012	0.003	0.245	0.108	88.904	9.012	0.998	1	2
C7orf71	-0.068	0.05	0.167	0.406	2.359	0.125	0.06	0.005	57.614	2.359	0.998	1	2
C7orf73	-0.429	-0.177	0.075	0.168	0.088	0.767	0.128	0	0	1	0.998	1	2
C8A	-0.557	-0.177	0.203	0.361	15.334	0	0.194	0.084	86.957	7.667	0.998	1	3
C8B	-0.014	0.021	0.055	0.239	1.386	0.5	0.017	0	0	1	0.998	1	3
C8G	-0.23	-0.066	0.097	0.427	3.626	0.163	0.083	0.01	44.848	1.813	0.998	1	3
C8orf12	-0.044	0.032	0.108	0.414	0.073	0.786	0.039	0	0	1	0.998	1	2
C8orf22	-0.175	-0.044	0.087	0.508	2.902	0.088	0.067	0.006	65.542	2.902	0.998	1	2
C8orf31	0	0.039	0.079	0.053	0.556	0.757	0.02	0	0	1	0.998	1	3
C8orf33	-0.139	-0.021	0.098	0.731	4.705	0.453	0.06	0	0	1	0.998	1	6
C8orf34	-0.106	-0.011	0.083	0.813	5.019	0.285	0.048	0.002	20.311	1.255	0.998	1	5
C8orf37	-0.002	0.181	0.363	0.053	1.129	0.569	0.093	0	0	1	0.998	1	3
C8orf4	-0.179	-0.06	0.06	0.328	1.3	0.254	0.061	0.003	23.063	1.3	0.998	1	2
C8orf44	-0.086	0.095	0.277	0.303	0.076	0.962	0.093	0	0	1	0.998	1	3
C8orf46	-0.199	0.162	0.524	0.38	5.971	0.015	0.185	0.058	83.252	5.971	0.998	1	2
C8orf48	-0.052	0.04	0.132	0.398	3.613	0.306	0.047	0.002	16.976	1.204	0.998	1	4
C8orf58	-0.137	0.018	0.174	0.817	6.807	0.235	0.079	0.01	26.546	1.361	0.998	1	6
C8orf59	-0.294	0.096	0.485	0.63	0	0.985	0.199	0	0	1	0.998	1	2
C8orf60	-0.359	-0.063	0.233	0.679	0.559	0.454	0.151	0	0	1	0.998	1	2
C8orf66	-0.035	0.07	0.175	0.191	0.312	0.576	0.054	0	0	1	0.998	1	2
C8orf74	-0.057	0.085	0.227	0.243	2.118	0.146	0.072	0.006	52.777	2.118	0.998	1	2
C8orf76	-0.084	0.16	0.404	0.198	0.357	0.949	0.125	0	0	1	0.998	1	4
C8orf82	-0.502	-0.087	0.328	0.681	8.998	0.029	0.212	0.1	66.658	2.999	0.998	1	4
C8orf88	-0.168	-0.024	0.12	0.74	3.427	0.489	0.073	0	0	1	0.998	1	5
C8orf89	-0.162	0.027	0.216	0.776	2.241	0.134	0.096	0.01	55.382	2.241	0.998	1	2
C9	-0.154	0.012	0.177	0.889	8.447	0.077	0.085	0.016	52.646	2.112	0.998	1	5
C9orf106	-0.153	0.037	0.227	0.705	0.418	0.518	0.097	0	0	1	0.998	1	2
C9orf114	-0.147	0.155	0.457	0.315	2.616	0.106	0.154	0.03	61.776	2.616	0.998	1	2
C9orf116	-0.332	-0.108	0.116	0.344	3.565	0.059	0.114	0.019	71.951	3.565	0.998	1	2
C9orf117	-0.068	0.011	0.091	0.779	0.573	0.449	0.04	0	0	1	0.998	1	2
C9orf131	-0.114	0.028	0.17	0.699	2.09	0.554	0.073	0	0	1	0.998	1	4
C9orf135	-0.456	-0.14	0.176	0.386	2.505	0.113	0.161	0.031	60.086	2.505	0.998	1	2
C9orf139	-0.316	0.028	0.372	0.873	0.079	0.778	0.176	0	0	1	0.998	1	2
C9orf142	-0.118	0.124	0.366	0.316	0.158	0.691	0.124	0	0	1	0.998	1	2
C9orf153	-0.509	-0.226	0.057	0.118	0.032	0.859	0.144	0	0	1	0.998	1	2
C9orf156	-0.085	0.098	0.282	0.293	0.032	0.857	0.094	0	0	1	0.998	1	2
C9orf16	-0.274	-0.043	0.188	0.714	0.544	0.762	0.118	0	0	1	0.998	1	3
C9orf163	-0.742	-0.118	0.507	0.712	9.399	0.009	0.319	0.202	78.721	4.699	0.998	1	3
C9orf172	-0.198	0.016	0.231	0.882	0.439	0.508	0.109	0	0	1	0.998	1	2
C9orf173	-0.93	-0.09	0.749	0.833	1.786	0.181	0.429	0.227	44.021	1.786	0.998	1	2
C9orf24	-0.016	0.013	0.042	0.375	0.559	0.454	0.015	0	0	1	0.998	1	2
C9orf3	-0.276	-0.045	0.186	0.704	4.708	0.03	0.118	0.023	78.758	4.708	0.998	1	2
C9orf37	-0.156	0.028	0.212	0.765	0.382	0.537	0.094	0	0	1	0.998	1	2
C9orf40	-0.105	0.016	0.138	0.791	2.18	0.824	0.062	0	0	1	0.998	1	6
C9orf41	-0.138	0.021	0.18	0.796	0.649	0.42	0.081	0	0	1	0.998	1	2
C9orf43	-0.025	0.004	0.033	0.791	0.013	0.994	0.015	0	0	1	0.998	1	3
C9orf47	-0.137	-0.023	0.09	0.688	0.194	0.659	0.058	0	0	1	0.998	1	2
C9orf50	-0.168	-0.065	0.038	0.218	0.467	0.926	0.053	0	0	1	0.998	1	4
C9orf53	-0.044	0.051	0.147	0.294	0.681	0.409	0.049	0	0	1	0.998	1	2
C9orf57	-0.217	-0.039	0.14	0.673	10.687	0.014	0.091	0.023	71.928	3.562	0.998	1	4
C9orf62	-0.431	-0.06	0.311	0.752	1.998	0.158	0.189	0.046	49.948	1.998	0.998	1	2
C9orf64	-0.137	0.012	0.162	0.87	1.721	0.423	0.076	0	0	1	0.998	1	3
C9orf66	-0.097	0.164	0.425	0.218	5.514	0.063	0.133	0.031	63.728	2.757	0.998	1	3
C9orf69	-0.004	0.186	0.375	0.055	1.155	0.283	0.097	0.003	13.387	1.155	0.998	1	2
C9orf72	-0.109	0.05	0.21	0.537	7.027	0.219	0.081	0.011	28.85	1.405	0.998	1	6
C9orf78	-0.178	-0.021	0.135	0.789	2.903	0.715	0.08	0	0	1	0.998	1	6
C9orf85	-0.032	0.114	0.261	0.126	6.573	0.254	0.075	0.008	23.928	1.315	0.998	1	6
C9orf9	-0.151	-0.045	0.062	0.41	0.129	0.72	0.054	0	0	1	0.998	1	2
CA1	-0.167	-0.037	0.092	0.571	3.604	0.608	0.066	0	0	1	0.998	1	6
CA10	-0.074	-0.027	0.021	0.277	2.891	0.576	0.024	0	0	1	0.998	1	5
CA11	-0.164	-0.027	0.109	0.695	5.159	0.524	0.07	0	0	1	0.998	1	7
CA12	-0.096	-0.043	0.011	0.118	1.14	0.95	0.027	0	0	1	0.998	1	6
CA13	-0.008	0.09	0.189	0.072	4.806	0.569	0.05	0	0	1	0.998	1	7
CA2	-0.43	-0.156	0.117	0.263	12.761	0.047	0.14	0.058	52.981	2.127	0.998	1	7
CA4	-0.088	0.037	0.163	0.56	5.091	0.532	0.064	0	0	1	0.998	1	7
CA5A	-0.089	-0.033	0.024	0.263	1.003	0.606	0.029	0	0	1	0.998	1	3
CA5B	-0.014	0.156	0.326	0.072	3.832	0.429	0.087	0	0	1	0.998	1	5
CA5BP1	-0.212	-0.028	0.155	0.763	0.546	0.761	0.094	0	0	1	0.998	1	3
CA6	-0.137	-0.065	0.007	0.077	6.111	0.411	0.037	0	1.809	1.018	0.998	1	7
CA7	-0.018	0.076	0.169	0.113	5.185	0.269	0.048	0.003	22.856	1.296	0.998	1	5
CA8	-0.056	0.023	0.102	0.567	4.268	0.641	0.04	0	0	1	0.998	1	7
CA9	-0.296	-0.126	0.044	0.146	11.755	0.019	0.087	0.023	65.971	2.939	0.998	1	5
CAAP1	-0.1	0.048	0.196	0.526	2.168	0.705	0.076	0	0	1	0.998	1	5
CAB39L	-0.112	0.018	0.149	0.785	11.861	0.065	0.067	0.012	49.416	1.977	0.998	1	7
CABCOCO1	-0.415	-0.102	0.21	0.521	2.273	0.132	0.16	0.029	56.015	2.273	0.998	1	2
CABIN1	-0.194	0.018	0.229	0.869	8.674	0.193	0.108	0.024	30.827	1.446	0.998	1	7
