lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
EVX2	-0.206	-0.059	0.089	0.437	1.118	0.891	0.075	0	0	1	1	1	5
EWSR1	-0.024	0	0.023	0.983	6.53	0.769	0.012	0	0	1	1	1	11
EXD1	0.014	0.069	0.123	0.013	4.939	0.552	0.028	0	0	1	1	1	7
EXD2	-0.359	-0.136	0.087	0.233	8.076	0.152	0.114	0.026	38.085	1.615	1	1	6
EXD3	-0.081	0.013	0.107	0.788	6.043	0.535	0.048	0	0	1	1	1	8
EXDL2	-0.033	-0.007	0.018	0.575	0.649	0.723	0.013	0	0	1	1	1	3
EXO1	-0.025	0.097	0.219	0.121	9.141	0.243	0.062	0.007	23.423	1.306	1	1	8
EXO5	-0.12	-0.026	0.069	0.594	5.957	0.31	0.048	0.002	16.067	1.191	1	1	6
EXOC1	-0.045	-0.009	0.027	0.621	4.123	0.942	0.018	0	0	1	1	1	11
EXOC2	-0.027	0.006	0.039	0.721	5.047	0.888	0.017	0	0	1	1	1	11
EXOC3	-0.094	-0.012	0.07	0.779	4.85	0.678	0.042	0	0	1	1	1	8
EXOC3L1	-0.162	0.004	0.171	0.961	6.097	0.107	0.085	0.014	50.798	2.032	1	1	4
EXOC3L2	-0.178	0.067	0.312	0.593	2.567	0.277	0.125	0.012	22.09	1.284	1	1	3
EXOC3L4	-0.11	-0.02	0.071	0.673	4.299	0.367	0.046	0.001	6.963	1.075	1	1	5
EXOC4	-0.067	0.043	0.153	0.444	3.557	0.829	0.056	0	0	1	1	1	8
EXOC5	-0.072	0.029	0.13	0.571	4.015	0.778	0.052	0	0	1	1	1	8
EXOC6	-0.047	-0.003	0.041	0.887	3.339	0.972	0.022	0	0	1	1	1	11
EXOC6B	-0.181	-0.083	0.014	0.094	7.779	0.255	0.05	0.004	22.869	1.296	1	1	7
EXOC7	-0.014	0.016	0.046	0.305	5.418	0.712	0.015	0	0	1	1	1	9
EXOC8	-0.11	0.005	0.12	0.937	2.392	0.935	0.059	0	0	1	1	1	8
EXOG	-0.08	-0.004	0.072	0.911	3.46	0.629	0.039	0	0	1	1	1	6
EXOSC1	-0.01	0.019	0.048	0.204	0.683	1	0.015	0	0	1	1	1	10
EXOSC10	0.008	0.04	0.073	0.015	2.904	0.984	0.017	0	0	1	1	1	11
EXOSC10-AS1	-0.168	0.047	0.261	0.671	0.237	0.626	0.11	0	0	1	1	1	2
EXOSC2	-0.09	-0.035	0.02	0.214	12.04	0.282	0.028	0.001	16.947	1.204	1	1	11
EXOSC3	-0.066	-0.03	0.005	0.093	5.307	0.87	0.018	0	0	1	1	1	11
EXOSC4	-0.06	-0.004	0.052	0.884	13.831	0.181	0.028	0.002	27.7	1.383	1	1	11
EXOSC5	-0.046	-0.013	0.02	0.425	5.949	0.82	0.017	0	0	1	1	1	11
EXOSC6	-0.065	0.003	0.072	0.926	12.995	0.163	0.035	0.003	30.74	1.444	1	1	10
EXOSC7	-0.047	-0.021	0.005	0.121	7.224	0.704	0.013	0	0	1	1	1	11
EXOSC8	-0.008	0.02	0.047	0.166	5.087	0.885	0.014	0	0	1	1	1	11
EXOSC9	-0.032	-0.001	0.03	0.942	6.455	0.694	0.016	0	0	1	1	1	10
EXPH5	-0.007	0	0.007	0.964	17.829	0.058	0.004	0	43.912	1.783	1	1	11
EXT1	-0.056	0.008	0.072	0.806	11.332	0.332	0.033	0.001	11.757	1.133	1	1	11
EXT2	-0.046	-0.008	0.029	0.67	12.587	0.248	0.019	0.001	20.55	1.259	1	1	11
EXTL1	-0.004	0	0.004	0.997	2.776	0.905	0.002	0	0	1	1	1	8
EXTL2	-0.098	-0.037	0.024	0.24	7.121	0.416	0.031	0	1.695	1.017	1	1	8
EXTL3	-0.025	0.012	0.05	0.51	10.13	0.429	0.019	0	1.284	1.013	1	1	11
EXTL3-AS1	-0.399	-0.042	0.314	0.817	4.287	0.117	0.182	0.055	53.344	2.143	1	1	3
EYA1	-0.055	0.079	0.213	0.249	8.398	0.078	0.068	0.011	52.367	2.099	1	1	5
EYA2	-0.087	-0.024	0.039	0.454	12.177	0.143	0.032	0.003	34.3	1.522	1	1	9
EYA3	-0.166	-0.066	0.034	0.198	6.834	0.337	0.051	0.002	12.199	1.139	1	1	7
EYA4	-0.111	-0.014	0.083	0.782	7.685	0.174	0.049	0.005	34.934	1.537	1	1	6
EYS	-0.12	0.006	0.132	0.924	13.334	0.038	0.064	0.012	55.003	2.222	1	1	7
EZH1	-0.156	0.018	0.191	0.843	14.035	0.051	0.088	0.027	50.125	2.005	1	1	8
EZH2	-0.213	-0.026	0.161	0.782	0.847	0.991	0.095	0	0	1	1	1	7
EZR	-0.125	0.01	0.146	0.884	1.627	0.951	0.069	0	0	1	1	1	7
EZR-AS1	-0.692	-0.257	0.178	0.246	0.686	0.407	0.222	0	0	1	1	1	2
F10	-0.063	0.013	0.09	0.732	2.297	0.807	0.039	0	0	1	1	1	6
F11	-0.048	0.018	0.083	0.595	1.831	0.767	0.033	0	0	1	1	1	5
F11-AS1	-0.154	-0.029	0.096	0.649	0.002	0.964	0.064	0	0	1	1	1	2
F11R	-0.075	0.056	0.188	0.402	4.378	0.626	0.067	0	0	1	1	1	7
F12	-0.004	0	0.004	0.982	3.463	0.943	0.002	0	0	1	1	1	10
F13A1	-0.255	0.032	0.319	0.828	3.803	0.578	0.146	0	0	1	1	1	6
F13B	-0.106	0.018	0.141	0.781	3.437	0.179	0.063	0.006	41.815	1.719	1	1	3
F2	-0.054	0.036	0.126	0.435	4.807	0.44	0.046	0	0	1	1	1	6
F2R	-0.05	-0.008	0.033	0.701	15.11	0.088	0.021	0.001	40.437	1.679	1	1	10
F2RL1	-0.248	-0.056	0.137	0.569	8.569	0.199	0.098	0.018	29.981	1.428	1	1	7
F2RL2	-0.064	-0.016	0.033	0.531	1.955	0.924	0.025	0	0	1	1	1	7
F2RL3	-0.032	-0.004	0.024	0.764	3.133	0.792	0.014	0	0	1	1	1	7
F3	-0.065	0.016	0.098	0.693	5.199	0.636	0.042	0	0	1	1	1	8
F5	-0.333	0.031	0.396	0.866	4.553	0.336	0.186	0.023	12.151	1.138	1	1	5
F7	-0.075	0.022	0.119	0.655	0.995	0.911	0.05	0	0	1	1	1	5
F8	-0.348	-0.087	0.174	0.514	8.158	0.148	0.133	0.038	38.712	1.632	1	1	6
F8A1	-0.04	0.006	0.052	0.791	10.798	0.29	0.024	0.001	16.654	1.2	1	1	10
F8A2	-0.131	0.141	0.412	0.309	0.294	0.588	0.139	0	0	1	1	1	2
F9	-0.054	-0.009	0.035	0.682	3.007	0.557	0.023	0	0	1	1	1	5
FA2H	-0.004	0	0.004	0.94	4.433	0.881	0.002	0	0	1	1	1	10
FAAH	0.012	0.056	0.1	0.012	2.667	0.976	0.022	0	0	1	1	1	10
FAAH2	-0.062	0.189	0.441	0.14	16.183	0.006	0.128	0.06	69.104	3.237	1	1	6
FAAP100	-0.209	-0.047	0.114	0.565	2.006	0.367	0.082	0.001	0.302	1.003	1	1	3
FAAP20	-0.498	-0.055	0.388	0.808	0.24	0.887	0.226	0	0	1	1	1	3
FAAP24	-0.52	-0.159	0.202	0.389	4.941	0.085	0.184	0.051	59.521	2.47	1	1	3
FABP1	-0.06	0.064	0.187	0.315	4.809	0.186	0.063	0.006	37.611	1.603	1	1	4
FABP12	-0.149	-0.038	0.072	0.496	3.911	0.418	0.057	0	0	1	1	1	5
FABP2	-0.192	0.069	0.329	0.605	4.216	0.239	0.133	0.021	28.84	1.405	1	1	4
FABP3	-0.073	-0.025	0.023	0.304	10.021	0.187	0.025	0.001	30.149	1.432	1	1	8
FABP4	-0.044	-0.013	0.018	0.41	3.181	0.528	0.016	0	0	1	1	1	5
FABP5	-0.266	0.024	0.313	0.873	6.287	0.279	0.148	0.027	20.465	1.257	1	1	6
FABP6	-0.004	0	0.004	0.974	4.371	0.627	0.002	0	0	1	1	1	7
FABP7	-0.051	-0.008	0.035	0.712	0.701	0.994	0.022	0	0	1	1	1	7
FABP9	-0.35	-0.141	0.068	0.187	1.541	0.463	0.107	0	0	1	1	1	3
FADD	-0.037	0.013	0.064	0.605	15.365	0.119	0.026	0.002	34.917	1.537	1	1	11
FADS1	-0.043	0.02	0.082	0.535	7.364	0.691	0.032	0	0	1	1	1	11
FADS2	-0.096	0.006	0.107	0.915	2.561	0.922	0.052	0	0	1	1	1	8
FADS3	-0.11	0.02	0.151	0.759	10.7	0.152	0.066	0.011	34.577	1.529	1	1	8
FADS6	-0.037	0.015	0.067	0.571	3.595	0.609	0.027	0	0	1	1	1	6
FAF1	0.007	0.04	0.073	0.018	0.955	1	0.017	0	0	1	1	1	11
FAF2	-0.129	-0.023	0.083	0.671	6.122	0.41	0.054	0	1.997	1.02	1	1	7
FAH	-0.002	0	0.002	0.987	3.892	0.952	0.001	0	0	1	1	1	11
FAHD1	-0.052	0.003	0.059	0.905	13.588	0.193	0.028	0.002	26.404	1.359	1	1	11
FAHD2A	-0.02	0.009	0.037	0.539	2.816	0.945	0.015	0	0	1	1	1	9
FAHD2B	0.006	0.034	0.061	0.016	5.02	0.413	0.014	0	0.4	1.004	1	1	6
FAHD2CP	-0.809	-0.189	0.431	0.55	3.114	0.078	0.316	0.149	67.89	3.114	1	1	2
FAIM	-0.064	-0.013	0.038	0.61	2.826	0.971	0.026	0	0	1	1	1	10
FAIM2	-0.02	0.007	0.033	0.632	9.005	0.437	0.014	0	0.06	1.001	1	1	10
FAIM3	-0.396	-0.138	0.121	0.296	0.778	0.678	0.132	0	0	1	1	1	3
FALZ	-0.021	0.012	0.044	0.487	4.328	0.228	0.017	0	30.678	1.443	1	1	4
FAM100A	-0.087	-0.006	0.075	0.887	9.936	0.042	0.042	0.004	59.741	2.484	1	1	5
FAM100B	-0.004	0	0.004	0.97	0.593	0.964	0.002	0	0	1	1	1	5
FAM101A	-0.002	0	0.002	0.931	2.836	0.725	0.001	0	0	1	1	1	6
FAM101B	-0.225	0.039	0.303	0.772	1.461	0.482	0.134	0	0	1	1	1	3
FAM102A	-0.014	0.032	0.078	0.172	3.313	0.769	0.023	0	0	1	1	1	7
FAM102B	-0.063	-0.014	0.035	0.576	3.98	0.679	0.025	0	0	1	1	1	7
FAM103A1	-0.033	-0.001	0.031	0.958	1.759	0.881	0.016	0	0	1	1	1	6
FAM104A	-0.04	0	0.041	0.982	2.788	0.835	0.021	0	0	1	1	1	7
FAM104B	-0.041	0.095	0.23	0.172	2.984	0.394	0.069	0	0	1	1	1	4
FAM105A	-0.377	-0.093	0.192	0.524	3.523	0.172	0.145	0.027	43.225	1.761	1	1	3
FAM105B	-0.441	0.299	1.038	0.429	8.136	0.004	0.377	0.251	87.709	8.136	1	1	2
FAM106A	-0.211	-0.002	0.206	0.983	0.064	0.8	0.106	0	0	1	1	1	2
FAM107A	-0.037	0.01	0.058	0.669	2.767	0.837	0.024	0	0	1	1	1	7
FAM107B	-0.048	0.032	0.112	0.435	7.223	0.406	0.041	0.001	3.093	1.032	1	1	8
FAM108A1	-0.533	-0.206	0.121	0.217	0.29	0.59	0.167	0	0	1	1	1	2
FAM108A2	-0.087	-0.04	0.006	0.092	0.319	0.852	0.024	0	0	1	1	1	3
FAM108B1	-0.254	-0.029	0.196	0.801	0.695	0.405	0.115	0	0	1	1	1	2
FAM109A	-0.166	0.108	0.382	0.441	1.447	0.485	0.14	0	0	1	1	1	3
FAM109B	-0.368	0.122	0.611	0.626	5.809	0.055	0.25	0.113	65.569	2.904	1	1	3
FAM10A7	-0.039	0.004	0.046	0.87	0.682	0.878	0.022	0	0	1	1	1	4
FAM110A	-0.151	0.025	0.2	0.784	1.24	0.941	0.09	0	0	1	1	1	6
FAM110B	-0.025	0.01	0.044	0.581	0.536	0.97	0.018	0	0	1	1	1	5
FAM110C	-0.079	0.008	0.095	0.862	2.533	0.469	0.044	0	0	1	1	1	4
FAM111A	-0.06	-0.007	0.046	0.799	5.649	0.686	0.027	0	0	1	1	1	9
FAM111B	-0.316	-0.073	0.17	0.555	5.774	0.217	0.124	0.024	30.724	1.443	1	1	5
FAM113A	-0.045	-0.006	0.033	0.769	1.434	0.838	0.02	0	0	1	1	1	5
FAM113B	-0.447	-0.109	0.229	0.528	0.079	0.779	0.172	0	0	1	1	1	2
FAM114A1	-0.126	0.175	0.476	0.255	8.78	0.067	0.154	0.055	54.442	2.195	1	1	5
FAM114A2	-0.181	0.017	0.216	0.863	1.297	0.862	0.101	0	0	1	1	1	5
FAM115A	-0.144	-0.047	0.051	0.346	0.623	0.732	0.05	0	0	1	1	1	3
FAM115C	-0.055	0.004	0.062	0.901	0.066	0.968	0.03	0	0	1	1	1	3
FAM116A	-0.732	-0.232	0.267	0.362	3.104	0.078	0.255	0.09	67.785	3.104	1	1	2
FAM116B	-0.356	-0.016	0.323	0.924	0.117	0.733	0.173	0	0	1	1	1	2
FAM117A	-0.158	0.011	0.179	0.903	3.755	0.585	0.086	0	0	1	1	1	6
FAM117B	-0.308	-0.142	0.024	0.093	2.716	0.744	0.085	0	0	1	1	1	6
FAM118A	-0.067	0.273	0.613	0.115	4.425	0.49	0.173	0	0	1	1	1	6
FAM118B	-0.011	0.116	0.242	0.073	3.618	0.606	0.065	0	0	1	1	1	6
FAM119A	-0.032	0	0.033	0.976	0.443	0.931	0.017	0	0	1	1	1	4
FAM120A	-0.031	0.004	0.039	0.828	12.885	0.168	0.018	0.001	30.15	1.432	1	1	10
FAM120AOS	-0.109	-0.01	0.088	0.837	6.649	0.466	0.05	0	0	1	1	1	8
FAM120B	-0.122	-0.032	0.057	0.477	6.655	0.466	0.046	0	0	1	1	1	8
FAM120C	-0.254	-0.096	0.061	0.229	11.335	0.125	0.08	0.017	38.246	1.619	1	1	8
FAM122A	-0.173	-0.029	0.116	0.696	4.034	0.258	0.074	0.006	25.641	1.345	1	1	4
FAM122B	-0.053	-0.013	0.027	0.533	4.399	0.623	0.02	0	0	1	1	1	7
FAM122C	-0.04	0.009	0.059	0.708	1.825	0.61	0.025	0	0	1	1	1	4
FAM123A	-0.039	0.017	0.074	0.548	0.393	0.983	0.029	0	0	1	1	1	5
FAM123B	-0.437	-0.206	0.025	0.08	0.524	0.469	0.118	0	0	1	1	1	2
FAM123C	-0.509	-0.186	0.136	0.258	0.06	0.807	0.165	0	0	1	1	1	2
FAM124A	-0.029	0.025	0.079	0.366	2.852	0.583	0.027	0	0	1	1	1	5
FAM124B	-0.097	-0.017	0.063	0.68	2.999	0.809	0.041	0	0	1	1	1	7
FAM125A	-0.025	0.006	0.038	0.687	1.587	0.811	0.016	0	0	1	1	1	5
FAM125B	-0.078	0.214	0.507	0.151	1.069	0.301	0.149	0.003	6.415	1.069	1	1	2
FAM126A	-0.153	0.026	0.205	0.778	1.032	0.794	0.091	0	0	1	1	1	4
FAM126B	-0.479	-0.176	0.127	0.255	0.571	0.903	0.155	0	0	1	1	1	4
FAM127A	-0.307	-0.003	0.302	0.986	1.678	0.195	0.155	0.022	40.417	1.678	1	1	2
FAM127B	-0.066	0.15	0.365	0.173	4.864	0.088	0.11	0.021	58.881	2.432	1	1	3
FAM127C	-0.128	0.086	0.3	0.429	0.19	0.663	0.109	0	0	1	1	1	2
FAM129A	-0.237	0.136	0.509	0.475	0.728	0.866	0.19	0	0	1	1	1	4
FAM129B	-0.002	0	0.002	0.997	5.107	0.53	0.001	0	0	1	1	1	7
FAM129C	-0.351	-0.1	0.151	0.433	1.538	0.674	0.128	0	0	1	1	1	4
FAM130A1	-0.062	-0.029	0.004	0.089	0.326	0.849	0.017	0	0	1	1	1	3
FAM130A2	-0.021	0.055	0.132	0.158	1.358	0.507	0.039	0	0	1	1	1	3
FAM131A	-0.116	0.043	0.201	0.598	1.5	0.827	0.081	0	0	1	1	1	5
FAM131B	-0.112	-0.022	0.068	0.636	0.537	0.991	0.046	0	0	1	1	1	6
FAM131C	-0.205	0.181	0.567	0.358	5.807	0.121	0.197	0.072	48.34	1.936	1	1	4
FAM132A	-0.018	0.12	0.258	0.087	0.468	0.792	0.07	0	0	1	1	1	3
FAM132B	-0.555	-0.038	0.479	0.886	2.515	0.113	0.264	0.089	60.231	2.515	1	1	2
FAM133A	-0.065	0.081	0.227	0.276	4.412	0.22	0.074	0.007	32.01	1.471	1	1	4
FAM133B	-0.235	-0.013	0.21	0.911	0.732	0.981	0.113	0	0	1	1	1	6
FAM134A	-0.034	0.136	0.306	0.116	0.382	0.826	0.087	0	0	1	1	1	3
FAM134B	-0.368	-0.11	0.148	0.404	2.095	0.351	0.132	0.003	4.54	1.048	1	1	3
FAM134C	-0.194	0.292	0.778	0.239	15.374	0	0.248	0.154	86.991	7.687	1	1	3
FAM135A	-0.123	0.048	0.22	0.581	4.422	0.352	0.088	0.004	9.547	1.106	1	1	5
FAM135B	-0.084	-0.016	0.052	0.64	0.141	0.932	0.035	0	0	1	1	1	3
FAM136A	-0.187	-0.046	0.095	0.524	1.032	0.96	0.072	0	0	1	1	1	6
FAM138A	-0.023	0.043	0.11	0.201	0.823	0.663	0.034	0	0	1	1	1	3
FAM138D	-0.087	0.087	0.262	0.326	0.187	0.666	0.089	0	0	1	1	1	2
FAM138E	-0.135	0.136	0.406	0.325	2.311	0.128	0.138	0.022	56.726	2.311	1	1	2
FAM13A	-0.096	0.046	0.187	0.528	4.017	0.547	0.072	0	0	1	1	1	6
FAM13A-AS1	-0.246	-0.018	0.211	0.88	0.26	0.967	0.116	0	0	1	1	1	4
FAM13A1	-0.048	0.008	0.063	0.788	0.129	0.937	0.028	0	0	1	1	1	3
FAM13B	-0.275	-0.122	0.031	0.118	0.623	0.96	0.078	0	0	1	1	1	5
FAM13C	-0.2	-0.043	0.114	0.591	1.444	0.229	0.08	0.007	30.764	1.444	1	1	2
FAM13C1	-0.052	0.019	0.09	0.595	6.753	0.08	0.036	0.003	55.578	2.251	1	1	4
FAM149A	-0.128	-0.014	0.1	0.807	2.419	0.298	0.058	0.003	17.319	1.209	1	1	3
FAM149B1	-0.089	0.002	0.093	0.97	2.108	0.716	0.046	0	0	1	1	1	5
FAM14A	-0.022	0.038	0.098	0.219	1.065	0.587	0.031	0	0	1	1	1	3
FAM150A	-0.127	0.076	0.278	0.463	0.333	0.564	0.103	0	0	1	1	1	2
FAM150B	-0.257	-0.069	0.12	0.474	1.349	0.509	0.096	0	0	1	1	1	3
FAM151A	-0.037	0.002	0.041	0.924	1.954	0.376	0.02	0	0	1	1	1	3
FAM151B	-0.418	-0.016	0.385	0.936	10.263	0.036	0.205	0.107	61.025	2.566	1	1	5
FAM153A	-0.143	-0.03	0.083	0.605	2.617	0.624	0.058	0	0	1	1	1	5
FAM153B	-1.037	0.483	2.003	0.533	8.326	0.004	0.776	1.062	87.99	8.326	1	1	2
FAM154A	-0.052	0.027	0.107	0.498	0.424	0.809	0.04	0	0	1	1	1	3
FAM154B	-0.122	-0.01	0.102	0.857	0.657	0.72	0.057	0	0	1	1	1	3
FAM155A	-0.027	-0.002	0.024	0.904	0.013	0.993	0.013	0	0	1	1	1	3
FAM155B	-0.214	-0.076	0.063	0.283	2.369	0.306	0.071	0.005	15.585	1.185	1	1	3
FAM156A	-0.255	-0.03	0.196	0.797	0.875	0.831	0.115	0	0	1	1	1	4
FAM156B	-0.338	-0.039	0.261	0.799	2.698	0.26	0.153	0.019	25.87	1.349	1	1	3
FAM157A	-0.663	-0.067	0.529	0.825	0.581	0.446	0.304	0	0	1	1	1	2
FAM157B	-1.656	-0.415	0.826	0.512	1.687	0.194	0.633	0.425	40.727	1.687	1	1	2
FAM158A	-0.51	-0.042	0.425	0.859	1.179	0.278	0.239	0.019	15.165	1.179	1	1	2
FAM159A	-0.197	-0.035	0.126	0.669	1.153	0.562	0.082	0	0	1	1	1	3
FAM160A1	-0.064	0.058	0.18	0.348	3.668	0.3	0.062	0.003	18.201	1.223	1	1	4
FAM160A2	-0.254	-0.064	0.127	0.511	3.498	0.321	0.097	0.006	14.237	1.166	1	1	4
FAM160B1	-0.205	-0.034	0.138	0.702	1.025	0.795	0.087	0	0	1	1	1	4
FAM160B2	-0.232	-0.026	0.18	0.806	3.87	0.276	0.105	0.012	22.471	1.29	1	1	4
FAM161A	-0.227	-0.076	0.075	0.322	4.483	0.345	0.077	0.006	10.767	1.121	1	1	5
FAM161B	-0.232	-0.112	0.008	0.067	0.252	0.993	0.061	0	0	1	1	1	5
FAM162A	-0.323	-0.142	0.04	0.128	4.556	0.472	0.093	0	0	1	1	1	6
FAM162B	-0.104	-0.008	0.088	0.873	1.04	0.308	0.049	0	3.886	1.04	1	1	2
FAM163A	-0.13	0.007	0.144	0.92	4.749	0.191	0.07	0.008	36.829	1.583	1	1	4
FAM163B	0.011	0.285	0.558	0.041	2.252	0.324	0.14	0.007	11.196	1.126	1	1	3
FAM164A	-0.086	0.151	0.388	0.213	0.308	0.579	0.121	0	0	1	1	1	2
FAM164C	-0.265	0.035	0.335	0.82	0.332	0.564	0.153	0	0	1	1	1	2
FAM165B	-0.444	-0.128	0.189	0.429	0.125	0.724	0.162	0	0	1	1	1	2
FAM166A	-0.038	0.013	0.063	0.619	0.485	0.785	0.026	0	0	1	1	1	3
FAM166B	-0.13	-0.012	0.105	0.836	2.194	0.334	0.06	0.003	8.856	1.097	1	1	3
FAM167A	-0.327	-0.105	0.117	0.355	5.998	0.199	0.113	0.019	33.313	1.5	1	1	5
FAM167B	-0.348	-0.154	0.04	0.119	3.412	0.332	0.099	0.005	12.071	1.137	1	1	4
FAM168A	-0.225	-0.088	0.049	0.209	1.545	0.819	0.07	0	0	1	1	1	5
FAM168B	-0.119	-0.015	0.09	0.784	1.939	0.858	0.053	0	0	1	1	1	6
FAM169A	-0.335	-0.088	0.159	0.486	2.43	0.657	0.126	0	0	1	1	1	5
FAM169B	-0.239	-0.036	0.168	0.732	1.441	0.486	0.104	0	0	1	1	1	3
FAM170A	-0.04	0.014	0.068	0.606	1.751	0.417	0.027	0	0	1	1	1	3
FAM170B	-0.031	0.005	0.042	0.774	0.93	0.335	0.019	0	0	1	1	1	2
FAM171A1	-0.213	-0.046	0.12	0.586	1.706	0.79	0.085	0	0	1	1	1	5
FAM171A2	-0.331	-0.066	0.198	0.624	3.988	0.136	0.135	0.029	49.852	1.994	1	1	3
FAM171B	-0.039	0.121	0.28	0.137	5.168	0.271	0.081	0.008	22.594	1.292	1	1	5
FAM172A	-0.249	-0.044	0.162	0.678	0.894	0.827	0.105	0	0	1	1	1	4
FAM173A	-0.135	0.071	0.276	0.501	0.656	0.883	0.105	0	0	1	1	1	4
FAM173B	-0.149	0.027	0.204	0.761	0.242	0.886	0.09	0	0	1	1	1	3
FAM174A	-0.553	-0.164	0.225	0.409	7.506	0.111	0.198	0.088	46.709	1.876	1	1	5
FAM174B	-0.224	0.057	0.339	0.689	7.321	0.12	0.143	0.041	45.364	1.83	1	1	5
FAM174C	-0.222	-0.009	0.205	0.938	3.581	0.31	0.109	0.008	16.219	1.194	1	1	4
FAM175A	-0.286	0.022	0.33	0.89	0.165	0.921	0.157	0	0	1	1	1	3
FAM175B	-0.086	0.122	0.329	0.251	0.033	0.983	0.106	0	0	1	1	1	3
FAM176A	-0.267	-0.124	0.02	0.091	0.05	0.822	0.073	0	0	1	1	1	2
FAM176B	-0.422	0.036	0.495	0.876	2.765	0.096	0.234	0.074	63.833	2.765	1	1	2
FAM177A1	-0.092	0.091	0.274	0.329	2.508	0.643	0.093	0	0	1	1	1	5
FAM177B	-0.754	-0.435	-0.116	0.008	1.91	0.752	0.163	0	0	1	1	1	5
FAM178A	-0.099	0.055	0.209	0.487	1.63	0.443	0.079	0	0	1	1	1	3
FAM178B	-0.178	0.013	0.203	0.896	0.299	0.861	0.097	0	0	1	1	1	3
FAM179A	-0.186	0.056	0.299	0.65	2.252	0.324	0.124	0.007	11.172	1.126	1	1	3
FAM179B	-0.444	-0.114	0.217	0.501	0.899	0.638	0.169	0	0	1	1	1	3
FAM180A	-0.49	-0.074	0.341	0.726	2.437	0.296	0.212	0.026	17.928	1.218	1	1	3
FAM180B	-0.11	0.019	0.148	0.77	0.083	0.773	0.066	0	0	1	1	1	2
FAM181A	-0.535	-0.071	0.394	0.765	5.643	0.06	0.237	0.099	64.559	2.822	1	1	3
FAM181A-AS1	-0.084	0.003	0.09	0.95	0.201	0.654	0.045	0	0	1	1	1	2
FAM181B	-0.026	0.019	0.063	0.416	2.311	0.511	0.023	0	0	1	1	1	4
FAM182A	-0.18	0.042	0.264	0.711	3.223	0.2	0.113	0.016	37.951	1.612	1	1	3
FAM182B	-0.041	0.037	0.115	0.351	0.546	0.46	0.04	0	0	1	1	1	2
FAM183A	-0.203	-0.027	0.149	0.766	0.014	0.906	0.09	0	0	1	1	1	2
FAM183B	-0.352	-0.147	0.057	0.159	0.181	0.67	0.104	0	0	1	1	1	2
FAM184A	-0.097	-0.002	0.094	0.971	2.284	0.809	0.049	0	0	1	1	1	6
FAM184B	-0.167	-0.009	0.148	0.906	3.672	0.598	0.08	0	0	1	1	1	6
FAM185A	-0.106	0.012	0.13	0.84	2.884	0.577	0.06	0	0	1	1	1	5
FAM186A	-0.235	-0.051	0.132	0.584	2.926	0.087	0.094	0.013	65.827	2.926	1	1	2
FAM186B	-0.235	0.093	0.42	0.58	8.477	0.037	0.167	0.06	64.608	2.826	1	1	4
FAM187B	-0.068	-0.022	0.023	0.337	2.227	0.527	0.023	0	0	1	1	1	4
FAM188A	-0.276	-0.066	0.144	0.54	0.872	0.647	0.107	0	0	1	1	1	3
FAM188B	-0.088	0.027	0.141	0.648	1.199	0.549	0.058	0	0	1	1	1	3
FAM189A1	-0.547	-0.187	0.173	0.309	5.772	0.056	0.184	0.065	65.35	2.886	1	1	3
FAM189A2	-0.082	0.009	0.1	0.849	0.869	0.351	0.046	0	0	1	1	1	2
FAM189B	-0.069	0.088	0.245	0.272	4.698	0.195	0.08	0.01	36.144	1.566	1	1	4
FAM18A	0.057	0.274	0.491	0.013	0.307	0.579	0.111	0	0	1	1	1	2
FAM18B	-0.035	-0.008	0.018	0.537	1.761	0.623	0.013	0	0	1	1	1	4
FAM18B2	-0.559	-0.228	0.102	0.176	0.078	0.781	0.169	0	0	1	1	1	2
FAM190B	-0.305	-0.075	0.155	0.524	0.145	0.703	0.118	0	0	1	1	1	2
FAM192A	-0.138	-0.018	0.101	0.763	0.283	0.868	0.061	0	0	1	1	1	3
FAM193A	-0.136	0.012	0.161	0.871	2.318	0.678	0.076	0	0	1	1	1	5
FAM193B	-0.219	-0.089	0.041	0.179	1.695	0.89	0.066	0	0	1	1	1	6
FAM194A	-0.485	-0.171	0.143	0.285	0.81	0.368	0.16	0	0	1	1	1	2
FAM195A	-0.113	0.097	0.308	0.364	1.793	0.408	0.107	0	0	1	1	1	3
FAM195B	-0.089	0.064	0.217	0.413	0.707	0.702	0.078	0	0	1	1	1	3
FAM196A	-0.031	0.067	0.165	0.179	0.412	0.521	0.05	0	0	1	1	1	2
FAM198A	-0.074	-0.01	0.054	0.753	0.693	0.405	0.033	0	0	1	1	1	2
FAM198B	-0.229	0.062	0.352	0.678	0.244	0.621	0.148	0	0	1	1	1	2
FAM199X	-0.155	-0.027	0.101	0.678	0.519	0.972	0.065	0	0	1	1	1	5
FAM19A1	-0.004	0	0.004	0.989	2.11	0.834	0.002	0	0	1	1	1	6
FAM19A2	-0.101	-0.02	0.06	0.619	6.559	0.256	0.041	0.003	23.764	1.312	1	1	6
FAM19A3	-0.002	0	0.002	0.973	1.716	0.788	0.001	0	0	1	1	1	5
FAM19A4	-0.026	0.012	0.05	0.54	1.371	0.504	0.019	0	0	1	1	1	3
FAM19A5	-0.012	0.012	0.037	0.322	1.843	0.398	0.013	0	0	1	1	1	3
